Training: 2025-04-05 08:59:23,897-rank_id: 0
Training: 2025-04-05 09:06:56,979-[cplfw][937]Accuracy-Highest: 0.60167
Training: 2025-04-05 09:07:01,391-Speed 49.23 samples/sec   Loss 9.5006 Epoch: 1   Global Step: 950   Required: 5 hours
Training: 2025-04-05 09:07:17,785-Speed 390.39 samples/sec   Loss 8.5228 Epoch: 1   Global Step: 1000   Required: 5 hours
Training: 2025-04-05 09:07:34,179-Speed 390.40 samples/sec   Loss 8.0777 Epoch: 1   Global Step: 1050   Required: 4 hours
Training: 2025-04-05 09:07:50,580-Speed 390.20 samples/sec   Loss 7.8183 Epoch: 1   Global Step: 1100   Required: 4 hours
Training: 2025-04-05 09:08:06,978-Speed 390.29 samples/sec   Loss 7.5703 Epoch: 1   Global Step: 1150   Required: 4 hours
Training: 2025-04-05 09:08:23,384-Speed 390.11 samples/sec   Loss 7.3936 Epoch: 1   Global Step: 1200   Required: 4 hours
Training: 2025-04-05 09:08:39,790-Speed 390.10 samples/sec   Loss 7.1343 Epoch: 1   Global Step: 1250   Required: 4 hours
Training: 2025-04-05 09:08:56,201-Speed 389.98 samples/sec   Loss 6.8782 Epoch: 1   Global Step: 1300   Required: 4 hours
Training: 2025-04-05 09:09:12,618-Speed 389.85 samples/sec   Loss 6.6892 Epoch: 1   Global Step: 1350   Required: 4 hours
Training: 2025-04-05 09:09:29,031-Speed 389.94 samples/sec   Loss 6.5350 Epoch: 1   Global Step: 1400   Required: 4 hours
Training: 2025-04-05 09:09:45,440-Speed 390.02 samples/sec   Loss 6.2300 Epoch: 1   Global Step: 1450   Required: 4 hours
Training: 2025-04-05 09:10:01,855-Speed 389.90 samples/sec   Loss 6.1294 Epoch: 1   Global Step: 1500   Required: 4 hours
Training: 2025-04-05 09:10:18,266-Speed 389.98 samples/sec   Loss 5.5741 Epoch: 1   Global Step: 1550   Required: 4 hours
Training: 2025-04-05 09:10:34,676-Speed 390.02 samples/sec   Loss 5.4783 Epoch: 1   Global Step: 1600   Required: 4 hours
Training: 2025-04-05 09:10:51,086-Speed 389.99 samples/sec   Loss 5.4999 Epoch: 1   Global Step: 1650   Required: 4 hours
Training: 2025-04-05 09:11:07,496-Speed 390.01 samples/sec   Loss 5.1219 Epoch: 1   Global Step: 1700   Required: 4 hours
Training: 2025-04-05 09:11:23,908-Speed 389.97 samples/sec   Loss 4.9489 Epoch: 1   Global Step: 1750   Required: 4 hours
Training: 2025-04-05 09:11:40,316-Speed 390.05 samples/sec   Loss 4.8014 Epoch: 1   Global Step: 1800   Required: 4 hours
Training: 2025-04-05 09:11:56,719-Speed 390.18 samples/sec   Loss 4.6160 Epoch: 1   Global Step: 1850   Required: 4 hours
Training: 2025-04-05 09:12:26,488-[lfw][1874]XNorm: 22.320517
Training: 2025-04-05 09:12:26,488-[lfw][1874]Accuracy-Flip: 0.78600+-0.01232
Training: 2025-04-05 09:12:26,488-[lfw][1874]Accuracy-Highest: 0.78600
Training: 2025-04-05 09:12:51,950-[cfp_fp][1874]XNorm: 21.987049
Training: 2025-04-05 09:12:51,951-[cfp_fp][1874]Accuracy-Flip: 0.62386+-0.02388
Training: 2025-04-05 09:12:51,951-[cfp_fp][1874]Accuracy-Highest: 0.62386
Training: 2025-04-05 09:13:13,843-[agedb_30][1874]XNorm: 18.732495
Training: 2025-04-05 09:13:13,843-[agedb_30][1874]Accuracy-Flip: 0.51183+-0.01411
Training: 2025-04-05 09:13:13,843-[agedb_30][1874]Accuracy-Highest: 0.51183
Training: 2025-04-05 09:13:35,821-[calfw][1874]XNorm: 22.336125
Training: 2025-04-05 09:13:35,821-[calfw][1874]Accuracy-Flip: 0.63250+-0.01576
Training: 2025-04-05 09:13:35,821-[calfw][1874]Accuracy-Highest: 0.63250
Training: 2025-04-05 09:13:57,789-[cplfw][1874]XNorm: 20.106902
Training: 2025-04-05 09:13:57,789-[cplfw][1874]Accuracy-Flip: 0.61033+-0.01308
Training: 2025-04-05 09:13:57,790-[cplfw][1874]Accuracy-Highest: 0.61033
Training: 2025-04-05 09:14:06,467-Speed 49.33 samples/sec   Loss 4.1501 Epoch: 2   Global Step: 1900   Required: 4 hours
Training: 2025-04-05 09:14:22,857-Speed 390.48 samples/sec   Loss 3.7705 Epoch: 2   Global Step: 1950   Required: 4 hours
Training: 2025-04-05 09:14:39,254-Speed 390.32 samples/sec   Loss 3.6663 Epoch: 2   Global Step: 2000   Required: 4 hours
Training: 2025-04-05 09:14:55,661-Speed 390.09 samples/sec   Loss 3.6468 Epoch: 2   Global Step: 2050   Required: 4 hours
Training: 2025-04-05 09:15:12,069-Speed 390.05 samples/sec   Loss 3.5575 Epoch: 2   Global Step: 2100   Required: 4 hours
Training: 2025-04-05 09:15:28,472-Speed 390.19 samples/sec   Loss 3.6285 Epoch: 2   Global Step: 2150   Required: 4 hours
Training: 2025-04-05 09:15:44,875-Speed 390.16 samples/sec   Loss 3.4295 Epoch: 2   Global Step: 2200   Required: 4 hours
Training: 2025-04-05 09:16:01,282-Speed 390.09 samples/sec   Loss 3.3622 Epoch: 2   Global Step: 2250   Required: 4 hours
Training: 2025-04-05 09:16:17,692-Speed 390.00 samples/sec   Loss 3.3758 Epoch: 2   Global Step: 2300   Required: 4 hours
Training: 2025-04-05 09:16:34,099-Speed 390.08 samples/sec   Loss 3.2713 Epoch: 2   Global Step: 2350   Required: 4 hours
Training: 2025-04-05 09:16:50,507-Speed 390.07 samples/sec   Loss 3.0658 Epoch: 2   Global Step: 2400   Required: 4 hours
Training: 2025-04-05 09:17:06,916-Speed 390.04 samples/sec   Loss 3.0673 Epoch: 2   Global Step: 2450   Required: 4 hours
Training: 2025-04-05 09:17:23,331-Speed 389.88 samples/sec   Loss 3.0688 Epoch: 2   Global Step: 2500   Required: 4 hours
Training: 2025-04-05 09:17:39,737-Speed 390.11 samples/sec   Loss 2.9429 Epoch: 2   Global Step: 2550   Required: 4 hours
Training: 2025-04-05 09:17:56,145-Speed 390.05 samples/sec   Loss 2.8412 Epoch: 2   Global Step: 2600   Required: 4 hours
Training: 2025-04-05 09:18:12,552-Speed 390.09 samples/sec   Loss 2.7915 Epoch: 2   Global Step: 2650   Required: 4 hours
Training: 2025-04-05 09:18:28,959-Speed 390.08 samples/sec   Loss 2.7208 Epoch: 2   Global Step: 2700   Required: 4 hours
Training: 2025-04-05 09:18:45,366-Speed 390.07 samples/sec   Loss 2.6086 Epoch: 2   Global Step: 2750   Required: 4 hours
Training: 2025-04-05 09:19:01,777-Speed 389.99 samples/sec   Loss 2.6543 Epoch: 2   Global Step: 2800   Required: 4 hours
Training: 2025-04-05 09:19:27,280-[lfw][2811]XNorm: 20.267026
Training: 2025-04-05 09:19:27,281-[lfw][2811]Accuracy-Flip: 0.79900+-0.01489
Training: 2025-04-05 09:19:27,281-[lfw][2811]Accuracy-Highest: 0.79900
Training: 2025-04-05 09:19:52,737-[cfp_fp][2811]XNorm: 19.960692
Training: 2025-04-05 09:19:52,737-[cfp_fp][2811]Accuracy-Flip: 0.61729+-0.01796
Training: 2025-04-05 09:19:52,737-[cfp_fp][2811]Accuracy-Highest: 0.62386
Training: 2025-04-05 09:20:14,613-[agedb_30][2811]XNorm: 16.813768
Training: 2025-04-05 09:20:14,613-[agedb_30][2811]Accuracy-Flip: 0.51600+-0.01179
Training: 2025-04-05 09:20:14,613-[agedb_30][2811]Accuracy-Highest: 0.51600
Training: 2025-04-05 09:20:36,581-[calfw][2811]XNorm: 20.413702
Training: 2025-04-05 09:20:36,581-[calfw][2811]Accuracy-Flip: 0.63150+-0.01790
Training: 2025-04-05 09:20:36,582-[calfw][2811]Accuracy-Highest: 0.63250
Training: 2025-04-05 09:20:58,536-[cplfw][2811]XNorm: 18.180383
Training: 2025-04-05 09:20:58,536-[cplfw][2811]Accuracy-Flip: 0.60900+-0.01230
Training: 2025-04-05 09:20:58,536-[cplfw][2811]Accuracy-Highest: 0.61033
Training: 2025-04-05 09:21:11,479-Speed 49.34 samples/sec   Loss 2.1256 Epoch: 3   Global Step: 2850   Required: 4 hours
Training: 2025-04-05 09:21:27,870-Speed 390.47 samples/sec   Loss 1.9628 Epoch: 3   Global Step: 2900   Required: 4 hours
Training: 2025-04-05 09:21:44,262-Speed 390.43 samples/sec   Loss 2.0671 Epoch: 3   Global Step: 2950   Required: 4 hours
Training: 2025-04-05 09:22:00,659-Speed 390.33 samples/sec   Loss 1.9837 Epoch: 3   Global Step: 3000   Required: 4 hours
Training: 2025-04-05 09:22:17,054-Speed 390.38 samples/sec   Loss 2.0680 Epoch: 3   Global Step: 3050   Required: 4 hours
Training: 2025-04-05 09:22:33,455-Speed 390.22 samples/sec   Loss 1.9887 Epoch: 3   Global Step: 3100   Required: 4 hours
Training: 2025-04-05 09:22:49,859-Speed 390.13 samples/sec   Loss 1.9505 Epoch: 3   Global Step: 3150   Required: 4 hours
Training: 2025-04-05 09:23:06,263-Speed 390.15 samples/sec   Loss 1.9835 Epoch: 3   Global Step: 3200   Required: 4 hours
Training: 2025-04-05 09:23:22,663-Speed 390.25 samples/sec   Loss 1.9752 Epoch: 3   Global Step: 3250   Required: 4 hours
Training: 2025-04-05 09:23:39,065-Speed 390.21 samples/sec   Loss 1.8208 Epoch: 3   Global Step: 3300   Required: 4 hours
Training: 2025-04-05 09:23:55,471-Speed 390.11 samples/sec   Loss 1.8510 Epoch: 3   Global Step: 3350   Required: 4 hours
Training: 2025-04-05 09:24:11,871-Speed 390.25 samples/sec   Loss 1.8371 Epoch: 3   Global Step: 3400   Required: 4 hours
Training: 2025-04-05 09:24:28,273-Speed 390.20 samples/sec   Loss 1.8062 Epoch: 3   Global Step: 3450   Required: 4 hours
Training: 2025-04-05 09:24:44,677-Speed 390.14 samples/sec   Loss 1.7844 Epoch: 3   Global Step: 3500   Required: 4 hours
Training: 2025-04-05 09:25:01,084-Speed 390.07 samples/sec   Loss 1.6980 Epoch: 3   Global Step: 3550   Required: 4 hours
Training: 2025-04-05 09:25:17,492-Speed 390.07 samples/sec   Loss 1.7115 Epoch: 3   Global Step: 3600   Required: 4 hours
Training: 2025-04-05 09:25:33,895-Speed 390.17 samples/sec   Loss 1.7058 Epoch: 3   Global Step: 3650   Required: 4 hours
Training: 2025-04-05 09:25:50,294-Speed 390.27 samples/sec   Loss 1.7652 Epoch: 3   Global Step: 3700   Required: 4 hours
Training: 2025-04-05 09:26:27,915-[lfw][3748]XNorm: 19.024756
Training: 2025-04-05 09:26:27,915-[lfw][3748]Accuracy-Flip: 0.79500+-0.00946
Training: 2025-04-05 09:26:27,915-[lfw][3748]Accuracy-Highest: 0.79900
Training: 2025-04-05 09:26:53,360-[cfp_fp][3748]XNorm: 18.163018
Training: 2025-04-05 09:26:53,360-[cfp_fp][3748]Accuracy-Flip: 0.62814+-0.02434
Training: 2025-04-05 09:26:53,360-[cfp_fp][3748]Accuracy-Highest: 0.62814
Training: 2025-04-05 09:27:15,236-[agedb_30][3748]XNorm: 15.859318
Training: 2025-04-05 09:27:15,237-[agedb_30][3748]Accuracy-Flip: 0.50833+-0.01776
Training: 2025-04-05 09:27:15,237-[agedb_30][3748]Accuracy-Highest: 0.51600
Training: 2025-04-05 09:27:37,196-[calfw][3748]XNorm: 19.290721
Training: 2025-04-05 09:27:37,196-[calfw][3748]Accuracy-Flip: 0.63600+-0.01867
Training: 2025-04-05 09:27:37,196-[calfw][3748]Accuracy-Highest: 0.63600
Training: 2025-04-05 09:27:59,153-[cplfw][3748]XNorm: 17.061521
Training: 2025-04-05 09:27:59,153-[cplfw][3748]Accuracy-Flip: 0.62333+-0.01150
Training: 2025-04-05 09:27:59,153-[cplfw][3748]Accuracy-Highest: 0.62333
Training: 2025-04-05 09:27:59,948-Speed 49.36 samples/sec   Loss 1.6368 Epoch: 4   Global Step: 3750   Required: 4 hours
Training: 2025-04-05 09:28:16,328-Speed 390.73 samples/sec   Loss 1.2119 Epoch: 4   Global Step: 3800   Required: 4 hours
Training: 2025-04-05 09:28:32,715-Speed 390.54 samples/sec   Loss 1.2828 Epoch: 4   Global Step: 3850   Required: 4 hours
Training: 2025-04-05 09:28:49,107-Speed 390.45 samples/sec   Loss 1.2831 Epoch: 4   Global Step: 3900   Required: 4 hours
Training: 2025-04-05 09:29:05,501-Speed 390.40 samples/sec   Loss 1.2447 Epoch: 4   Global Step: 3950   Required: 4 hours
Training: 2025-04-05 09:29:21,899-Speed 390.28 samples/sec   Loss 1.2689 Epoch: 4   Global Step: 4000   Required: 4 hours
Training: 2025-04-05 09:29:38,298-Speed 390.28 samples/sec   Loss 1.2408 Epoch: 4   Global Step: 4050   Required: 4 hours
Training: 2025-04-05 09:29:54,702-Speed 390.15 samples/sec   Loss 1.2167 Epoch: 4   Global Step: 4100   Required: 4 hours
Training: 2025-04-05 09:30:11,105-Speed 390.18 samples/sec   Loss 1.2695 Epoch: 4   Global Step: 4150   Required: 4 hours
Training: 2025-04-05 09:30:27,502-Speed 390.31 samples/sec   Loss 1.2838 Epoch: 4   Global Step: 4200   Required: 4 hours
Training: 2025-04-05 09:30:43,904-Speed 390.20 samples/sec   Loss 1.2270 Epoch: 4   Global Step: 4250   Required: 4 hours
Training: 2025-04-05 09:31:00,299-Speed 390.38 samples/sec   Loss 1.2697 Epoch: 4   Global Step: 4300   Required: 4 hours
Training: 2025-04-05 09:31:16,698-Speed 390.26 samples/sec   Loss 1.1856 Epoch: 4   Global Step: 4350   Required: 4 hours
Training: 2025-04-05 09:31:33,093-Speed 390.37 samples/sec   Loss 1.1902 Epoch: 4   Global Step: 4400   Required: 4 hours
Training: 2025-04-05 09:31:49,487-Speed 390.40 samples/sec   Loss 1.1513 Epoch: 4   Global Step: 4450   Required: 4 hours
Training: 2025-04-05 09:32:05,879-Speed 390.43 samples/sec   Loss 1.1874 Epoch: 4   Global Step: 4500   Required: 4 hours
Training: 2025-04-05 09:32:22,274-Speed 390.37 samples/sec   Loss 1.2071 Epoch: 4   Global Step: 4550   Required: 4 hours
Training: 2025-04-05 09:32:38,687-Speed 390.27 samples/sec   Loss 1.2093 Epoch: 4   Global Step: 4600   Required: 4 hours
Training: 2025-04-05 09:32:55,083-Speed 390.34 samples/sec   Loss 1.2104 Epoch: 4   Global Step: 4650   Required: 4 hours
Training: 2025-04-05 09:33:28,438-[lfw][4685]XNorm: 19.558103
Training: 2025-04-05 09:33:28,438-[lfw][4685]Accuracy-Flip: 0.80117+-0.02000
Training: 2025-04-05 09:33:28,438-[lfw][4685]Accuracy-Highest: 0.80117
Training: 2025-04-05 09:33:53,876-[cfp_fp][4685]XNorm: 18.251067
Training: 2025-04-05 09:33:53,876-[cfp_fp][4685]Accuracy-Flip: 0.63043+-0.02799
Training: 2025-04-05 09:33:53,876-[cfp_fp][4685]Accuracy-Highest: 0.63043
Training: 2025-04-05 09:34:15,745-[agedb_30][4685]XNorm: 15.692720
Training: 2025-04-05 09:34:15,746-[agedb_30][4685]Accuracy-Flip: 0.50650+-0.02488
Training: 2025-04-05 09:34:15,746-[agedb_30][4685]Accuracy-Highest: 0.51600
Training: 2025-04-05 09:34:37,698-[calfw][4685]XNorm: 19.370096
Training: 2025-04-05 09:34:37,698-[calfw][4685]Accuracy-Flip: 0.63967+-0.01464
Training: 2025-04-05 09:34:37,698-[calfw][4685]Accuracy-Highest: 0.63967
Training: 2025-04-05 09:34:59,636-[cplfw][4685]XNorm: 17.163714
Training: 2025-04-05 09:34:59,636-[cplfw][4685]Accuracy-Flip: 0.62400+-0.00898
Training: 2025-04-05 09:34:59,636-[cplfw][4685]Accuracy-Highest: 0.62400
Training: 2025-04-05 09:35:04,704-Speed 49.37 samples/sec   Loss 1.0174 Epoch: 5   Global Step: 4700   Required: 4 hours
Training: 2025-04-05 09:35:21,075-Speed 390.94 samples/sec   Loss 0.8130 Epoch: 5   Global Step: 4750   Required: 4 hours
Training: 2025-04-05 09:35:37,445-Speed 390.97 samples/sec   Loss 0.8376 Epoch: 5   Global Step: 4800   Required: 4 hours
Training: 2025-04-05 09:35:53,822-Speed 390.80 samples/sec   Loss 0.8714 Epoch: 5   Global Step: 4850   Required: 4 hours
Training: 2025-04-05 09:36:10,204-Speed 390.66 samples/sec   Loss 0.8988 Epoch: 5   Global Step: 4900   Required: 4 hours
Training: 2025-04-05 09:36:26,588-Speed 390.63 samples/sec   Loss 0.8817 Epoch: 5   Global Step: 4950   Required: 4 hours
Training: 2025-04-05 09:36:42,973-Speed 390.61 samples/sec   Loss 0.8097 Epoch: 5   Global Step: 5000   Required: 4 hours
Training: 2025-04-05 09:36:59,364-Speed 390.46 samples/sec   Loss 0.8578 Epoch: 5   Global Step: 5050   Required: 4 hours
Training: 2025-04-05 09:37:15,751-Speed 390.56 samples/sec   Loss 0.8684 Epoch: 5   Global Step: 5100   Required: 4 hours
Training: 2025-04-05 09:37:32,141-Speed 390.47 samples/sec   Loss 0.8771 Epoch: 5   Global Step: 5150   Required: 4 hours
Training: 2025-04-05 09:37:48,534-Speed 390.42 samples/sec   Loss 0.8992 Epoch: 5   Global Step: 5200   Required: 4 hours
Training: 2025-04-05 09:38:04,924-Speed 390.49 samples/sec   Loss 0.8828 Epoch: 5   Global Step: 5250   Required: 4 hours
Training: 2025-04-05 09:38:21,312-Speed 390.53 samples/sec   Loss 0.9229 Epoch: 5   Global Step: 5300   Required: 4 hours
Training: 2025-04-05 09:38:37,694-Speed 390.67 samples/sec   Loss 0.9012 Epoch: 5   Global Step: 5350   Required: 4 hours
Training: 2025-04-05 09:38:54,086-Speed 390.45 samples/sec   Loss 0.8823 Epoch: 5   Global Step: 5400   Required: 4 hours
Training: 2025-04-05 09:39:10,474-Speed 390.53 samples/sec   Loss 0.8496 Epoch: 5   Global Step: 5450   Required: 4 hours
Training: 2025-04-05 09:39:26,863-Speed 390.52 samples/sec   Loss 0.8942 Epoch: 5   Global Step: 5500   Required: 4 hours
Training: 2025-04-05 09:39:43,250-Speed 390.55 samples/sec   Loss 0.8419 Epoch: 5   Global Step: 5550   Required: 4 hours
Training: 2025-04-05 09:39:59,638-Speed 390.53 samples/sec   Loss 0.8814 Epoch: 5   Global Step: 5600   Required: 4 hours
Training: 2025-04-05 09:40:28,725-[lfw][5622]XNorm: 18.184968
Training: 2025-04-05 09:40:28,725-[lfw][5622]Accuracy-Flip: 0.80383+-0.02018
Training: 2025-04-05 09:40:28,725-[lfw][5622]Accuracy-Highest: 0.80383
Training: 2025-04-05 09:40:54,161-[cfp_fp][5622]XNorm: 17.894054
Training: 2025-04-05 09:40:54,161-[cfp_fp][5622]Accuracy-Flip: 0.62400+-0.01763
Training: 2025-04-05 09:40:54,161-[cfp_fp][5622]Accuracy-Highest: 0.63043
Training: 2025-04-05 09:41:16,021-[agedb_30][5622]XNorm: 15.503252
Training: 2025-04-05 09:41:16,022-[agedb_30][5622]Accuracy-Flip: 0.51100+-0.01718
Training: 2025-04-05 09:41:16,022-[agedb_30][5622]Accuracy-Highest: 0.51600
Training: 2025-04-05 09:41:37,977-[calfw][5622]XNorm: 18.309221
Training: 2025-04-05 09:41:37,977-[calfw][5622]Accuracy-Flip: 0.64333+-0.01652
Training: 2025-04-05 09:41:37,977-[calfw][5622]Accuracy-Highest: 0.64333
Training: 2025-04-05 09:41:59,925-[cplfw][5622]XNorm: 16.096387
Training: 2025-04-05 09:41:59,925-[cplfw][5622]Accuracy-Flip: 0.61883+-0.01096
Training: 2025-04-05 09:41:59,925-[cplfw][5622]Accuracy-Highest: 0.62400
Training: 2025-04-05 09:42:09,234-Speed 49.38 samples/sec   Loss 0.6778 Epoch: 6   Global Step: 5650   Required: 4 hours
Training: 2025-04-05 09:42:25,605-Speed 390.93 samples/sec   Loss 0.6640 Epoch: 6   Global Step: 5700   Required: 4 hours
Training: 2025-04-05 09:42:41,980-Speed 390.86 samples/sec   Loss 0.6277 Epoch: 6   Global Step: 5750   Required: 4 hours
Training: 2025-04-05 09:42:58,351-Speed 390.92 samples/sec   Loss 0.6222 Epoch: 6   Global Step: 5800   Required: 4 hours
Training: 2025-04-05 09:43:14,730-Speed 390.77 samples/sec   Loss 0.6686 Epoch: 6   Global Step: 5850   Required: 4 hours
Training: 2025-04-05 09:43:31,105-Speed 390.83 samples/sec   Loss 0.6355 Epoch: 6   Global Step: 5900   Required: 4 hours
Training: 2025-04-05 09:43:47,486-Speed 390.71 samples/sec   Loss 0.6481 Epoch: 6   Global Step: 5950   Required: 4 hours
Training: 2025-04-05 09:44:03,871-Speed 390.60 samples/sec   Loss 0.6472 Epoch: 6   Global Step: 6000   Required: 4 hours
Training: 2025-04-05 09:44:20,258-Speed 390.57 samples/sec   Loss 0.6957 Epoch: 6   Global Step: 6050   Required: 4 hours
Training: 2025-04-05 09:44:36,647-Speed 390.51 samples/sec   Loss 0.6822 Epoch: 6   Global Step: 6100   Required: 4 hours
Training: 2025-04-05 09:44:53,031-Speed 390.62 samples/sec   Loss 0.6824 Epoch: 6   Global Step: 6150   Required: 4 hours
Training: 2025-04-05 09:45:09,417-Speed 390.58 samples/sec   Loss 0.7055 Epoch: 6   Global Step: 6200   Required: 4 hours
Training: 2025-04-05 09:45:25,807-Speed 390.49 samples/sec   Loss 0.6808 Epoch: 6   Global Step: 6250   Required: 4 hours
Training: 2025-04-05 09:45:42,196-Speed 390.51 samples/sec   Loss 0.7220 Epoch: 6   Global Step: 6300   Required: 4 hours
Training: 2025-04-05 09:45:58,587-Speed 390.47 samples/sec   Loss 0.6693 Epoch: 6   Global Step: 6350   Required: 4 hours
Training: 2025-04-05 09:46:14,975-Speed 390.53 samples/sec   Loss 0.6963 Epoch: 6   Global Step: 6400   Required: 4 hours
Training: 2025-04-05 09:46:31,362-Speed 390.56 samples/sec   Loss 0.6736 Epoch: 6   Global Step: 6450   Required: 4 hours
Training: 2025-04-05 09:46:47,744-Speed 390.67 samples/sec   Loss 0.6697 Epoch: 6   Global Step: 6500   Required: 4 hours
Training: 2025-04-05 09:47:04,122-Speed 390.78 samples/sec   Loss 0.7250 Epoch: 6   Global Step: 6550   Required: 4 hours
Training: 2025-04-05 09:47:28,936-[lfw][6559]XNorm: 17.762002
Training: 2025-04-05 09:47:28,936-[lfw][6559]Accuracy-Flip: 0.80733+-0.01834
Training: 2025-04-05 09:47:28,936-[lfw][6559]Accuracy-Highest: 0.80733
Training: 2025-04-05 09:47:54,356-[cfp_fp][6559]XNorm: 16.855719
Training: 2025-04-05 09:47:54,356-[cfp_fp][6559]Accuracy-Flip: 0.63557+-0.01668
Training: 2025-04-05 09:47:54,356-[cfp_fp][6559]Accuracy-Highest: 0.63557
Training: 2025-04-05 09:48:16,203-[agedb_30][6559]XNorm: 15.041924
Training: 2025-04-05 09:48:16,203-[agedb_30][6559]Accuracy-Flip: 0.51100+-0.01294
Training: 2025-04-05 09:48:16,203-[agedb_30][6559]Accuracy-Highest: 0.51600
Training: 2025-04-05 09:48:38,142-[calfw][6559]XNorm: 18.121269
Training: 2025-04-05 09:48:38,142-[calfw][6559]Accuracy-Flip: 0.63883+-0.01323
Training: 2025-04-05 09:48:38,142-[calfw][6559]Accuracy-Highest: 0.64333
Training: 2025-04-05 09:49:00,076-[cplfw][6559]XNorm: 15.560931
Training: 2025-04-05 09:49:00,076-[cplfw][6559]Accuracy-Flip: 0.62000+-0.01595
Training: 2025-04-05 09:49:00,076-[cplfw][6559]Accuracy-Highest: 0.62400
Training: 2025-04-05 09:49:13,645-Speed 49.41 samples/sec   Loss 0.5145 Epoch: 7   Global Step: 6600   Required: 4 hours
Training: 2025-04-05 09:49:30,012-Speed 391.04 samples/sec   Loss 0.4537 Epoch: 7   Global Step: 6650   Required: 4 hours
Training: 2025-04-05 09:49:46,387-Speed 390.83 samples/sec   Loss 0.4479 Epoch: 7   Global Step: 6700   Required: 4 hours
Training: 2025-04-05 09:50:02,766-Speed 390.74 samples/sec   Loss 0.4863 Epoch: 7   Global Step: 6750   Required: 4 hours
Training: 2025-04-05 09:50:19,147-Speed 390.70 samples/sec   Loss 0.4935 Epoch: 7   Global Step: 6800   Required: 4 hours
