Training: 2025-04-11 08:40:39,696-rank_id: 0
Training: 2025-04-11 08:59:51,503-Speed 388.80 samples/sec   Loss 6.2675 Epoch: 0   Global Step: 3400   Required: 13 hours
Training: 2025-04-11 09:00:07,962-Speed 388.85 samples/sec   Loss 6.0720 Epoch: 0   Global Step: 3450   Required: 13 hours
Training: 2025-04-11 09:00:24,420-Speed 388.87 samples/sec   Loss 5.9813 Epoch: 0   Global Step: 3500   Required: 13 hours
Training: 2025-04-11 09:00:40,876-Speed 388.92 samples/sec   Loss 5.7882 Epoch: 0   Global Step: 3550   Required: 13 hours
Training: 2025-04-11 09:00:57,335-Speed 388.85 samples/sec   Loss 5.7273 Epoch: 0   Global Step: 3600   Required: 13 hours
Training: 2025-04-11 09:01:13,795-Speed 388.83 samples/sec   Loss 5.5486 Epoch: 0   Global Step: 3650   Required: 13 hours
Training: 2025-04-11 09:01:30,254-Speed 388.84 samples/sec   Loss 5.6092 Epoch: 0   Global Step: 3700   Required: 13 hours
Training: 2025-04-11 09:02:08,696-[lfw][3749]XNorm: 20.790353
Training: 2025-04-11 09:02:08,696-[lfw][3749]Accuracy-Flip: 0.79900+-0.01747
Training: 2025-04-11 09:02:08,696-[lfw][3749]Accuracy-Highest: 0.79900
Training: 2025-04-11 09:02:34,300-[cfp_fp][3749]XNorm: 18.081110
Training: 2025-04-11 09:02:34,300-[cfp_fp][3749]Accuracy-Flip: 0.62300+-0.01723
Training: 2025-04-11 09:02:34,300-[cfp_fp][3749]Accuracy-Highest: 0.62300
Training: 2025-04-11 09:02:56,212-[agedb_30][3749]XNorm: 17.061639
Training: 2025-04-11 09:02:56,212-[agedb_30][3749]Accuracy-Flip: 0.50650+-0.01395
Training: 2025-04-11 09:02:56,212-[agedb_30][3749]Accuracy-Highest: 0.50650
Training: 2025-04-11 09:03:18,339-[calfw][3749]XNorm: 20.316225
Training: 2025-04-11 09:03:18,339-[calfw][3749]Accuracy-Flip: 0.63617+-0.01845
Training: 2025-04-11 09:03:18,339-[calfw][3749]Accuracy-Highest: 0.63617
Training: 2025-04-11 09:03:40,426-[cplfw][3749]XNorm: 18.480118
Training: 2025-04-11 09:03:40,426-[cplfw][3749]Accuracy-Flip: 0.61217+-0.01495
Training: 2025-04-11 09:03:40,426-[cplfw][3749]Accuracy-Highest: 0.61217
Training: 2025-04-11 09:03:40,977-Speed 48.96 samples/sec   Loss 5.3946 Epoch: 1   Global Step: 3750   Required: 15 hours
Training: 2025-04-11 09:03:57,413-Speed 389.38 samples/sec   Loss 4.7440 Epoch: 1   Global Step: 3800   Required: 15 hours
Training: 2025-04-11 09:04:13,858-Speed 389.19 samples/sec   Loss 4.8355 Epoch: 1   Global Step: 3850   Required: 15 hours
Training: 2025-04-11 09:04:30,307-Speed 389.08 samples/sec   Loss 4.7314 Epoch: 1   Global Step: 3900   Required: 15 hours
Training: 2025-04-11 09:04:46,765-Speed 388.86 samples/sec   Loss 4.6443 Epoch: 1   Global Step: 3950   Required: 15 hours
Training: 2025-04-11 09:05:03,224-Speed 388.85 samples/sec   Loss 4.6222 Epoch: 1   Global Step: 4000   Required: 15 hours
Training: 2025-04-11 09:05:19,685-Speed 388.80 samples/sec   Loss 4.5125 Epoch: 1   Global Step: 4050   Required: 15 hours
Training: 2025-04-11 09:05:36,144-Speed 388.85 samples/sec   Loss 4.6159 Epoch: 1   Global Step: 4100   Required: 15 hours
Training: 2025-04-11 09:05:52,609-Speed 388.70 samples/sec   Loss 4.3846 Epoch: 1   Global Step: 4150   Required: 14 hours
Training: 2025-04-11 09:06:09,072-Speed 388.75 samples/sec   Loss 4.3492 Epoch: 1   Global Step: 4200   Required: 14 hours
Training: 2025-04-11 09:06:25,537-Speed 388.72 samples/sec   Loss 4.3776 Epoch: 1   Global Step: 4250   Required: 14 hours
Training: 2025-04-11 09:06:41,998-Speed 388.80 samples/sec   Loss 4.2481 Epoch: 1   Global Step: 4300   Required: 14 hours
Training: 2025-04-11 09:06:58,456-Speed 388.87 samples/sec   Loss 4.2261 Epoch: 1   Global Step: 4350   Required: 14 hours
Training: 2025-04-11 09:07:14,922-Speed 388.68 samples/sec   Loss 4.2583 Epoch: 1   Global Step: 4400   Required: 14 hours
Training: 2025-04-11 09:07:31,385-Speed 388.75 samples/sec   Loss 4.1413 Epoch: 1   Global Step: 4450   Required: 14 hours
Training: 2025-04-11 09:07:47,851-Speed 388.67 samples/sec   Loss 4.1298 Epoch: 1   Global Step: 4500   Required: 14 hours
Training: 2025-04-11 09:08:04,313-Speed 388.78 samples/sec   Loss 3.9738 Epoch: 1   Global Step: 4550   Required: 14 hours
Training: 2025-04-11 09:08:20,773-Speed 388.82 samples/sec   Loss 3.9904 Epoch: 1   Global Step: 4600   Required: 14 hours
Training: 2025-04-11 09:08:37,237-Speed 388.75 samples/sec   Loss 4.0074 Epoch: 1   Global Step: 4650   Required: 14 hours
Training: 2025-04-11 09:08:53,692-Speed 388.93 samples/sec   Loss 3.8653 Epoch: 1   Global Step: 4700   Required: 14 hours
Training: 2025-04-11 09:09:10,150-Speed 388.88 samples/sec   Loss 3.9049 Epoch: 1   Global Step: 4750   Required: 14 hours
Training: 2025-04-11 09:09:26,611-Speed 388.80 samples/sec   Loss 3.8236 Epoch: 1   Global Step: 4800   Required: 14 hours
Training: 2025-04-11 09:09:43,071-Speed 388.84 samples/sec   Loss 3.6793 Epoch: 1   Global Step: 4850   Required: 14 hours
Training: 2025-04-11 09:09:59,528-Speed 388.88 samples/sec   Loss 3.7298 Epoch: 1   Global Step: 4900   Required: 14 hours
Training: 2025-04-11 09:10:15,988-Speed 388.83 samples/sec   Loss 3.6492 Epoch: 1   Global Step: 4950   Required: 14 hours
Training: 2025-04-11 09:10:32,453-Speed 388.73 samples/sec   Loss 3.6527 Epoch: 1   Global Step: 5000   Required: 14 hours
Training: 2025-04-11 09:10:48,910-Speed 388.90 samples/sec   Loss 3.4509 Epoch: 1   Global Step: 5050   Required: 14 hours
Training: 2025-04-11 09:11:05,367-Speed 388.89 samples/sec   Loss 3.5180 Epoch: 1   Global Step: 5100   Required: 14 hours
Training: 2025-04-11 09:11:21,825-Speed 388.87 samples/sec   Loss 3.4201 Epoch: 1   Global Step: 5150   Required: 14 hours
Training: 2025-04-11 09:11:38,285-Speed 388.82 samples/sec   Loss 3.3915 Epoch: 1   Global Step: 5200   Required: 14 hours
Training: 2025-04-11 09:11:54,750-Speed 388.71 samples/sec   Loss 3.4516 Epoch: 1   Global Step: 5250   Required: 14 hours
Training: 2025-04-11 09:12:11,214-Speed 388.74 samples/sec   Loss 3.3639 Epoch: 1   Global Step: 5300   Required: 14 hours
Training: 2025-04-11 09:12:27,676-Speed 388.77 samples/sec   Loss 3.2765 Epoch: 1   Global Step: 5350   Required: 14 hours
Training: 2025-04-11 09:12:44,137-Speed 388.80 samples/sec   Loss 3.2093 Epoch: 1   Global Step: 5400   Required: 14 hours
Training: 2025-04-11 09:13:00,599-Speed 388.78 samples/sec   Loss 3.2401 Epoch: 1   Global Step: 5450   Required: 14 hours
Training: 2025-04-11 09:13:17,063-Speed 388.72 samples/sec   Loss 3.1584 Epoch: 1   Global Step: 5500   Required: 14 hours
Training: 2025-04-11 09:13:33,527-Speed 388.74 samples/sec   Loss 3.1317 Epoch: 1   Global Step: 5550   Required: 14 hours
Training: 2025-04-11 09:13:49,991-Speed 388.73 samples/sec   Loss 3.0989 Epoch: 1   Global Step: 5600   Required: 14 hours
Training: 2025-04-11 09:14:06,459-Speed 388.62 samples/sec   Loss 3.0637 Epoch: 1   Global Step: 5650   Required: 14 hours
Training: 2025-04-11 09:14:22,922-Speed 388.76 samples/sec   Loss 3.0558 Epoch: 1   Global Step: 5700   Required: 14 hours
Training: 2025-04-11 09:14:39,390-Speed 388.65 samples/sec   Loss 2.9865 Epoch: 1   Global Step: 5750   Required: 14 hours
Training: 2025-04-11 09:14:55,857-Speed 388.65 samples/sec   Loss 2.9319 Epoch: 1   Global Step: 5800   Required: 14 hours
Training: 2025-04-11 09:15:12,316-Speed 388.84 samples/sec   Loss 2.9211 Epoch: 1   Global Step: 5850   Required: 14 hours
Training: 2025-04-11 09:15:28,779-Speed 388.75 samples/sec   Loss 2.9181 Epoch: 1   Global Step: 5900   Required: 14 hours
Training: 2025-04-11 09:15:45,244-Speed 388.70 samples/sec   Loss 2.8856 Epoch: 1   Global Step: 5950   Required: 14 hours
Training: 2025-04-11 09:16:01,713-Speed 388.63 samples/sec   Loss 2.8834 Epoch: 1   Global Step: 6000   Required: 14 hours
Training: 2025-04-11 09:16:18,181-Speed 388.64 samples/sec   Loss 2.7900 Epoch: 1   Global Step: 6050   Required: 14 hours
Training: 2025-04-11 09:16:34,649-Speed 388.62 samples/sec   Loss 2.7635 Epoch: 1   Global Step: 6100   Required: 14 hours
Training: 2025-04-11 09:16:51,112-Speed 388.77 samples/sec   Loss 2.7669 Epoch: 1   Global Step: 6150   Required: 14 hours
Training: 2025-04-11 09:17:07,572-Speed 388.81 samples/sec   Loss 2.6335 Epoch: 1   Global Step: 6200   Required: 14 hours
Training: 2025-04-11 09:17:24,032-Speed 388.83 samples/sec   Loss 2.6453 Epoch: 1   Global Step: 6250   Required: 14 hours
Training: 2025-04-11 09:17:40,496-Speed 388.74 samples/sec   Loss 2.6647 Epoch: 1   Global Step: 6300   Required: 14 hours
Training: 2025-04-11 09:17:56,960-Speed 388.72 samples/sec   Loss 2.6607 Epoch: 1   Global Step: 6350   Required: 14 hours
Training: 2025-04-11 09:18:13,425-Speed 388.69 samples/sec   Loss 2.6045 Epoch: 1   Global Step: 6400   Required: 14 hours
Training: 2025-04-11 09:18:29,895-Speed 388.61 samples/sec   Loss 2.5931 Epoch: 1   Global Step: 6450   Required: 14 hours
Training: 2025-04-11 09:18:46,365-Speed 388.59 samples/sec   Loss 2.5311 Epoch: 1   Global Step: 6500   Required: 14 hours
Training: 2025-04-11 09:19:02,841-Speed 388.45 samples/sec   Loss 2.5467 Epoch: 1   Global Step: 6550   Required: 14 hours
Training: 2025-04-11 09:19:19,316-Speed 388.46 samples/sec   Loss 2.4544 Epoch: 1   Global Step: 6600   Required: 14 hours
Training: 2025-04-11 09:19:35,793-Speed 388.42 samples/sec   Loss 2.4568 Epoch: 1   Global Step: 6650   Required: 14 hours
Training: 2025-04-11 09:19:52,269-Speed 388.44 samples/sec   Loss 2.4576 Epoch: 1   Global Step: 6700   Required: 14 hours
Training: 2025-04-11 09:20:08,741-Speed 388.54 samples/sec   Loss 2.3859 Epoch: 1   Global Step: 6750   Required: 14 hours
Training: 2025-04-11 09:20:25,211-Speed 388.60 samples/sec   Loss 2.4292 Epoch: 1   Global Step: 6800   Required: 14 hours
Training: 2025-04-11 09:20:41,683-Speed 388.54 samples/sec   Loss 2.3690 Epoch: 1   Global Step: 6850   Required: 14 hours
Training: 2025-04-11 09:20:58,150-Speed 388.65 samples/sec   Loss 2.4070 Epoch: 1   Global Step: 6900   Required: 14 hours
Training: 2025-04-11 09:21:14,616-Speed 388.69 samples/sec   Loss 2.4302 Epoch: 1   Global Step: 6950   Required: 14 hours
Training: 2025-04-11 09:21:31,082-Speed 388.68 samples/sec   Loss 2.3169 Epoch: 1   Global Step: 7000   Required: 14 hours
Training: 2025-04-11 09:21:47,549-Speed 388.66 samples/sec   Loss 2.2859 Epoch: 1   Global Step: 7050   Required: 14 hours
Training: 2025-04-11 09:22:04,018-Speed 388.61 samples/sec   Loss 2.2920 Epoch: 1   Global Step: 7100   Required: 14 hours
Training: 2025-04-11 09:22:20,480-Speed 388.78 samples/sec   Loss 2.2920 Epoch: 1   Global Step: 7150   Required: 14 hours
Training: 2025-04-11 09:22:36,945-Speed 388.70 samples/sec   Loss 2.2606 Epoch: 1   Global Step: 7200   Required: 14 hours
Training: 2025-04-11 09:22:53,408-Speed 388.75 samples/sec   Loss 2.2882 Epoch: 1   Global Step: 7250   Required: 14 hours
Training: 2025-04-11 09:23:09,871-Speed 388.76 samples/sec   Loss 2.3051 Epoch: 1   Global Step: 7300   Required: 14 hours
Training: 2025-04-11 09:23:26,333-Speed 388.78 samples/sec   Loss 2.1975 Epoch: 1   Global Step: 7350   Required: 14 hours
Training: 2025-04-11 09:23:42,793-Speed 388.83 samples/sec   Loss 2.1526 Epoch: 1   Global Step: 7400   Required: 14 hours
Training: 2025-04-11 09:23:59,258-Speed 388.71 samples/sec   Loss 2.1024 Epoch: 1   Global Step: 7450   Required: 14 hours
Training: 2025-04-11 09:24:37,162-[lfw][7498]XNorm: 18.453668
Training: 2025-04-11 09:24:37,162-[lfw][7498]Accuracy-Flip: 0.79833+-0.01547
Training: 2025-04-11 09:24:37,162-[lfw][7498]Accuracy-Highest: 0.79900
Training: 2025-04-11 09:25:02,871-[cfp_fp][7498]XNorm: 18.033337
Training: 2025-04-11 09:25:02,871-[cfp_fp][7498]Accuracy-Flip: 0.61700+-0.01383
Training: 2025-04-11 09:25:02,871-[cfp_fp][7498]Accuracy-Highest: 0.62300
Training: 2025-04-11 09:25:24,741-[agedb_30][7498]XNorm: 16.134514
Training: 2025-04-11 09:25:24,741-[agedb_30][7498]Accuracy-Flip: 0.51850+-0.01783
Training: 2025-04-11 09:25:24,742-[agedb_30][7498]Accuracy-Highest: 0.51850
Training: 2025-04-11 09:25:46,735-[calfw][7498]XNorm: 18.320825
Training: 2025-04-11 09:25:46,735-[calfw][7498]Accuracy-Flip: 0.64733+-0.01853
Training: 2025-04-11 09:25:46,735-[calfw][7498]Accuracy-Highest: 0.64733
Training: 2025-04-11 09:26:08,864-[cplfw][7498]XNorm: 15.911440
Training: 2025-04-11 09:26:08,864-[cplfw][7498]Accuracy-Flip: 0.61750+-0.01542
Training: 2025-04-11 09:26:08,864-[cplfw][7498]Accuracy-Highest: 0.61750
Training: 2025-04-11 09:26:09,732-Speed 49.05 samples/sec   Loss 2.0576 Epoch: 2   Global Step: 7500   Required: 14 hours
Training: 2025-04-11 09:26:26,168-Speed 389.41 samples/sec   Loss 1.8820 Epoch: 2   Global Step: 7550   Required: 14 hours
Training: 2025-04-11 09:26:42,610-Speed 389.24 samples/sec   Loss 1.8195 Epoch: 2   Global Step: 7600   Required: 14 hours
Training: 2025-04-11 09:26:59,058-Speed 389.11 samples/sec   Loss 1.7490 Epoch: 2   Global Step: 7650   Required: 14 hours
Training: 2025-04-11 09:27:15,508-Speed 389.06 samples/sec   Loss 1.7855 Epoch: 2   Global Step: 7700   Required: 14 hours
Training: 2025-04-11 09:27:31,957-Speed 389.10 samples/sec   Loss 1.8670 Epoch: 2   Global Step: 7750   Required: 14 hours
Training: 2025-04-11 09:27:48,413-Speed 388.91 samples/sec   Loss 1.7891 Epoch: 2   Global Step: 7800   Required: 14 hours
Training: 2025-04-11 09:28:04,874-Speed 388.80 samples/sec   Loss 1.7373 Epoch: 2   Global Step: 7850   Required: 14 hours
Training: 2025-04-11 09:28:21,329-Speed 388.95 samples/sec   Loss 1.7511 Epoch: 2   Global Step: 7900   Required: 14 hours
Training: 2025-04-11 09:28:37,782-Speed 388.97 samples/sec   Loss 1.7690 Epoch: 2   Global Step: 7950   Required: 14 hours
Training: 2025-04-11 09:28:54,242-Speed 388.84 samples/sec   Loss 1.7251 Epoch: 2   Global Step: 8000   Required: 14 hours
Training: 2025-04-11 09:29:10,703-Speed 388.80 samples/sec   Loss 1.7618 Epoch: 2   Global Step: 8050   Required: 14 hours
Training: 2025-04-11 09:29:27,161-Speed 388.85 samples/sec   Loss 1.7503 Epoch: 2   Global Step: 8100   Required: 14 hours
Training: 2025-04-11 09:29:43,622-Speed 388.81 samples/sec   Loss 1.8459 Epoch: 2   Global Step: 8150   Required: 14 hours
Training: 2025-04-11 09:30:00,083-Speed 388.81 samples/sec   Loss 1.7838 Epoch: 2   Global Step: 8200   Required: 14 hours
Training: 2025-04-11 09:30:16,544-Speed 388.79 samples/sec   Loss 1.7427 Epoch: 2   Global Step: 8250   Required: 14 hours
Training: 2025-04-11 09:30:33,005-Speed 388.81 samples/sec   Loss 1.7330 Epoch: 2   Global Step: 8300   Required: 14 hours
Training: 2025-04-11 09:30:49,466-Speed 388.80 samples/sec   Loss 1.7532 Epoch: 2   Global Step: 8350   Required: 14 hours
Training: 2025-04-11 09:31:05,925-Speed 388.85 samples/sec   Loss 1.7989 Epoch: 2   Global Step: 8400   Required: 14 hours
Training: 2025-04-11 09:31:22,387-Speed 388.76 samples/sec   Loss 1.7274 Epoch: 2   Global Step: 8450   Required: 14 hours
Training: 2025-04-11 09:31:38,850-Speed 388.77 samples/sec   Loss 1.7347 Epoch: 2   Global Step: 8500   Required: 14 hours
Training: 2025-04-11 09:31:55,314-Speed 388.72 samples/sec   Loss 1.7119 Epoch: 2   Global Step: 8550   Required: 14 hours
Training: 2025-04-11 09:32:11,776-Speed 388.77 samples/sec   Loss 1.7377 Epoch: 2   Global Step: 8600   Required: 14 hours
Training: 2025-04-11 09:32:28,237-Speed 388.81 samples/sec   Loss 1.7416 Epoch: 2   Global Step: 8650   Required: 14 hours
Training: 2025-04-11 09:32:44,695-Speed 388.87 samples/sec   Loss 1.6900 Epoch: 2   Global Step: 8700   Required: 14 hours
Training: 2025-04-11 09:33:01,158-Speed 388.76 samples/sec   Loss 1.7288 Epoch: 2   Global Step: 8750   Required: 14 hours
Training: 2025-04-11 09:33:17,620-Speed 388.78 samples/sec   Loss 1.7738 Epoch: 2   Global Step: 8800   Required: 14 hours
Training: 2025-04-11 09:33:34,080-Speed 388.81 samples/sec   Loss 1.6303 Epoch: 2   Global Step: 8850   Required: 14 hours
Training: 2025-04-11 09:33:50,543-Speed 388.77 samples/sec   Loss 1.6485 Epoch: 2   Global Step: 8900   Required: 14 hours
Training: 2025-04-11 09:34:06,999-Speed 388.90 samples/sec   Loss 1.6427 Epoch: 2   Global Step: 8950   Required: 14 hours
Training: 2025-04-11 09:34:23,457-Speed 388.88 samples/sec   Loss 1.6726 Epoch: 2   Global Step: 9000   Required: 14 hours
Training: 2025-04-11 09:34:39,916-Speed 388.85 samples/sec   Loss 1.5593 Epoch: 2   Global Step: 9050   Required: 14 hours
Training: 2025-04-11 09:34:56,373-Speed 388.89 samples/sec   Loss 1.6710 Epoch: 2   Global Step: 9100   Required: 14 hours
Training: 2025-04-11 09:35:12,839-Speed 388.68 samples/sec   Loss 1.6243 Epoch: 2   Global Step: 9150   Required: 14 hours
Training: 2025-04-11 09:35:29,303-Speed 388.71 samples/sec   Loss 1.6762 Epoch: 2   Global Step: 9200   Required: 14 hours
Training: 2025-04-11 09:35:45,767-Speed 388.74 samples/sec   Loss 1.5501 Epoch: 2   Global Step: 9250   Required: 14 hours
