Training: 2025-04-11 23:40:20,999-rank_id: 0
Training: 2025-04-12 00:08:36,844-Speed 388.44 samples/sec   Loss 3.8155 Epoch: 1   Global Step: 4700   Required: 14 hours
Training: 2025-04-12 00:08:53,326-Speed 388.31 samples/sec   Loss 3.8064 Epoch: 1   Global Step: 4750   Required: 14 hours
Training: 2025-04-12 00:09:09,805-Speed 388.38 samples/sec   Loss 3.7022 Epoch: 1   Global Step: 4800   Required: 14 hours
Training: 2025-04-12 00:09:26,285-Speed 388.34 samples/sec   Loss 3.6548 Epoch: 1   Global Step: 4850   Required: 14 hours
Training: 2025-04-12 00:09:42,767-Speed 388.31 samples/sec   Loss 3.6253 Epoch: 1   Global Step: 4900   Required: 14 hours
Training: 2025-04-12 00:09:59,248-Speed 388.35 samples/sec   Loss 3.5451 Epoch: 1   Global Step: 4950   Required: 14 hours
Training: 2025-04-12 00:10:15,730-Speed 388.29 samples/sec   Loss 3.5388 Epoch: 1   Global Step: 5000   Required: 14 hours
Training: 2025-04-12 00:10:32,213-Speed 388.28 samples/sec   Loss 3.4150 Epoch: 1   Global Step: 5050   Required: 14 hours
Training: 2025-04-12 00:10:48,692-Speed 388.38 samples/sec   Loss 3.4495 Epoch: 1   Global Step: 5100   Required: 14 hours
Training: 2025-04-12 00:11:05,173-Speed 388.34 samples/sec   Loss 3.3461 Epoch: 1   Global Step: 5150   Required: 14 hours
Training: 2025-04-12 00:11:21,656-Speed 388.29 samples/sec   Loss 3.3604 Epoch: 1   Global Step: 5200   Required: 14 hours
Training: 2025-04-12 00:11:38,135-Speed 388.38 samples/sec   Loss 3.2900 Epoch: 1   Global Step: 5250   Required: 14 hours
Training: 2025-04-12 00:11:54,615-Speed 388.34 samples/sec   Loss 3.3317 Epoch: 1   Global Step: 5300   Required: 14 hours
Training: 2025-04-12 00:12:11,093-Speed 388.40 samples/sec   Loss 3.2483 Epoch: 1   Global Step: 5350   Required: 14 hours
Training: 2025-04-12 00:12:27,567-Speed 388.50 samples/sec   Loss 3.1347 Epoch: 1   Global Step: 5400   Required: 14 hours
Training: 2025-04-12 00:12:44,045-Speed 388.41 samples/sec   Loss 3.1493 Epoch: 1   Global Step: 5450   Required: 14 hours
Training: 2025-04-12 00:13:00,528-Speed 388.27 samples/sec   Loss 3.1754 Epoch: 1   Global Step: 5500   Required: 14 hours
Training: 2025-04-12 00:13:17,013-Speed 388.23 samples/sec   Loss 3.0513 Epoch: 1   Global Step: 5550   Required: 14 hours
Training: 2025-04-12 00:13:33,492-Speed 388.38 samples/sec   Loss 3.0533 Epoch: 1   Global Step: 5600   Required: 14 hours
Training: 2025-04-12 00:13:49,973-Speed 388.33 samples/sec   Loss 3.0219 Epoch: 1   Global Step: 5650   Required: 14 hours
Training: 2025-04-12 00:14:06,457-Speed 388.25 samples/sec   Loss 3.0002 Epoch: 1   Global Step: 5700   Required: 14 hours
Training: 2025-04-12 00:14:22,934-Speed 388.42 samples/sec   Loss 2.9916 Epoch: 1   Global Step: 5750   Required: 14 hours
Training: 2025-04-12 00:14:39,414-Speed 388.36 samples/sec   Loss 2.9923 Epoch: 1   Global Step: 5800   Required: 14 hours
Training: 2025-04-12 00:14:55,892-Speed 388.40 samples/sec   Loss 2.9301 Epoch: 1   Global Step: 5850   Required: 14 hours
Training: 2025-04-12 00:15:12,371-Speed 388.36 samples/sec   Loss 2.8063 Epoch: 1   Global Step: 5900   Required: 14 hours
Training: 2025-04-12 00:15:28,849-Speed 388.40 samples/sec   Loss 2.8627 Epoch: 1   Global Step: 5950   Required: 14 hours
Training: 2025-04-12 00:15:45,323-Speed 388.50 samples/sec   Loss 2.8090 Epoch: 1   Global Step: 6000   Required: 14 hours
Training: 2025-04-12 00:16:01,797-Speed 388.50 samples/sec   Loss 2.8079 Epoch: 1   Global Step: 6050   Required: 14 hours
Training: 2025-04-12 00:16:18,269-Speed 388.54 samples/sec   Loss 2.7653 Epoch: 1   Global Step: 6100   Required: 14 hours
Training: 2025-04-12 00:16:34,743-Speed 388.51 samples/sec   Loss 2.6790 Epoch: 1   Global Step: 6150   Required: 14 hours
Training: 2025-04-12 00:16:51,224-Speed 388.32 samples/sec   Loss 2.6732 Epoch: 1   Global Step: 6200   Required: 14 hours
Training: 2025-04-12 00:17:07,702-Speed 388.39 samples/sec   Loss 2.6424 Epoch: 1   Global Step: 6250   Required: 14 hours
Training: 2025-04-12 00:17:24,178-Speed 388.45 samples/sec   Loss 2.6318 Epoch: 1   Global Step: 6300   Required: 14 hours
Training: 2025-04-12 00:17:40,656-Speed 388.39 samples/sec   Loss 2.5724 Epoch: 1   Global Step: 6350   Required: 14 hours
Training: 2025-04-12 00:17:57,135-Speed 388.40 samples/sec   Loss 2.5988 Epoch: 1   Global Step: 6400   Required: 14 hours
Training: 2025-04-12 00:18:13,616-Speed 388.31 samples/sec   Loss 2.5217 Epoch: 1   Global Step: 6450   Required: 14 hours
Training: 2025-04-12 00:18:30,089-Speed 388.51 samples/sec   Loss 2.5294 Epoch: 1   Global Step: 6500   Required: 14 hours
Training: 2025-04-12 00:18:46,566-Speed 388.44 samples/sec   Loss 2.4769 Epoch: 1   Global Step: 6550   Required: 14 hours
Training: 2025-04-12 00:19:03,041-Speed 388.45 samples/sec   Loss 2.4086 Epoch: 1   Global Step: 6600   Required: 14 hours
Training: 2025-04-12 00:19:19,520-Speed 388.38 samples/sec   Loss 2.4512 Epoch: 1   Global Step: 6650   Required: 14 hours
Training: 2025-04-12 00:19:35,997-Speed 388.42 samples/sec   Loss 2.4151 Epoch: 1   Global Step: 6700   Required: 14 hours
Training: 2025-04-12 00:19:52,476-Speed 388.39 samples/sec   Loss 2.3393 Epoch: 1   Global Step: 6750   Required: 14 hours
Training: 2025-04-12 00:20:08,952-Speed 388.45 samples/sec   Loss 2.3781 Epoch: 1   Global Step: 6800   Required: 14 hours
Training: 2025-04-12 00:20:25,424-Speed 388.53 samples/sec   Loss 2.4351 Epoch: 1   Global Step: 6850   Required: 14 hours
Training: 2025-04-12 00:20:41,897-Speed 388.52 samples/sec   Loss 2.4532 Epoch: 1   Global Step: 6900   Required: 14 hours
Training: 2025-04-12 00:20:58,369-Speed 388.56 samples/sec   Loss 2.3139 Epoch: 1   Global Step: 6950   Required: 14 hours
Training: 2025-04-12 00:21:14,843-Speed 388.50 samples/sec   Loss 2.2585 Epoch: 1   Global Step: 7000   Required: 14 hours
Training: 2025-04-12 00:21:31,315-Speed 388.52 samples/sec   Loss 2.2935 Epoch: 1   Global Step: 7050   Required: 14 hours
Training: 2025-04-12 00:21:47,787-Speed 388.55 samples/sec   Loss 2.3250 Epoch: 1   Global Step: 7100   Required: 14 hours
Training: 2025-04-12 00:22:04,265-Speed 388.39 samples/sec   Loss 2.1674 Epoch: 1   Global Step: 7150   Required: 14 hours
Training: 2025-04-12 00:22:20,742-Speed 388.44 samples/sec   Loss 2.2640 Epoch: 1   Global Step: 7200   Required: 14 hours
Training: 2025-04-12 00:22:37,224-Speed 388.31 samples/sec   Loss 2.1937 Epoch: 1   Global Step: 7250   Required: 14 hours
Training: 2025-04-12 00:22:53,700-Speed 388.44 samples/sec   Loss 2.2118 Epoch: 1   Global Step: 7300   Required: 14 hours
Training: 2025-04-12 00:23:10,178-Speed 388.39 samples/sec   Loss 2.1837 Epoch: 1   Global Step: 7350   Required: 14 hours
Training: 2025-04-12 00:23:26,659-Speed 388.34 samples/sec   Loss 2.0925 Epoch: 1   Global Step: 7400   Required: 14 hours
Training: 2025-04-12 00:23:43,135-Speed 388.45 samples/sec   Loss 2.1718 Epoch: 1   Global Step: 7450   Required: 14 hours
Training: 2025-04-12 00:24:20,987-[lfw][7498]XNorm: 19.584704
Training: 2025-04-12 00:24:20,987-[lfw][7498]Accuracy-Flip: 0.82367+-0.01802
Training: 2025-04-12 00:24:20,987-[lfw][7498]Accuracy-Highest: 0.82367
Training: 2025-04-12 00:24:46,805-[cfp_fp][7498]XNorm: 18.807535
Training: 2025-04-12 00:24:46,805-[cfp_fp][7498]Accuracy-Flip: 0.62057+-0.01596
Training: 2025-04-12 00:24:46,805-[cfp_fp][7498]Accuracy-Highest: 0.62343
Training: 2025-04-12 00:25:08,827-[agedb_30][7498]XNorm: 16.931343
Training: 2025-04-12 00:25:08,827-[agedb_30][7498]Accuracy-Flip: 0.51633+-0.02227
Training: 2025-04-12 00:25:08,827-[agedb_30][7498]Accuracy-Highest: 0.52133
Training: 2025-04-12 00:25:31,140-[calfw][7498]XNorm: 19.380486
Training: 2025-04-12 00:25:31,140-[calfw][7498]Accuracy-Flip: 0.66050+-0.01706
Training: 2025-04-12 00:25:31,140-[calfw][7498]Accuracy-Highest: 0.66050
Training: 2025-04-12 00:25:53,326-[cplfw][7498]XNorm: 16.972921
Training: 2025-04-12 00:25:53,326-[cplfw][7498]Accuracy-Flip: 0.63350+-0.01061
Training: 2025-04-12 00:25:53,326-[cplfw][7498]Accuracy-Highest: 0.63350
Training: 2025-04-12 00:25:54,173-Speed 48.84 samples/sec   Loss 2.1053 Epoch: 2   Global Step: 7500   Required: 14 hours
Training: 2025-04-12 00:26:10,627-Speed 388.96 samples/sec   Loss 1.8229 Epoch: 2   Global Step: 7550   Required: 14 hours
Training: 2025-04-12 00:26:27,089-Speed 388.78 samples/sec   Loss 1.7919 Epoch: 2   Global Step: 7600   Required: 14 hours
Training: 2025-04-12 00:26:43,558-Speed 388.62 samples/sec   Loss 1.7690 Epoch: 2   Global Step: 7650   Required: 14 hours
Training: 2025-04-12 00:27:00,024-Speed 388.68 samples/sec   Loss 1.7854 Epoch: 2   Global Step: 7700   Required: 14 hours
Training: 2025-04-12 00:27:16,492-Speed 388.64 samples/sec   Loss 1.7919 Epoch: 2   Global Step: 7750   Required: 14 hours
Training: 2025-04-12 00:27:32,966-Speed 388.49 samples/sec   Loss 1.7853 Epoch: 2   Global Step: 7800   Required: 14 hours
Training: 2025-04-12 00:27:49,444-Speed 388.41 samples/sec   Loss 1.8310 Epoch: 2   Global Step: 7850   Required: 14 hours
Training: 2025-04-12 00:28:05,920-Speed 388.44 samples/sec   Loss 1.7276 Epoch: 2   Global Step: 7900   Required: 14 hours
Training: 2025-04-12 00:28:22,395-Speed 388.46 samples/sec   Loss 1.7751 Epoch: 2   Global Step: 7950   Required: 14 hours
Training: 2025-04-12 00:28:38,874-Speed 388.39 samples/sec   Loss 1.8286 Epoch: 2   Global Step: 8000   Required: 14 hours
Training: 2025-04-12 00:28:55,356-Speed 388.29 samples/sec   Loss 1.7920 Epoch: 2   Global Step: 8050   Required: 14 hours
Training: 2025-04-12 00:29:11,840-Speed 388.26 samples/sec   Loss 1.7753 Epoch: 2   Global Step: 8100   Required: 14 hours
Training: 2025-04-12 00:29:28,317-Speed 388.43 samples/sec   Loss 1.8553 Epoch: 2   Global Step: 8150   Required: 14 hours
Training: 2025-04-12 00:29:44,800-Speed 388.28 samples/sec   Loss 1.7746 Epoch: 2   Global Step: 8200   Required: 14 hours
Training: 2025-04-12 00:30:01,286-Speed 388.21 samples/sec   Loss 1.7989 Epoch: 2   Global Step: 8250   Required: 14 hours
Training: 2025-04-12 00:30:17,771-Speed 388.24 samples/sec   Loss 1.6984 Epoch: 2   Global Step: 8300   Required: 14 hours
Training: 2025-04-12 00:30:34,250-Speed 388.38 samples/sec   Loss 1.7229 Epoch: 2   Global Step: 8350   Required: 14 hours
Training: 2025-04-12 00:30:50,727-Speed 388.42 samples/sec   Loss 1.7351 Epoch: 2   Global Step: 8400   Required: 14 hours
Training: 2025-04-12 00:31:07,206-Speed 388.38 samples/sec   Loss 1.6701 Epoch: 2   Global Step: 8450   Required: 14 hours
Training: 2025-04-12 00:31:23,682-Speed 388.43 samples/sec   Loss 1.7339 Epoch: 2   Global Step: 8500   Required: 14 hours
Training: 2025-04-12 00:31:40,158-Speed 388.47 samples/sec   Loss 1.6912 Epoch: 2   Global Step: 8550   Required: 14 hours
Training: 2025-04-12 00:31:56,633-Speed 388.47 samples/sec   Loss 1.6478 Epoch: 2   Global Step: 8600   Required: 14 hours
Training: 2025-04-12 00:32:13,111-Speed 388.39 samples/sec   Loss 1.6679 Epoch: 2   Global Step: 8650   Required: 14 hours
Training: 2025-04-12 00:32:29,585-Speed 388.49 samples/sec   Loss 1.7246 Epoch: 2   Global Step: 8700   Required: 14 hours
Training: 2025-04-12 00:32:46,061-Speed 388.45 samples/sec   Loss 1.6832 Epoch: 2   Global Step: 8750   Required: 14 hours
Training: 2025-04-12 00:33:02,533-Speed 388.55 samples/sec   Loss 1.6458 Epoch: 2   Global Step: 8800   Required: 14 hours
Training: 2025-04-12 00:33:19,004-Speed 388.57 samples/sec   Loss 1.5802 Epoch: 2   Global Step: 8850   Required: 14 hours
Training: 2025-04-12 00:33:35,479-Speed 388.47 samples/sec   Loss 1.6778 Epoch: 2   Global Step: 8900   Required: 14 hours
Training: 2025-04-12 00:33:51,947-Speed 388.64 samples/sec   Loss 1.6651 Epoch: 2   Global Step: 8950   Required: 14 hours
Training: 2025-04-12 00:34:08,418-Speed 388.56 samples/sec   Loss 1.5641 Epoch: 2   Global Step: 9000   Required: 14 hours
Training: 2025-04-12 00:34:24,895-Speed 388.43 samples/sec   Loss 1.5875 Epoch: 2   Global Step: 9050   Required: 14 hours
Training: 2025-04-12 00:34:41,369-Speed 388.49 samples/sec   Loss 1.5650 Epoch: 2   Global Step: 9100   Required: 14 hours
Training: 2025-04-12 00:34:57,843-Speed 388.50 samples/sec   Loss 1.5876 Epoch: 2   Global Step: 9150   Required: 14 hours
Training: 2025-04-12 00:35:14,314-Speed 388.56 samples/sec   Loss 1.5920 Epoch: 2   Global Step: 9200   Required: 14 hours
Training: 2025-04-12 00:35:30,790-Speed 388.45 samples/sec   Loss 1.6429 Epoch: 2   Global Step: 9250   Required: 14 hours
