Training: 2025-04-06 00:24:38,645-rank_id: 0
Training: 2025-04-06 00:29:16,030-Speed 389.80 samples/sec   Loss 17.9615 Epoch: 0   Global Step: 750   Required: 7 hours
Training: 2025-04-06 00:29:32,450-Speed 389.78 samples/sec   Loss 17.1536 Epoch: 0   Global Step: 800   Required: 7 hours
Training: 2025-04-06 00:29:48,870-Speed 389.77 samples/sec   Loss 16.4463 Epoch: 0   Global Step: 850   Required: 7 hours
Training: 2025-04-06 00:30:05,293-Speed 389.69 samples/sec   Loss 15.8229 Epoch: 0   Global Step: 900   Required: 7 hours
Training: 2025-04-06 00:30:21,717-Speed 389.67 samples/sec   Loss 15.1650 Epoch: 0   Global Step: 950   Required: 7 hours
Training: 2025-04-06 00:30:38,147-Speed 389.55 samples/sec   Loss 14.5623 Epoch: 0   Global Step: 1000   Required: 7 hours
Training: 2025-04-06 00:30:54,579-Speed 389.49 samples/sec   Loss 13.9901 Epoch: 0   Global Step: 1050   Required: 7 hours
Training: 2025-04-06 00:31:11,011-Speed 389.48 samples/sec   Loss 13.3646 Epoch: 0   Global Step: 1100   Required: 7 hours
Training: 2025-04-06 00:31:27,444-Speed 389.46 samples/sec   Loss 12.7755 Epoch: 0   Global Step: 1150   Required: 7 hours
Training: 2025-04-06 00:31:43,876-Speed 389.48 samples/sec   Loss 12.3874 Epoch: 0   Global Step: 1200   Required: 7 hours
Training: 2025-04-06 00:32:00,307-Speed 389.51 samples/sec   Loss 11.9344 Epoch: 0   Global Step: 1250   Required: 7 hours
Training: 2025-04-06 00:32:16,741-Speed 389.45 samples/sec   Loss 11.4508 Epoch: 0   Global Step: 1300   Required: 7 hours
Training: 2025-04-06 00:32:33,171-Speed 389.54 samples/sec   Loss 11.0524 Epoch: 0   Global Step: 1350   Required: 7 hours
Training: 2025-04-06 00:32:49,599-Speed 389.57 samples/sec   Loss 10.7015 Epoch: 0   Global Step: 1400   Required: 7 hours
Training: 2025-04-06 00:33:06,031-Speed 389.49 samples/sec   Loss 10.1858 Epoch: 0   Global Step: 1450   Required: 7 hours
Training: 2025-04-06 00:33:22,463-Speed 389.48 samples/sec   Loss 9.9943 Epoch: 0   Global Step: 1500   Required: 7 hours
Training: 2025-04-06 00:33:38,895-Speed 389.49 samples/sec   Loss 9.4724 Epoch: 0   Global Step: 1550   Required: 7 hours
Training: 2025-04-06 00:33:55,330-Speed 389.42 samples/sec   Loss 9.2724 Epoch: 0   Global Step: 1600   Required: 7 hours
Training: 2025-04-06 00:34:11,761-Speed 389.51 samples/sec   Loss 8.9130 Epoch: 0   Global Step: 1650   Required: 7 hours
Training: 2025-04-06 00:34:28,192-Speed 389.51 samples/sec   Loss 8.6919 Epoch: 0   Global Step: 1700   Required: 7 hours
Training: 2025-04-06 00:34:44,623-Speed 389.52 samples/sec   Loss 8.3022 Epoch: 0   Global Step: 1750   Required: 7 hours
Training: 2025-04-06 00:35:01,055-Speed 389.48 samples/sec   Loss 7.9755 Epoch: 0   Global Step: 1800   Required: 7 hours
Training: 2025-04-06 00:35:17,484-Speed 389.56 samples/sec   Loss 7.7026 Epoch: 0   Global Step: 1850   Required: 7 hours
Training: 2025-04-06 00:35:47,514-[lfw][1874]XNorm: 22.227312
Training: 2025-04-06 00:35:47,514-[lfw][1874]Accuracy-Flip: 0.79667+-0.01535
Training: 2025-04-06 00:35:47,514-[lfw][1874]Accuracy-Highest: 0.79667
Training: 2025-04-06 00:36:12,980-[cfp_fp][1874]XNorm: 21.641248
Training: 2025-04-06 00:36:12,980-[cfp_fp][1874]Accuracy-Flip: 0.61329+-0.02288
Training: 2025-04-06 00:36:12,980-[cfp_fp][1874]Accuracy-Highest: 0.61329
Training: 2025-04-06 00:36:34,862-[agedb_30][1874]XNorm: 19.580859
Training: 2025-04-06 00:36:34,862-[agedb_30][1874]Accuracy-Flip: 0.50333+-0.01441
Training: 2025-04-06 00:36:34,862-[agedb_30][1874]Accuracy-Highest: 0.50333
Training: 2025-04-06 00:36:56,935-[calfw][1874]XNorm: 22.491145
Training: 2025-04-06 00:36:56,935-[calfw][1874]Accuracy-Flip: 0.62600+-0.01383
Training: 2025-04-06 00:36:56,935-[calfw][1874]Accuracy-Highest: 0.62600
Training: 2025-04-06 00:37:18,905-[cplfw][1874]XNorm: 20.221461
Training: 2025-04-06 00:37:18,906-[cplfw][1874]Accuracy-Flip: 0.61000+-0.00934
Training: 2025-04-06 00:37:18,906-[cplfw][1874]Accuracy-Highest: 0.61000
Training: 2025-04-06 00:37:27,619-Speed 49.18 samples/sec   Loss 7.2283 Epoch: 1   Global Step: 1900   Required: 8 hours
Training: 2025-04-06 00:37:44,035-Speed 389.86 samples/sec   Loss 6.6875 Epoch: 1   Global Step: 1950   Required: 8 hours
Training: 2025-04-06 00:38:00,458-Speed 389.71 samples/sec   Loss 6.5500 Epoch: 1   Global Step: 2000   Required: 8 hours
Training: 2025-04-06 00:38:16,888-Speed 389.53 samples/sec   Loss 6.3150 Epoch: 1   Global Step: 2050   Required: 8 hours
Training: 2025-04-06 00:38:33,314-Speed 389.62 samples/sec   Loss 6.1685 Epoch: 1   Global Step: 2100   Required: 8 hours
Training: 2025-04-06 00:38:49,748-Speed 389.45 samples/sec   Loss 6.1876 Epoch: 1   Global Step: 2150   Required: 8 hours
Training: 2025-04-06 00:39:06,182-Speed 389.44 samples/sec   Loss 5.9882 Epoch: 1   Global Step: 2200   Required: 8 hours
Training: 2025-04-06 00:39:22,608-Speed 389.62 samples/sec   Loss 5.9355 Epoch: 1   Global Step: 2250   Required: 8 hours
Training: 2025-04-06 00:39:39,042-Speed 389.45 samples/sec   Loss 5.7164 Epoch: 1   Global Step: 2300   Required: 8 hours
Training: 2025-04-06 00:39:55,477-Speed 389.42 samples/sec   Loss 5.4887 Epoch: 1   Global Step: 2350   Required: 8 hours
Training: 2025-04-06 00:40:11,909-Speed 389.49 samples/sec   Loss 5.3941 Epoch: 1   Global Step: 2400   Required: 8 hours
Training: 2025-04-06 00:40:28,337-Speed 389.59 samples/sec   Loss 5.3363 Epoch: 1   Global Step: 2450   Required: 8 hours
Training: 2025-04-06 00:40:44,772-Speed 389.40 samples/sec   Loss 5.1667 Epoch: 1   Global Step: 2500   Required: 8 hours
Training: 2025-04-06 00:41:01,203-Speed 389.52 samples/sec   Loss 4.9650 Epoch: 1   Global Step: 2550   Required: 8 hours
Training: 2025-04-06 00:41:17,636-Speed 389.47 samples/sec   Loss 4.8768 Epoch: 1   Global Step: 2600   Required: 8 hours
Training: 2025-04-06 00:41:34,068-Speed 389.48 samples/sec   Loss 4.7643 Epoch: 1   Global Step: 2650   Required: 7 hours
Training: 2025-04-06 00:41:50,502-Speed 389.44 samples/sec   Loss 4.5986 Epoch: 1   Global Step: 2700   Required: 7 hours
Training: 2025-04-06 00:42:06,935-Speed 389.45 samples/sec   Loss 4.5341 Epoch: 1   Global Step: 2750   Required: 7 hours
Training: 2025-04-06 00:42:23,365-Speed 389.55 samples/sec   Loss 4.3724 Epoch: 1   Global Step: 2800   Required: 7 hours
Training: 2025-04-06 00:42:39,797-Speed 389.48 samples/sec   Loss 4.3361 Epoch: 1   Global Step: 2850   Required: 7 hours
Training: 2025-04-06 00:42:56,225-Speed 389.57 samples/sec   Loss 4.2347 Epoch: 1   Global Step: 2900   Required: 7 hours
Training: 2025-04-06 00:43:12,653-Speed 389.60 samples/sec   Loss 4.1730 Epoch: 1   Global Step: 2950   Required: 7 hours
Training: 2025-04-06 00:43:29,077-Speed 389.66 samples/sec   Loss 4.1017 Epoch: 1   Global Step: 3000   Required: 7 hours
Training: 2025-04-06 00:43:45,501-Speed 389.70 samples/sec   Loss 4.0240 Epoch: 1   Global Step: 3050   Required: 7 hours
Training: 2025-04-06 00:44:01,926-Speed 389.64 samples/sec   Loss 3.9710 Epoch: 1   Global Step: 3100   Required: 7 hours
Training: 2025-04-06 00:44:18,354-Speed 389.58 samples/sec   Loss 3.7508 Epoch: 1   Global Step: 3150   Required: 7 hours
Training: 2025-04-06 00:44:34,783-Speed 389.57 samples/sec   Loss 3.6746 Epoch: 1   Global Step: 3200   Required: 7 hours
Training: 2025-04-06 00:44:51,209-Speed 389.62 samples/sec   Loss 3.5823 Epoch: 1   Global Step: 3250   Required: 7 hours
Training: 2025-04-06 00:45:07,632-Speed 389.71 samples/sec   Loss 3.5361 Epoch: 1   Global Step: 3300   Required: 7 hours
Training: 2025-04-06 00:45:24,057-Speed 389.64 samples/sec   Loss 3.5219 Epoch: 1   Global Step: 3350   Required: 7 hours
Training: 2025-04-06 00:45:40,478-Speed 389.75 samples/sec   Loss 3.3599 Epoch: 1   Global Step: 3400   Required: 7 hours
Training: 2025-04-06 00:45:56,897-Speed 389.80 samples/sec   Loss 3.3821 Epoch: 1   Global Step: 3450   Required: 7 hours
Training: 2025-04-06 00:46:13,314-Speed 389.83 samples/sec   Loss 3.2694 Epoch: 1   Global Step: 3500   Required: 7 hours
Training: 2025-04-06 00:46:29,734-Speed 389.77 samples/sec   Loss 3.1925 Epoch: 1   Global Step: 3550   Required: 7 hours
Training: 2025-04-06 00:46:46,152-Speed 389.84 samples/sec   Loss 3.1164 Epoch: 1   Global Step: 3600   Required: 7 hours
Training: 2025-04-06 00:47:02,574-Speed 389.72 samples/sec   Loss 3.0772 Epoch: 1   Global Step: 3650   Required: 7 hours
Training: 2025-04-06 00:47:18,997-Speed 389.69 samples/sec   Loss 3.0188 Epoch: 1   Global Step: 3700   Required: 7 hours
Training: 2025-04-06 00:47:56,709-[lfw][3748]XNorm: 20.546853
Training: 2025-04-06 00:47:56,709-[lfw][3748]Accuracy-Flip: 0.79183+-0.02102
Training: 2025-04-06 00:47:56,709-[lfw][3748]Accuracy-Highest: 0.79667
Training: 2025-04-06 00:48:22,263-[cfp_fp][3748]XNorm: 18.228359
Training: 2025-04-06 00:48:22,263-[cfp_fp][3748]Accuracy-Flip: 0.62800+-0.02217
Training: 2025-04-06 00:48:22,263-[cfp_fp][3748]Accuracy-Highest: 0.62800
Training: 2025-04-06 00:48:44,143-[agedb_30][3748]XNorm: 17.129951
Training: 2025-04-06 00:48:44,143-[agedb_30][3748]Accuracy-Flip: 0.51050+-0.01344
Training: 2025-04-06 00:48:44,143-[agedb_30][3748]Accuracy-Highest: 0.51050
Training: 2025-04-06 00:49:06,102-[calfw][3748]XNorm: 20.313622
Training: 2025-04-06 00:49:06,102-[calfw][3748]Accuracy-Flip: 0.64300+-0.01588
Training: 2025-04-06 00:49:06,102-[calfw][3748]Accuracy-Highest: 0.64300
Training: 2025-04-06 00:49:28,081-[cplfw][3748]XNorm: 18.202756
Training: 2025-04-06 00:49:28,081-[cplfw][3748]Accuracy-Flip: 0.61800+-0.01333
Training: 2025-04-06 00:49:28,081-[cplfw][3748]Accuracy-Highest: 0.61800
Training: 2025-04-06 00:49:28,888-Speed 49.27 samples/sec   Loss 2.9124 Epoch: 2   Global Step: 3750   Required: 8 hours
Training: 2025-04-06 00:49:45,295-Speed 390.08 samples/sec   Loss 2.4918 Epoch: 2   Global Step: 3800   Required: 8 hours
Training: 2025-04-06 00:50:01,704-Speed 390.03 samples/sec   Loss 2.4343 Epoch: 2   Global Step: 3850   Required: 8 hours
Training: 2025-04-06 00:50:18,118-Speed 389.93 samples/sec   Loss 2.4292 Epoch: 2   Global Step: 3900   Required: 8 hours
Training: 2025-04-06 00:50:34,531-Speed 389.93 samples/sec   Loss 2.4160 Epoch: 2   Global Step: 3950   Required: 8 hours
Training: 2025-04-06 00:50:50,949-Speed 389.82 samples/sec   Loss 2.3357 Epoch: 2   Global Step: 4000   Required: 8 hours
Training: 2025-04-06 00:51:07,368-Speed 389.79 samples/sec   Loss 2.2918 Epoch: 2   Global Step: 4050   Required: 8 hours
Training: 2025-04-06 00:51:23,789-Speed 389.74 samples/sec   Loss 2.3885 Epoch: 2   Global Step: 4100   Required: 8 hours
Training: 2025-04-06 00:51:40,212-Speed 389.70 samples/sec   Loss 2.2737 Epoch: 2   Global Step: 4150   Required: 8 hours
Training: 2025-04-06 00:51:56,634-Speed 389.72 samples/sec   Loss 2.3508 Epoch: 2   Global Step: 4200   Required: 8 hours
Training: 2025-04-06 00:52:13,059-Speed 389.67 samples/sec   Loss 2.2537 Epoch: 2   Global Step: 4250   Required: 8 hours
Training: 2025-04-06 00:52:29,480-Speed 389.75 samples/sec   Loss 2.2700 Epoch: 2   Global Step: 4300   Required: 7 hours
Training: 2025-04-06 00:52:45,902-Speed 389.72 samples/sec   Loss 2.2329 Epoch: 2   Global Step: 4350   Required: 7 hours
Training: 2025-04-06 00:53:02,323-Speed 389.75 samples/sec   Loss 2.2410 Epoch: 2   Global Step: 4400   Required: 7 hours
Training: 2025-04-06 00:53:18,749-Speed 389.63 samples/sec   Loss 2.1513 Epoch: 2   Global Step: 4450   Required: 7 hours
Training: 2025-04-06 00:53:35,175-Speed 389.63 samples/sec   Loss 2.1610 Epoch: 2   Global Step: 4500   Required: 7 hours
Training: 2025-04-06 00:53:51,595-Speed 389.78 samples/sec   Loss 2.1328 Epoch: 2   Global Step: 4550   Required: 7 hours
Training: 2025-04-06 00:54:08,015-Speed 389.77 samples/sec   Loss 2.1043 Epoch: 2   Global Step: 4600   Required: 7 hours
Training: 2025-04-06 00:54:24,442-Speed 389.61 samples/sec   Loss 2.0717 Epoch: 2   Global Step: 4650   Required: 7 hours
Training: 2025-04-06 00:54:40,867-Speed 389.65 samples/sec   Loss 2.0243 Epoch: 2   Global Step: 4700   Required: 7 hours
Training: 2025-04-06 00:54:57,291-Speed 389.67 samples/sec   Loss 1.9223 Epoch: 2   Global Step: 4750   Required: 7 hours
Training: 2025-04-06 00:55:13,719-Speed 389.59 samples/sec   Loss 1.9667 Epoch: 2   Global Step: 4800   Required: 7 hours
Training: 2025-04-06 00:55:30,147-Speed 389.59 samples/sec   Loss 1.9442 Epoch: 2   Global Step: 4850   Required: 7 hours
Training: 2025-04-06 00:55:46,569-Speed 389.70 samples/sec   Loss 1.9560 Epoch: 2   Global Step: 4900   Required: 7 hours
Training: 2025-04-06 00:56:02,992-Speed 389.71 samples/sec   Loss 1.9660 Epoch: 2   Global Step: 4950   Required: 7 hours
Training: 2025-04-06 00:56:19,411-Speed 389.79 samples/sec   Loss 1.8782 Epoch: 2   Global Step: 5000   Required: 7 hours
Training: 2025-04-06 00:56:35,832-Speed 389.75 samples/sec   Loss 1.8693 Epoch: 2   Global Step: 5050   Required: 7 hours
Training: 2025-04-06 00:56:52,256-Speed 389.67 samples/sec   Loss 1.9273 Epoch: 2   Global Step: 5100   Required: 7 hours
Training: 2025-04-06 00:57:08,678-Speed 389.73 samples/sec   Loss 1.8446 Epoch: 2   Global Step: 5150   Required: 7 hours
Training: 2025-04-06 00:57:25,099-Speed 389.74 samples/sec   Loss 1.8421 Epoch: 2   Global Step: 5200   Required: 7 hours
Training: 2025-04-06 00:57:41,523-Speed 389.67 samples/sec   Loss 1.8179 Epoch: 2   Global Step: 5250   Required: 7 hours
Training: 2025-04-06 00:57:57,945-Speed 389.74 samples/sec   Loss 1.7671 Epoch: 2   Global Step: 5300   Required: 7 hours
Training: 2025-04-06 00:58:14,366-Speed 389.74 samples/sec   Loss 1.8043 Epoch: 2   Global Step: 5350   Required: 7 hours
Training: 2025-04-06 00:58:30,786-Speed 389.77 samples/sec   Loss 1.7267 Epoch: 2   Global Step: 5400   Required: 7 hours
Training: 2025-04-06 00:58:47,207-Speed 389.75 samples/sec   Loss 1.7073 Epoch: 2   Global Step: 5450   Required: 7 hours
Training: 2025-04-06 00:59:03,624-Speed 389.83 samples/sec   Loss 1.7155 Epoch: 2   Global Step: 5500   Required: 7 hours
Training: 2025-04-06 00:59:20,044-Speed 389.78 samples/sec   Loss 1.6199 Epoch: 2   Global Step: 5550   Required: 7 hours
Training: 2025-04-06 00:59:36,465-Speed 389.76 samples/sec   Loss 1.6630 Epoch: 2   Global Step: 5600   Required: 7 hours
Training: 2025-04-06 01:00:05,596-[lfw][5622]XNorm: 18.267005
Training: 2025-04-06 01:00:05,596-[lfw][5622]Accuracy-Flip: 0.80600+-0.02209
Training: 2025-04-06 01:00:05,596-[lfw][5622]Accuracy-Highest: 0.80600
Training: 2025-04-06 01:00:31,068-[cfp_fp][5622]XNorm: 17.738896
Training: 2025-04-06 01:00:31,068-[cfp_fp][5622]Accuracy-Flip: 0.61643+-0.01689
Training: 2025-04-06 01:00:31,068-[cfp_fp][5622]Accuracy-Highest: 0.62800
Training: 2025-04-06 01:00:52,908-[agedb_30][5622]XNorm: 15.421703
Training: 2025-04-06 01:00:52,908-[agedb_30][5622]Accuracy-Flip: 0.51050+-0.01706
Training: 2025-04-06 01:00:52,908-[agedb_30][5622]Accuracy-Highest: 0.51050
Training: 2025-04-06 01:01:14,841-[calfw][5622]XNorm: 18.417787
Training: 2025-04-06 01:01:14,841-[calfw][5622]Accuracy-Flip: 0.63800+-0.01833
Training: 2025-04-06 01:01:14,841-[calfw][5622]Accuracy-Highest: 0.64300
Training: 2025-04-06 01:01:36,760-[cplfw][5622]XNorm: 16.050451
Training: 2025-04-06 01:01:36,760-[cplfw][5622]Accuracy-Flip: 0.62950+-0.01618
Training: 2025-04-06 01:01:36,760-[cplfw][5622]Accuracy-Highest: 0.62950
Training: 2025-04-06 01:01:46,091-Speed 49.37 samples/sec   Loss 1.4804 Epoch: 3   Global Step: 5650   Required: 7 hours
Training: 2025-04-06 01:02:02,494-Speed 390.19 samples/sec   Loss 1.2871 Epoch: 3   Global Step: 5700   Required: 7 hours
Training: 2025-04-06 01:02:18,900-Speed 390.11 samples/sec   Loss 1.2789 Epoch: 3   Global Step: 5750   Required: 7 hours
Training: 2025-04-06 01:02:35,309-Speed 390.02 samples/sec   Loss 1.3366 Epoch: 3   Global Step: 5800   Required: 7 hours
Training: 2025-04-06 01:02:51,724-Speed 389.89 samples/sec   Loss 1.3137 Epoch: 3   Global Step: 5850   Required: 7 hours
Training: 2025-04-06 01:03:08,141-Speed 389.84 samples/sec   Loss 1.3331 Epoch: 3   Global Step: 5900   Required: 7 hours
Training: 2025-04-06 01:03:24,556-Speed 389.90 samples/sec   Loss 1.2760 Epoch: 3   Global Step: 5950   Required: 7 hours
Training: 2025-04-06 01:03:40,969-Speed 389.95 samples/sec   Loss 1.3564 Epoch: 3   Global Step: 6000   Required: 7 hours
Training: 2025-04-06 01:03:57,383-Speed 389.91 samples/sec   Loss 1.3015 Epoch: 3   Global Step: 6050   Required: 7 hours
Training: 2025-04-06 01:04:13,797-Speed 389.91 samples/sec   Loss 1.3371 Epoch: 3   Global Step: 6100   Required: 7 hours
Training: 2025-04-06 01:04:30,212-Speed 389.89 samples/sec   Loss 1.3658 Epoch: 3   Global Step: 6150   Required: 7 hours
Training: 2025-04-06 01:04:46,632-Speed 389.78 samples/sec   Loss 1.3430 Epoch: 3   Global Step: 6200   Required: 7 hours
Training: 2025-04-06 01:05:03,054-Speed 389.72 samples/sec   Loss 1.2850 Epoch: 3   Global Step: 6250   Required: 7 hours
Training: 2025-04-06 01:05:19,475-Speed 389.74 samples/sec   Loss 1.2991 Epoch: 3   Global Step: 6300   Required: 7 hours
Training: 2025-04-06 01:05:35,893-Speed 389.82 samples/sec   Loss 1.2858 Epoch: 3   Global Step: 6350   Required: 7 hours
Training: 2025-04-06 01:05:52,310-Speed 389.84 samples/sec   Loss 1.2950 Epoch: 3   Global Step: 6400   Required: 7 hours
Training: 2025-04-06 01:06:08,724-Speed 389.90 samples/sec   Loss 1.2844 Epoch: 3   Global Step: 6450   Required: 7 hours
Training: 2025-04-06 01:06:25,137-Speed 389.95 samples/sec   Loss 1.3135 Epoch: 3   Global Step: 6500   Required: 7 hours
Training: 2025-04-06 01:06:41,553-Speed 389.85 samples/sec   Loss 1.3306 Epoch: 3   Global Step: 6550   Required: 7 hours
Training: 2025-04-06 01:06:57,973-Speed 389.78 samples/sec   Loss 1.2934 Epoch: 3   Global Step: 6600   Required: 7 hours
Training: 2025-04-06 01:07:14,391-Speed 389.82 samples/sec   Loss 1.2396 Epoch: 3   Global Step: 6650   Required: 7 hours
Training: 2025-04-06 01:07:30,809-Speed 389.81 samples/sec   Loss 1.3011 Epoch: 3   Global Step: 6700   Required: 7 hours
Training: 2025-04-06 01:07:47,227-Speed 389.81 samples/sec   Loss 1.2444 Epoch: 3   Global Step: 6750   Required: 7 hours
Training: 2025-04-06 01:08:03,646-Speed 389.80 samples/sec   Loss 1.2377 Epoch: 3   Global Step: 6800   Required: 7 hours
Training: 2025-04-06 01:08:20,063-Speed 389.84 samples/sec   Loss 1.2595 Epoch: 3   Global Step: 6850   Required: 7 hours
Training: 2025-04-06 01:08:36,479-Speed 389.86 samples/sec   Loss 1.2050 Epoch: 3   Global Step: 6900   Required: 7 hours
Training: 2025-04-06 01:08:52,892-Speed 389.95 samples/sec   Loss 1.2195 Epoch: 3   Global Step: 6950   Required: 7 hours
Training: 2025-04-06 01:09:09,304-Speed 389.96 samples/sec   Loss 1.2197 Epoch: 3   Global Step: 7000   Required: 7 hours
Training: 2025-04-06 01:09:25,723-Speed 389.80 samples/sec   Loss 1.1769 Epoch: 3   Global Step: 7050   Required: 7 hours
Training: 2025-04-06 01:09:42,139-Speed 389.85 samples/sec   Loss 1.1897 Epoch: 3   Global Step: 7100   Required: 7 hours
Training: 2025-04-06 01:09:58,551-Speed 389.98 samples/sec   Loss 1.1717 Epoch: 3   Global Step: 7150   Required: 7 hours
Training: 2025-04-06 01:10:14,965-Speed 389.92 samples/sec   Loss 1.1948 Epoch: 3   Global Step: 7200   Required: 7 hours
Training: 2025-04-06 01:10:31,380-Speed 389.89 samples/sec   Loss 1.1365 Epoch: 3   Global Step: 7250   Required: 7 hours
Training: 2025-04-06 01:10:47,795-Speed 389.89 samples/sec   Loss 1.1447 Epoch: 3   Global Step: 7300   Required: 7 hours
Training: 2025-04-06 01:11:04,208-Speed 389.94 samples/sec   Loss 1.1434 Epoch: 3   Global Step: 7350   Required: 7 hours
Training: 2025-04-06 01:11:20,621-Speed 389.93 samples/sec   Loss 1.1501 Epoch: 3   Global Step: 7400   Required: 7 hours
Training: 2025-04-06 01:11:37,031-Speed 390.00 samples/sec   Loss 1.1347 Epoch: 3   Global Step: 7450   Required: 7 hours
Training: 2025-04-06 01:12:14,025-[lfw][7496]XNorm: 19.740283
Training: 2025-04-06 01:12:14,025-[lfw][7496]Accuracy-Flip: 0.80417+-0.02211
Training: 2025-04-06 01:12:14,025-[lfw][7496]Accuracy-Highest: 0.80600
Training: 2025-04-06 01:12:39,544-[cfp_fp][7496]XNorm: 17.968665
Training: 2025-04-06 01:12:39,544-[cfp_fp][7496]Accuracy-Flip: 0.63386+-0.01915
Training: 2025-04-06 01:12:39,544-[cfp_fp][7496]Accuracy-Highest: 0.63386
Training: 2025-04-06 01:13:01,425-[agedb_30][7496]XNorm: 15.741542
Training: 2025-04-06 01:13:01,425-[agedb_30][7496]Accuracy-Flip: 0.51217+-0.01648
Training: 2025-04-06 01:13:01,425-[agedb_30][7496]Accuracy-Highest: 0.51217
Training: 2025-04-06 01:13:23,371-[calfw][7496]XNorm: 18.990968
Training: 2025-04-06 01:13:23,371-[calfw][7496]Accuracy-Flip: 0.64733+-0.01513
Training: 2025-04-06 01:13:23,371-[calfw][7496]Accuracy-Highest: 0.64733
Training: 2025-04-06 01:13:45,360-[cplfw][7496]XNorm: 16.782448
Training: 2025-04-06 01:13:45,360-[cplfw][7496]Accuracy-Flip: 0.63217+-0.01588
Training: 2025-04-06 01:13:45,360-[cplfw][7496]Accuracy-Highest: 0.63217
Training: 2025-04-06 01:13:46,832-Speed 49.31 samples/sec   Loss 1.0701 Epoch: 4   Global Step: 7500   Required: 7 hours
Training: 2025-04-06 01:14:03,225-Speed 390.41 samples/sec   Loss 0.8623 Epoch: 4   Global Step: 7550   Required: 7 hours
Training: 2025-04-06 01:14:19,624-Speed 390.29 samples/sec   Loss 0.9450 Epoch: 4   Global Step: 7600   Required: 7 hours
Training: 2025-04-06 01:14:36,026-Speed 390.18 samples/sec   Loss 0.8953 Epoch: 4   Global Step: 7650   Required: 7 hours
Training: 2025-04-06 01:14:52,438-Speed 389.96 samples/sec   Loss 0.9442 Epoch: 4   Global Step: 7700   Required: 7 hours
Training: 2025-04-06 01:15:08,851-Speed 389.95 samples/sec   Loss 0.8568 Epoch: 4   Global Step: 7750   Required: 7 hours
Training: 2025-04-06 01:15:25,263-Speed 389.96 samples/sec   Loss 0.9098 Epoch: 4   Global Step: 7800   Required: 7 hours
Training: 2025-04-06 01:15:41,674-Speed 389.99 samples/sec   Loss 0.9375 Epoch: 4   Global Step: 7850   Required: 7 hours
Training: 2025-04-06 01:15:58,085-Speed 389.97 samples/sec   Loss 0.9130 Epoch: 4   Global Step: 7900   Required: 7 hours
Training: 2025-04-06 01:16:14,493-Speed 390.07 samples/sec   Loss 0.8624 Epoch: 4   Global Step: 7950   Required: 7 hours
Training: 2025-04-06 01:16:30,904-Speed 389.99 samples/sec   Loss 0.9190 Epoch: 4   Global Step: 8000   Required: 7 hours
Training: 2025-04-06 01:16:47,319-Speed 389.90 samples/sec   Loss 0.8925 Epoch: 4   Global Step: 8050   Required: 7 hours
Training: 2025-04-06 01:17:03,738-Speed 389.79 samples/sec   Loss 0.9117 Epoch: 4   Global Step: 8100   Required: 7 hours
Training: 2025-04-06 01:17:20,152-Speed 389.90 samples/sec   Loss 0.8899 Epoch: 4   Global Step: 8150   Required: 7 hours
Training: 2025-04-06 01:17:36,568-Speed 389.86 samples/sec   Loss 0.9073 Epoch: 4   Global Step: 8200   Required: 7 hours
Training: 2025-04-06 01:17:52,982-Speed 389.93 samples/sec   Loss 0.9678 Epoch: 4   Global Step: 8250   Required: 7 hours
