Training: 2025-04-10 02:42:10,402-rank_id: 0
Training: 2025-04-10 02:49:18,466-Speed 388.35 samples/sec   Loss 18.6788 Epoch: 0   Global Step: 1200   Required: 14 hours
Training: 2025-04-10 02:49:34,942-Speed 388.42 samples/sec   Loss 17.9484 Epoch: 0   Global Step: 1250   Required: 14 hours
Training: 2025-04-10 02:49:51,412-Speed 388.60 samples/sec   Loss 17.5866 Epoch: 0   Global Step: 1300   Required: 14 hours
Training: 2025-04-10 02:50:07,888-Speed 388.44 samples/sec   Loss 17.0299 Epoch: 0   Global Step: 1350   Required: 14 hours
Training: 2025-04-10 02:50:24,359-Speed 388.58 samples/sec   Loss 16.6904 Epoch: 0   Global Step: 1400   Required: 14 hours
Training: 2025-04-10 02:50:40,830-Speed 388.56 samples/sec   Loss 16.2661 Epoch: 0   Global Step: 1450   Required: 14 hours
Training: 2025-04-10 02:50:57,303-Speed 388.52 samples/sec   Loss 15.5205 Epoch: 0   Global Step: 1500   Required: 14 hours
Training: 2025-04-10 02:51:13,766-Speed 388.75 samples/sec   Loss 15.0920 Epoch: 0   Global Step: 1550   Required: 14 hours
Training: 2025-04-10 02:51:30,237-Speed 388.57 samples/sec   Loss 14.9944 Epoch: 0   Global Step: 1600   Required: 14 hours
Training: 2025-04-10 02:51:46,707-Speed 388.59 samples/sec   Loss 14.4308 Epoch: 0   Global Step: 1650   Required: 14 hours
Training: 2025-04-10 02:52:03,173-Speed 388.67 samples/sec   Loss 14.0073 Epoch: 0   Global Step: 1700   Required: 14 hours
Training: 2025-04-10 02:52:19,642-Speed 388.60 samples/sec   Loss 13.5258 Epoch: 0   Global Step: 1750   Required: 14 hours
Training: 2025-04-10 02:52:36,117-Speed 388.47 samples/sec   Loss 13.3108 Epoch: 0   Global Step: 1800   Required: 14 hours
Training: 2025-04-10 02:52:52,593-Speed 388.47 samples/sec   Loss 12.8655 Epoch: 0   Global Step: 1850   Required: 14 hours
Training: 2025-04-10 02:53:09,071-Speed 388.39 samples/sec   Loss 12.6374 Epoch: 0   Global Step: 1900   Required: 14 hours
Training: 2025-04-10 02:53:25,546-Speed 388.48 samples/sec   Loss 12.3146 Epoch: 0   Global Step: 1950   Required: 14 hours
Training: 2025-04-10 02:53:42,016-Speed 388.57 samples/sec   Loss 11.9232 Epoch: 0   Global Step: 2000   Required: 14 hours
Training: 2025-04-10 02:53:58,489-Speed 388.53 samples/sec   Loss 11.6303 Epoch: 0   Global Step: 2050   Required: 14 hours
Training: 2025-04-10 02:54:14,958-Speed 388.61 samples/sec   Loss 11.3372 Epoch: 0   Global Step: 2100   Required: 14 hours
Training: 2025-04-10 02:54:31,430-Speed 388.54 samples/sec   Loss 11.0470 Epoch: 0   Global Step: 2150   Required: 14 hours
Training: 2025-04-10 02:54:47,904-Speed 388.50 samples/sec   Loss 10.7204 Epoch: 0   Global Step: 2200   Required: 14 hours
Training: 2025-04-10 02:55:04,381-Speed 388.41 samples/sec   Loss 10.4967 Epoch: 0   Global Step: 2250   Required: 14 hours
Training: 2025-04-10 02:55:20,858-Speed 388.44 samples/sec   Loss 10.0205 Epoch: 0   Global Step: 2300   Required: 14 hours
Training: 2025-04-10 02:55:37,328-Speed 388.58 samples/sec   Loss 9.8160 Epoch: 0   Global Step: 2350   Required: 14 hours
Training: 2025-04-10 02:55:53,794-Speed 388.69 samples/sec   Loss 9.6141 Epoch: 0   Global Step: 2400   Required: 14 hours
Training: 2025-04-10 02:56:10,262-Speed 388.62 samples/sec   Loss 9.4708 Epoch: 0   Global Step: 2450   Required: 14 hours
Training: 2025-04-10 02:56:26,731-Speed 388.61 samples/sec   Loss 9.2499 Epoch: 0   Global Step: 2500   Required: 14 hours
Training: 2025-04-10 02:56:43,202-Speed 388.57 samples/sec   Loss 8.8585 Epoch: 0   Global Step: 2550   Required: 14 hours
Training: 2025-04-10 02:56:59,672-Speed 388.60 samples/sec   Loss 8.7068 Epoch: 0   Global Step: 2600   Required: 14 hours
Training: 2025-04-10 02:57:16,141-Speed 388.61 samples/sec   Loss 8.3632 Epoch: 0   Global Step: 2650   Required: 14 hours
Training: 2025-04-10 02:57:32,611-Speed 388.58 samples/sec   Loss 8.2916 Epoch: 0   Global Step: 2700   Required: 14 hours
Training: 2025-04-10 02:57:49,089-Speed 388.40 samples/sec   Loss 8.0958 Epoch: 0   Global Step: 2750   Required: 14 hours
Training: 2025-04-10 02:58:05,558-Speed 388.61 samples/sec   Loss 7.9060 Epoch: 0   Global Step: 2800   Required: 14 hours
Training: 2025-04-10 02:58:22,025-Speed 388.67 samples/sec   Loss 7.5827 Epoch: 0   Global Step: 2850   Required: 14 hours
Training: 2025-04-10 02:58:38,497-Speed 388.53 samples/sec   Loss 7.5604 Epoch: 0   Global Step: 2900   Required: 14 hours
Training: 2025-04-10 02:58:54,969-Speed 388.54 samples/sec   Loss 7.3856 Epoch: 0   Global Step: 2950   Required: 13 hours
Training: 2025-04-10 02:59:11,441-Speed 388.54 samples/sec   Loss 7.2330 Epoch: 0   Global Step: 3000   Required: 13 hours
Training: 2025-04-10 02:59:27,912-Speed 388.56 samples/sec   Loss 7.0454 Epoch: 0   Global Step: 3050   Required: 13 hours
Training: 2025-04-10 02:59:44,386-Speed 388.52 samples/sec   Loss 6.8182 Epoch: 0   Global Step: 3100   Required: 13 hours
Training: 2025-04-10 03:00:00,860-Speed 388.49 samples/sec   Loss 6.7600 Epoch: 0   Global Step: 3150   Required: 13 hours
Training: 2025-04-10 03:00:17,333-Speed 388.51 samples/sec   Loss 6.5791 Epoch: 0   Global Step: 3200   Required: 13 hours
Training: 2025-04-10 03:00:33,803-Speed 388.58 samples/sec   Loss 6.4265 Epoch: 0   Global Step: 3250   Required: 13 hours
Training: 2025-04-10 03:00:50,268-Speed 388.70 samples/sec   Loss 6.2238 Epoch: 0   Global Step: 3300   Required: 13 hours
Training: 2025-04-10 03:01:06,737-Speed 388.61 samples/sec   Loss 6.1020 Epoch: 0   Global Step: 3350   Required: 13 hours
Training: 2025-04-10 03:01:23,206-Speed 388.63 samples/sec   Loss 6.0558 Epoch: 0   Global Step: 3400   Required: 13 hours
Training: 2025-04-10 03:01:39,673-Speed 388.66 samples/sec   Loss 5.8748 Epoch: 0   Global Step: 3450   Required: 13 hours
Training: 2025-04-10 03:01:56,138-Speed 388.69 samples/sec   Loss 5.8468 Epoch: 0   Global Step: 3500   Required: 13 hours
Training: 2025-04-10 03:02:12,607-Speed 388.62 samples/sec   Loss 5.7474 Epoch: 0   Global Step: 3550   Required: 13 hours
Training: 2025-04-10 03:02:29,072-Speed 388.70 samples/sec   Loss 5.5402 Epoch: 0   Global Step: 3600   Required: 13 hours
Training: 2025-04-10 03:02:45,539-Speed 388.68 samples/sec   Loss 5.3555 Epoch: 0   Global Step: 3650   Required: 13 hours
Training: 2025-04-10 03:03:02,001-Speed 388.77 samples/sec   Loss 5.3736 Epoch: 0   Global Step: 3700   Required: 13 hours
Training: 2025-04-10 03:03:40,460-[lfw][3749]XNorm: 20.091051
Training: 2025-04-10 03:03:40,460-[lfw][3749]Accuracy-Flip: 0.79033+-0.01524
Training: 2025-04-10 03:03:40,461-[lfw][3749]Accuracy-Highest: 0.79033
Training: 2025-04-10 03:04:06,060-[cfp_fp][3749]XNorm: 18.929623
Training: 2025-04-10 03:04:06,060-[cfp_fp][3749]Accuracy-Flip: 0.61257+-0.01513
Training: 2025-04-10 03:04:06,060-[cfp_fp][3749]Accuracy-Highest: 0.61257
Training: 2025-04-10 03:04:27,967-[agedb_30][3749]XNorm: 16.744877
Training: 2025-04-10 03:04:27,967-[agedb_30][3749]Accuracy-Flip: 0.51000+-0.01658
Training: 2025-04-10 03:04:27,967-[agedb_30][3749]Accuracy-Highest: 0.51000
Training: 2025-04-10 03:04:50,130-[calfw][3749]XNorm: 19.856329
Training: 2025-04-10 03:04:50,130-[calfw][3749]Accuracy-Flip: 0.63517+-0.01961
Training: 2025-04-10 03:04:50,130-[calfw][3749]Accuracy-Highest: 0.63517
Training: 2025-04-10 03:05:12,197-[cplfw][3749]XNorm: 17.735533
Training: 2025-04-10 03:05:12,197-[cplfw][3749]Accuracy-Flip: 0.60467+-0.01727
Training: 2025-04-10 03:05:12,197-[cplfw][3749]Accuracy-Highest: 0.60467
Training: 2025-04-10 03:05:12,799-Speed 48.93 samples/sec   Loss 5.2196 Epoch: 1   Global Step: 3750   Required: 15 hours
Training: 2025-04-10 03:05:29,239-Speed 389.30 samples/sec   Loss 4.6531 Epoch: 1   Global Step: 3800   Required: 15 hours
Training: 2025-04-10 03:05:45,687-Speed 389.10 samples/sec   Loss 4.7159 Epoch: 1   Global Step: 3850   Required: 15 hours
Training: 2025-04-10 03:06:02,141-Speed 388.98 samples/sec   Loss 4.5495 Epoch: 1   Global Step: 3900   Required: 15 hours
Training: 2025-04-10 03:06:18,600-Speed 388.84 samples/sec   Loss 4.5978 Epoch: 1   Global Step: 3950   Required: 15 hours
Training: 2025-04-10 03:06:35,059-Speed 388.86 samples/sec   Loss 4.5469 Epoch: 1   Global Step: 4000   Required: 15 hours
Training: 2025-04-10 03:06:51,524-Speed 388.70 samples/sec   Loss 4.4131 Epoch: 1   Global Step: 4050   Required: 15 hours
Training: 2025-04-10 03:07:07,988-Speed 388.72 samples/sec   Loss 4.3553 Epoch: 1   Global Step: 4100   Required: 15 hours
Training: 2025-04-10 03:07:24,450-Speed 388.78 samples/sec   Loss 4.2982 Epoch: 1   Global Step: 4150   Required: 14 hours
Training: 2025-04-10 03:07:40,916-Speed 388.69 samples/sec   Loss 4.3606 Epoch: 1   Global Step: 4200   Required: 14 hours
Training: 2025-04-10 03:07:57,386-Speed 388.59 samples/sec   Loss 4.2187 Epoch: 1   Global Step: 4250   Required: 14 hours
Training: 2025-04-10 03:08:13,854-Speed 388.63 samples/sec   Loss 4.1988 Epoch: 1   Global Step: 4300   Required: 14 hours
Training: 2025-04-10 03:08:30,320-Speed 388.69 samples/sec   Loss 4.0950 Epoch: 1   Global Step: 4350   Required: 14 hours
Training: 2025-04-10 03:08:46,785-Speed 388.70 samples/sec   Loss 4.0572 Epoch: 1   Global Step: 4400   Required: 14 hours
Training: 2025-04-10 03:09:03,252-Speed 388.67 samples/sec   Loss 4.0036 Epoch: 1   Global Step: 4450   Required: 14 hours
Training: 2025-04-10 03:09:19,718-Speed 388.67 samples/sec   Loss 3.8913 Epoch: 1   Global Step: 4500   Required: 14 hours
Training: 2025-04-10 03:09:36,184-Speed 388.69 samples/sec   Loss 3.9321 Epoch: 1   Global Step: 4550   Required: 14 hours
Training: 2025-04-10 03:09:52,647-Speed 388.75 samples/sec   Loss 3.8250 Epoch: 1   Global Step: 4600   Required: 14 hours
Training: 2025-04-10 03:10:09,108-Speed 388.81 samples/sec   Loss 3.8550 Epoch: 1   Global Step: 4650   Required: 14 hours
Training: 2025-04-10 03:10:25,564-Speed 388.91 samples/sec   Loss 3.7303 Epoch: 1   Global Step: 4700   Required: 14 hours
Training: 2025-04-10 03:10:42,023-Speed 388.85 samples/sec   Loss 3.6877 Epoch: 1   Global Step: 4750   Required: 14 hours
Training: 2025-04-10 03:10:58,484-Speed 388.79 samples/sec   Loss 3.7056 Epoch: 1   Global Step: 4800   Required: 14 hours
Training: 2025-04-10 03:11:14,948-Speed 388.74 samples/sec   Loss 3.7036 Epoch: 1   Global Step: 4850   Required: 14 hours
Training: 2025-04-10 03:11:31,409-Speed 388.80 samples/sec   Loss 3.5803 Epoch: 1   Global Step: 4900   Required: 14 hours
Training: 2025-04-10 03:11:47,874-Speed 388.72 samples/sec   Loss 3.5189 Epoch: 1   Global Step: 4950   Required: 14 hours
Training: 2025-04-10 03:12:04,329-Speed 388.93 samples/sec   Loss 3.5021 Epoch: 1   Global Step: 5000   Required: 14 hours
Training: 2025-04-10 03:12:20,787-Speed 388.88 samples/sec   Loss 3.4327 Epoch: 1   Global Step: 5050   Required: 14 hours
Training: 2025-04-10 03:12:37,247-Speed 388.83 samples/sec   Loss 3.5048 Epoch: 1   Global Step: 5100   Required: 14 hours
Training: 2025-04-10 03:12:53,704-Speed 388.89 samples/sec   Loss 3.3842 Epoch: 1   Global Step: 5150   Required: 14 hours
Training: 2025-04-10 03:13:10,163-Speed 388.85 samples/sec   Loss 3.3969 Epoch: 1   Global Step: 5200   Required: 14 hours
Training: 2025-04-10 03:13:26,623-Speed 388.83 samples/sec   Loss 3.2938 Epoch: 1   Global Step: 5250   Required: 14 hours
Training: 2025-04-10 03:13:43,081-Speed 388.85 samples/sec   Loss 3.2201 Epoch: 1   Global Step: 5300   Required: 14 hours
Training: 2025-04-10 03:13:59,539-Speed 388.89 samples/sec   Loss 3.2813 Epoch: 1   Global Step: 5350   Required: 14 hours
Training: 2025-04-10 03:14:15,999-Speed 388.81 samples/sec   Loss 3.2625 Epoch: 1   Global Step: 5400   Required: 14 hours
Training: 2025-04-10 03:14:32,459-Speed 388.83 samples/sec   Loss 3.1374 Epoch: 1   Global Step: 5450   Required: 14 hours
Training: 2025-04-10 03:14:48,916-Speed 388.89 samples/sec   Loss 3.1116 Epoch: 1   Global Step: 5500   Required: 14 hours
Training: 2025-04-10 03:15:05,377-Speed 388.81 samples/sec   Loss 3.0603 Epoch: 1   Global Step: 5550   Required: 14 hours
Training: 2025-04-10 03:15:21,831-Speed 388.98 samples/sec   Loss 2.9429 Epoch: 1   Global Step: 5600   Required: 14 hours
Training: 2025-04-10 03:15:38,289-Speed 388.87 samples/sec   Loss 3.0390 Epoch: 1   Global Step: 5650   Required: 14 hours
Training: 2025-04-10 03:15:54,746-Speed 388.89 samples/sec   Loss 2.9492 Epoch: 1   Global Step: 5700   Required: 14 hours
Training: 2025-04-10 03:16:11,204-Speed 388.86 samples/sec   Loss 2.9669 Epoch: 1   Global Step: 5750   Required: 14 hours
Training: 2025-04-10 03:16:27,663-Speed 388.86 samples/sec   Loss 2.8636 Epoch: 1   Global Step: 5800   Required: 14 hours
Training: 2025-04-10 03:16:44,121-Speed 388.86 samples/sec   Loss 2.9063 Epoch: 1   Global Step: 5850   Required: 14 hours
Training: 2025-04-10 03:17:00,581-Speed 388.83 samples/sec   Loss 2.8413 Epoch: 1   Global Step: 5900   Required: 14 hours
Training: 2025-04-10 03:17:17,043-Speed 388.77 samples/sec   Loss 2.8333 Epoch: 1   Global Step: 5950   Required: 14 hours
Training: 2025-04-10 03:17:33,499-Speed 388.92 samples/sec   Loss 2.7109 Epoch: 1   Global Step: 6000   Required: 14 hours
Training: 2025-04-10 03:17:49,958-Speed 388.86 samples/sec   Loss 2.7107 Epoch: 1   Global Step: 6050   Required: 14 hours
Training: 2025-04-10 03:18:06,415-Speed 388.88 samples/sec   Loss 2.7330 Epoch: 1   Global Step: 6100   Required: 14 hours
Training: 2025-04-10 03:18:22,872-Speed 388.90 samples/sec   Loss 2.7244 Epoch: 1   Global Step: 6150   Required: 14 hours
Training: 2025-04-10 03:18:39,331-Speed 388.86 samples/sec   Loss 2.6089 Epoch: 1   Global Step: 6200   Required: 14 hours
Training: 2025-04-10 03:18:55,788-Speed 388.89 samples/sec   Loss 2.6940 Epoch: 1   Global Step: 6250   Required: 14 hours
Training: 2025-04-10 03:19:12,244-Speed 388.92 samples/sec   Loss 2.5416 Epoch: 1   Global Step: 6300   Required: 14 hours
Training: 2025-04-10 03:19:28,699-Speed 388.95 samples/sec   Loss 2.5269 Epoch: 1   Global Step: 6350   Required: 14 hours
Training: 2025-04-10 03:19:45,150-Speed 389.03 samples/sec   Loss 2.5117 Epoch: 1   Global Step: 6400   Required: 14 hours
Training: 2025-04-10 03:20:01,605-Speed 388.95 samples/sec   Loss 2.4750 Epoch: 1   Global Step: 6450   Required: 14 hours
Training: 2025-04-10 03:20:18,061-Speed 388.91 samples/sec   Loss 2.4914 Epoch: 1   Global Step: 6500   Required: 14 hours
Training: 2025-04-10 03:20:34,515-Speed 388.96 samples/sec   Loss 2.5097 Epoch: 1   Global Step: 6550   Required: 14 hours
Training: 2025-04-10 03:20:50,971-Speed 388.92 samples/sec   Loss 2.4563 Epoch: 1   Global Step: 6600   Required: 14 hours
Training: 2025-04-10 03:21:07,428-Speed 388.90 samples/sec   Loss 2.4023 Epoch: 1   Global Step: 6650   Required: 14 hours
Training: 2025-04-10 03:21:23,884-Speed 388.94 samples/sec   Loss 2.4912 Epoch: 1   Global Step: 6700   Required: 14 hours
Training: 2025-04-10 03:21:40,341-Speed 388.89 samples/sec   Loss 2.4044 Epoch: 1   Global Step: 6750   Required: 14 hours
Training: 2025-04-10 03:21:56,802-Speed 388.81 samples/sec   Loss 2.3731 Epoch: 1   Global Step: 6800   Required: 14 hours
Training: 2025-04-10 03:22:13,258-Speed 388.91 samples/sec   Loss 2.2860 Epoch: 1   Global Step: 6850   Required: 14 hours
Training: 2025-04-10 03:22:29,714-Speed 388.91 samples/sec   Loss 2.3200 Epoch: 1   Global Step: 6900   Required: 14 hours
Training: 2025-04-10 03:22:46,169-Speed 388.96 samples/sec   Loss 2.3044 Epoch: 1   Global Step: 6950   Required: 14 hours
Training: 2025-04-10 03:23:02,623-Speed 388.96 samples/sec   Loss 2.2023 Epoch: 1   Global Step: 7000   Required: 14 hours
Training: 2025-04-10 03:23:19,073-Speed 389.07 samples/sec   Loss 2.2148 Epoch: 1   Global Step: 7050   Required: 14 hours
Training: 2025-04-10 03:23:35,523-Speed 389.06 samples/sec   Loss 2.2691 Epoch: 1   Global Step: 7100   Required: 14 hours
Training: 2025-04-10 03:23:51,974-Speed 389.03 samples/sec   Loss 2.2166 Epoch: 1   Global Step: 7150   Required: 14 hours
Training: 2025-04-10 03:24:08,423-Speed 389.08 samples/sec   Loss 2.2347 Epoch: 1   Global Step: 7200   Required: 14 hours
Training: 2025-04-10 03:24:24,873-Speed 389.05 samples/sec   Loss 2.2133 Epoch: 1   Global Step: 7250   Required: 14 hours
Training: 2025-04-10 03:24:41,324-Speed 389.04 samples/sec   Loss 2.1660 Epoch: 1   Global Step: 7300   Required: 14 hours
Training: 2025-04-10 03:24:57,772-Speed 389.10 samples/sec   Loss 2.0856 Epoch: 1   Global Step: 7350   Required: 14 hours
Training: 2025-04-10 03:25:14,224-Speed 389.01 samples/sec   Loss 2.1016 Epoch: 1   Global Step: 7400   Required: 14 hours
Training: 2025-04-10 03:25:30,680-Speed 388.92 samples/sec   Loss 2.1469 Epoch: 1   Global Step: 7450   Required: 14 hours
Training: 2025-04-10 03:26:08,442-[lfw][7498]XNorm: 19.515054
Training: 2025-04-10 03:26:08,442-[lfw][7498]Accuracy-Flip: 0.81533+-0.01970
Training: 2025-04-10 03:26:08,442-[lfw][7498]Accuracy-Highest: 0.81533
Training: 2025-04-10 03:26:34,015-[cfp_fp][7498]XNorm: 17.414461
Training: 2025-04-10 03:26:34,015-[cfp_fp][7498]Accuracy-Flip: 0.62857+-0.01496
Training: 2025-04-10 03:26:34,015-[cfp_fp][7498]Accuracy-Highest: 0.62857
Training: 2025-04-10 03:26:55,859-[agedb_30][7498]XNorm: 15.710512
Training: 2025-04-10 03:26:55,859-[agedb_30][7498]Accuracy-Flip: 0.51483+-0.01921
Training: 2025-04-10 03:26:55,859-[agedb_30][7498]Accuracy-Highest: 0.51483
Training: 2025-04-10 03:27:17,835-[calfw][7498]XNorm: 19.313349
Training: 2025-04-10 03:27:17,835-[calfw][7498]Accuracy-Flip: 0.64900+-0.01177
Training: 2025-04-10 03:27:17,835-[calfw][7498]Accuracy-Highest: 0.64900
Training: 2025-04-10 03:27:39,873-[cplfw][7498]XNorm: 16.643928
Training: 2025-04-10 03:27:39,873-[cplfw][7498]Accuracy-Flip: 0.62033+-0.01593
Training: 2025-04-10 03:27:39,873-[cplfw][7498]Accuracy-Highest: 0.62033
Training: 2025-04-10 03:27:40,742-Speed 49.21 samples/sec   Loss 2.0475 Epoch: 2   Global Step: 7500   Required: 14 hours
Training: 2025-04-10 03:27:57,182-Speed 389.30 samples/sec   Loss 1.7670 Epoch: 2   Global Step: 7550   Required: 14 hours
Training: 2025-04-10 03:28:13,625-Speed 389.23 samples/sec   Loss 1.7908 Epoch: 2   Global Step: 7600   Required: 14 hours
Training: 2025-04-10 03:28:30,074-Speed 389.08 samples/sec   Loss 1.7957 Epoch: 2   Global Step: 7650   Required: 14 hours
Training: 2025-04-10 03:28:46,526-Speed 389.01 samples/sec   Loss 1.7811 Epoch: 2   Global Step: 7700   Required: 14 hours
Training: 2025-04-10 03:29:02,983-Speed 388.90 samples/sec   Loss 1.7095 Epoch: 2   Global Step: 7750   Required: 14 hours
Training: 2025-04-10 03:29:19,438-Speed 388.94 samples/sec   Loss 1.7413 Epoch: 2   Global Step: 7800   Required: 14 hours
Training: 2025-04-10 03:29:35,895-Speed 388.89 samples/sec   Loss 1.7223 Epoch: 2   Global Step: 7850   Required: 14 hours
Training: 2025-04-10 03:29:52,356-Speed 388.81 samples/sec   Loss 1.7994 Epoch: 2   Global Step: 7900   Required: 14 hours
Training: 2025-04-10 03:30:08,817-Speed 388.80 samples/sec   Loss 1.7497 Epoch: 2   Global Step: 7950   Required: 14 hours
Training: 2025-04-10 03:30:25,274-Speed 388.90 samples/sec   Loss 1.7379 Epoch: 2   Global Step: 8000   Required: 14 hours
Training: 2025-04-10 03:30:41,728-Speed 388.97 samples/sec   Loss 1.7358 Epoch: 2   Global Step: 8050   Required: 14 hours
Training: 2025-04-10 03:30:58,183-Speed 388.93 samples/sec   Loss 1.7143 Epoch: 2   Global Step: 8100   Required: 14 hours
Training: 2025-04-10 03:31:14,637-Speed 388.96 samples/sec   Loss 1.6947 Epoch: 2   Global Step: 8150   Required: 14 hours
Training: 2025-04-10 03:31:31,097-Speed 388.84 samples/sec   Loss 1.6829 Epoch: 2   Global Step: 8200   Required: 14 hours
Training: 2025-04-10 03:31:47,558-Speed 388.79 samples/sec   Loss 1.7280 Epoch: 2   Global Step: 8250   Required: 14 hours
Training: 2025-04-10 03:32:04,019-Speed 388.80 samples/sec   Loss 1.7239 Epoch: 2   Global Step: 8300   Required: 14 hours
Training: 2025-04-10 03:32:20,475-Speed 388.93 samples/sec   Loss 1.7007 Epoch: 2   Global Step: 8350   Required: 14 hours
Training: 2025-04-10 03:32:36,937-Speed 388.78 samples/sec   Loss 1.7269 Epoch: 2   Global Step: 8400   Required: 14 hours
Training: 2025-04-10 03:32:53,400-Speed 388.76 samples/sec   Loss 1.6708 Epoch: 2   Global Step: 8450   Required: 14 hours
Training: 2025-04-10 03:33:09,854-Speed 388.95 samples/sec   Loss 1.6318 Epoch: 2   Global Step: 8500   Required: 14 hours
Training: 2025-04-10 03:33:26,312-Speed 388.88 samples/sec   Loss 1.6487 Epoch: 2   Global Step: 8550   Required: 14 hours
Training: 2025-04-10 03:33:42,768-Speed 388.91 samples/sec   Loss 1.5999 Epoch: 2   Global Step: 8600   Required: 14 hours
Training: 2025-04-10 03:33:59,223-Speed 388.95 samples/sec   Loss 1.5651 Epoch: 2   Global Step: 8650   Required: 14 hours
Training: 2025-04-10 03:34:15,678-Speed 388.95 samples/sec   Loss 1.6864 Epoch: 2   Global Step: 8700   Required: 14 hours
Training: 2025-04-10 03:34:32,135-Speed 388.89 samples/sec   Loss 1.6243 Epoch: 2   Global Step: 8750   Required: 14 hours
Training: 2025-04-10 03:34:48,600-Speed 388.71 samples/sec   Loss 1.5826 Epoch: 2   Global Step: 8800   Required: 14 hours
Training: 2025-04-10 03:35:05,056-Speed 388.93 samples/sec   Loss 1.6253 Epoch: 2   Global Step: 8850   Required: 14 hours
Training: 2025-04-10 03:35:21,509-Speed 388.97 samples/sec   Loss 1.6584 Epoch: 2   Global Step: 8900   Required: 14 hours
Training: 2025-04-10 03:35:37,959-Speed 389.06 samples/sec   Loss 1.5741 Epoch: 2   Global Step: 8950   Required: 14 hours
Training: 2025-04-10 03:35:54,423-Speed 388.73 samples/sec   Loss 1.5651 Epoch: 2   Global Step: 9000   Required: 14 hours
Training: 2025-04-10 03:36:10,878-Speed 388.95 samples/sec   Loss 1.5831 Epoch: 2   Global Step: 9050   Required: 14 hours
Training: 2025-04-10 03:36:27,340-Speed 388.77 samples/sec   Loss 1.5977 Epoch: 2   Global Step: 9100   Required: 14 hours
Training: 2025-04-10 03:36:43,799-Speed 388.86 samples/sec   Loss 1.5647 Epoch: 2   Global Step: 9150   Required: 14 hours
Training: 2025-04-10 03:37:00,254-Speed 388.94 samples/sec   Loss 1.5702 Epoch: 2   Global Step: 9200   Required: 14 hours
Training: 2025-04-10 03:37:16,713-Speed 388.84 samples/sec   Loss 1.5655 Epoch: 2   Global Step: 9250   Required: 14 hours
