Training: 2025-04-05 18:21:52,823-rank_id: 0
Training: 2025-04-05 18:33:37,720-Speed 389.70 samples/sec   Loss 5.1767 Epoch: 1   Global Step: 1700   Required: 4 hours
Training: 2025-04-05 18:33:54,143-Speed 389.69 samples/sec   Loss 4.9139 Epoch: 1   Global Step: 1750   Required: 4 hours
Training: 2025-04-05 18:34:10,567-Speed 389.68 samples/sec   Loss 4.8333 Epoch: 1   Global Step: 1800   Required: 4 hours
Training: 2025-04-05 18:34:26,992-Speed 389.65 samples/sec   Loss 4.6404 Epoch: 1   Global Step: 1850   Required: 4 hours
Training: 2025-04-05 18:34:56,832-[lfw][1874]XNorm: 21.701303
Training: 2025-04-05 18:34:56,832-[lfw][1874]Accuracy-Flip: 0.78850+-0.01975
Training: 2025-04-05 18:34:56,832-[lfw][1874]Accuracy-Highest: 0.78850
Training: 2025-04-05 18:35:22,424-[cfp_fp][1874]XNorm: 23.348628
Training: 2025-04-05 18:35:22,424-[cfp_fp][1874]Accuracy-Flip: 0.60557+-0.02091
Training: 2025-04-05 18:35:22,424-[cfp_fp][1874]Accuracy-Highest: 0.60557
Training: 2025-04-05 18:35:44,375-[agedb_30][1874]XNorm: 18.648661
Training: 2025-04-05 18:35:44,375-[agedb_30][1874]Accuracy-Flip: 0.49833+-0.01713
Training: 2025-04-05 18:35:44,375-[agedb_30][1874]Accuracy-Highest: 0.51050
Training: 2025-04-05 18:36:06,506-[calfw][1874]XNorm: 22.298364
Training: 2025-04-05 18:36:06,506-[calfw][1874]Accuracy-Flip: 0.61467+-0.01016
Training: 2025-04-05 18:36:06,507-[calfw][1874]Accuracy-Highest: 0.61467
Training: 2025-04-05 18:36:28,594-[cplfw][1874]XNorm: 19.785443
Training: 2025-04-05 18:36:28,594-[cplfw][1874]Accuracy-Flip: 0.60267+-0.01853
Training: 2025-04-05 18:36:28,594-[cplfw][1874]Accuracy-Highest: 0.60267
Training: 2025-04-05 18:36:37,268-Speed 49.13 samples/sec   Loss 4.0561 Epoch: 2   Global Step: 1900   Required: 4 hours
Training: 2025-04-05 18:36:53,674-Speed 390.09 samples/sec   Loss 3.6867 Epoch: 2   Global Step: 1950   Required: 4 hours
Training: 2025-04-05 18:37:10,087-Speed 389.93 samples/sec   Loss 3.6751 Epoch: 2   Global Step: 2000   Required: 4 hours
Training: 2025-04-05 18:37:26,504-Speed 389.86 samples/sec   Loss 3.6430 Epoch: 2   Global Step: 2050   Required: 4 hours
Training: 2025-04-05 18:37:42,926-Speed 389.71 samples/sec   Loss 3.3978 Epoch: 2   Global Step: 2100   Required: 4 hours
Training: 2025-04-05 18:37:59,351-Speed 389.66 samples/sec   Loss 3.4229 Epoch: 2   Global Step: 2150   Required: 4 hours
Training: 2025-04-05 18:38:15,773-Speed 389.72 samples/sec   Loss 3.4019 Epoch: 2   Global Step: 2200   Required: 4 hours
Training: 2025-04-05 18:38:32,195-Speed 389.73 samples/sec   Loss 3.2907 Epoch: 2   Global Step: 2250   Required: 4 hours
Training: 2025-04-05 18:38:48,619-Speed 389.68 samples/sec   Loss 3.2372 Epoch: 2   Global Step: 2300   Required: 4 hours
Training: 2025-04-05 18:39:05,046-Speed 389.60 samples/sec   Loss 3.2516 Epoch: 2   Global Step: 2350   Required: 4 hours
Training: 2025-04-05 18:39:21,475-Speed 389.56 samples/sec   Loss 3.0757 Epoch: 2   Global Step: 2400   Required: 4 hours
Training: 2025-04-05 18:39:37,900-Speed 389.65 samples/sec   Loss 3.0443 Epoch: 2   Global Step: 2450   Required: 4 hours
Training: 2025-04-05 18:39:54,322-Speed 389.73 samples/sec   Loss 2.9965 Epoch: 2   Global Step: 2500   Required: 4 hours
Training: 2025-04-05 18:40:10,746-Speed 389.68 samples/sec   Loss 2.8572 Epoch: 2   Global Step: 2550   Required: 4 hours
Training: 2025-04-05 18:40:27,171-Speed 389.65 samples/sec   Loss 2.7549 Epoch: 2   Global Step: 2600   Required: 4 hours
Training: 2025-04-05 18:40:43,592-Speed 389.75 samples/sec   Loss 2.7128 Epoch: 2   Global Step: 2650   Required: 4 hours
Training: 2025-04-05 18:41:00,017-Speed 389.65 samples/sec   Loss 2.7909 Epoch: 2   Global Step: 2700   Required: 4 hours
Training: 2025-04-05 18:41:16,443-Speed 389.65 samples/sec   Loss 2.6265 Epoch: 2   Global Step: 2750   Required: 4 hours
Training: 2025-04-05 18:41:32,865-Speed 389.71 samples/sec   Loss 2.5999 Epoch: 2   Global Step: 2800   Required: 4 hours
Training: 2025-04-05 18:41:58,487-[lfw][2811]XNorm: 21.541743
Training: 2025-04-05 18:41:58,487-[lfw][2811]Accuracy-Flip: 0.80133+-0.01638
Training: 2025-04-05 18:41:58,487-[lfw][2811]Accuracy-Highest: 0.80133
Training: 2025-04-05 18:42:24,173-[cfp_fp][2811]XNorm: 22.802828
Training: 2025-04-05 18:42:24,173-[cfp_fp][2811]Accuracy-Flip: 0.60500+-0.02135
Training: 2025-04-05 18:42:24,173-[cfp_fp][2811]Accuracy-Highest: 0.60557
Training: 2025-04-05 18:42:46,253-[agedb_30][2811]XNorm: 17.957527
Training: 2025-04-05 18:42:46,253-[agedb_30][2811]Accuracy-Flip: 0.51667+-0.02351
Training: 2025-04-05 18:42:46,253-[agedb_30][2811]Accuracy-Highest: 0.51667
Training: 2025-04-05 18:43:08,376-[calfw][2811]XNorm: 21.608169
Training: 2025-04-05 18:43:08,376-[calfw][2811]Accuracy-Flip: 0.63500+-0.01445
Training: 2025-04-05 18:43:08,376-[calfw][2811]Accuracy-Highest: 0.63500
Training: 2025-04-05 18:43:30,563-[cplfw][2811]XNorm: 19.462748
Training: 2025-04-05 18:43:30,563-[cplfw][2811]Accuracy-Flip: 0.60983+-0.01403
Training: 2025-04-05 18:43:30,563-[cplfw][2811]Accuracy-Highest: 0.60983
Training: 2025-04-05 18:43:43,505-Speed 48.99 samples/sec   Loss 2.0810 Epoch: 3   Global Step: 2850   Required: 4 hours
Training: 2025-04-05 18:43:59,914-Speed 390.03 samples/sec   Loss 2.0228 Epoch: 3   Global Step: 2900   Required: 4 hours
Training: 2025-04-05 18:44:16,322-Speed 390.05 samples/sec   Loss 1.8955 Epoch: 3   Global Step: 2950   Required: 4 hours
Training: 2025-04-05 18:44:32,744-Speed 389.73 samples/sec   Loss 2.0426 Epoch: 3   Global Step: 3000   Required: 4 hours
Training: 2025-04-05 18:44:49,161-Speed 389.84 samples/sec   Loss 2.0453 Epoch: 3   Global Step: 3050   Required: 4 hours
Training: 2025-04-05 18:45:05,583-Speed 389.74 samples/sec   Loss 2.0069 Epoch: 3   Global Step: 3100   Required: 4 hours
Training: 2025-04-05 18:45:22,007-Speed 389.68 samples/sec   Loss 1.8873 Epoch: 3   Global Step: 3150   Required: 4 hours
Training: 2025-04-05 18:45:38,430-Speed 389.69 samples/sec   Loss 1.8912 Epoch: 3   Global Step: 3200   Required: 4 hours
Training: 2025-04-05 18:45:54,849-Speed 389.79 samples/sec   Loss 1.9196 Epoch: 3   Global Step: 3250   Required: 4 hours
Training: 2025-04-05 18:46:11,275-Speed 389.64 samples/sec   Loss 1.8692 Epoch: 3   Global Step: 3300   Required: 4 hours
Training: 2025-04-05 18:46:27,695-Speed 389.77 samples/sec   Loss 1.8359 Epoch: 3   Global Step: 3350   Required: 4 hours
Training: 2025-04-05 18:46:44,117-Speed 389.71 samples/sec   Loss 1.7796 Epoch: 3   Global Step: 3400   Required: 4 hours
Training: 2025-04-05 18:47:00,541-Speed 389.68 samples/sec   Loss 1.7376 Epoch: 3   Global Step: 3450   Required: 4 hours
Training: 2025-04-05 18:47:16,967-Speed 389.63 samples/sec   Loss 1.7657 Epoch: 3   Global Step: 3500   Required: 4 hours
Training: 2025-04-05 18:47:33,392-Speed 389.65 samples/sec   Loss 1.7322 Epoch: 3   Global Step: 3550   Required: 4 hours
Training: 2025-04-05 18:47:49,822-Speed 389.53 samples/sec   Loss 1.7091 Epoch: 3   Global Step: 3600   Required: 4 hours
Training: 2025-04-05 18:48:06,252-Speed 389.54 samples/sec   Loss 1.7240 Epoch: 3   Global Step: 3650   Required: 4 hours
Training: 2025-04-05 18:48:22,684-Speed 389.49 samples/sec   Loss 1.6712 Epoch: 3   Global Step: 3700   Required: 4 hours
Training: 2025-04-05 18:49:00,339-[lfw][3748]XNorm: 19.752555
Training: 2025-04-05 18:49:00,339-[lfw][3748]Accuracy-Flip: 0.79383+-0.01609
Training: 2025-04-05 18:49:00,339-[lfw][3748]Accuracy-Highest: 0.80133
Training: 2025-04-05 18:49:25,884-[cfp_fp][3748]XNorm: 19.712064
Training: 2025-04-05 18:49:25,884-[cfp_fp][3748]Accuracy-Flip: 0.61771+-0.02055
Training: 2025-04-05 18:49:25,884-[cfp_fp][3748]Accuracy-Highest: 0.61771
Training: 2025-04-05 18:49:47,795-[agedb_30][3748]XNorm: 16.507375
Training: 2025-04-05 18:49:47,795-[agedb_30][3748]Accuracy-Flip: 0.50517+-0.01864
Training: 2025-04-05 18:49:47,795-[agedb_30][3748]Accuracy-Highest: 0.51667
Training: 2025-04-05 18:50:09,815-[calfw][3748]XNorm: 19.853759
Training: 2025-04-05 18:50:09,815-[calfw][3748]Accuracy-Flip: 0.63050+-0.01065
Training: 2025-04-05 18:50:09,815-[calfw][3748]Accuracy-Highest: 0.63500
Training: 2025-04-05 18:50:31,898-[cplfw][3748]XNorm: 17.519735
Training: 2025-04-05 18:50:31,898-[cplfw][3748]Accuracy-Flip: 0.60650+-0.01450
Training: 2025-04-05 18:50:31,898-[cplfw][3748]Accuracy-Highest: 0.60983
Training: 2025-04-05 18:50:32,716-Speed 49.22 samples/sec   Loss 1.5832 Epoch: 4   Global Step: 3750   Required: 4 hours
Training: 2025-04-05 18:50:49,121-Speed 390.14 samples/sec   Loss 1.2417 Epoch: 4   Global Step: 3800   Required: 4 hours
Training: 2025-04-05 18:51:05,528-Speed 390.07 samples/sec   Loss 1.1992 Epoch: 4   Global Step: 3850   Required: 4 hours
Training: 2025-04-05 18:51:21,937-Speed 390.02 samples/sec   Loss 1.2561 Epoch: 4   Global Step: 3900   Required: 4 hours
Training: 2025-04-05 18:51:38,349-Speed 389.96 samples/sec   Loss 1.2756 Epoch: 4   Global Step: 3950   Required: 4 hours
Training: 2025-04-05 18:51:54,768-Speed 389.79 samples/sec   Loss 1.2763 Epoch: 4   Global Step: 4000   Required: 4 hours
Training: 2025-04-05 18:52:11,185-Speed 389.85 samples/sec   Loss 1.2652 Epoch: 4   Global Step: 4050   Required: 4 hours
Training: 2025-04-05 18:52:27,606-Speed 389.76 samples/sec   Loss 1.2173 Epoch: 4   Global Step: 4100   Required: 4 hours
Training: 2025-04-05 18:52:44,026-Speed 389.77 samples/sec   Loss 1.2370 Epoch: 4   Global Step: 4150   Required: 4 hours
Training: 2025-04-05 18:53:00,449-Speed 389.69 samples/sec   Loss 1.2360 Epoch: 4   Global Step: 4200   Required: 4 hours
Training: 2025-04-05 18:53:16,872-Speed 389.71 samples/sec   Loss 1.2829 Epoch: 4   Global Step: 4250   Required: 4 hours
Training: 2025-04-05 18:53:33,295-Speed 389.69 samples/sec   Loss 1.2113 Epoch: 4   Global Step: 4300   Required: 4 hours
Training: 2025-04-05 18:53:49,721-Speed 389.64 samples/sec   Loss 1.2192 Epoch: 4   Global Step: 4350   Required: 4 hours
Training: 2025-04-05 18:54:06,147-Speed 389.61 samples/sec   Loss 1.2237 Epoch: 4   Global Step: 4400   Required: 4 hours
Training: 2025-04-05 18:54:22,575-Speed 389.58 samples/sec   Loss 1.2029 Epoch: 4   Global Step: 4450   Required: 4 hours
Training: 2025-04-05 18:54:38,995-Speed 389.77 samples/sec   Loss 1.2296 Epoch: 4   Global Step: 4500   Required: 4 hours
Training: 2025-04-05 18:54:55,419-Speed 389.68 samples/sec   Loss 1.1124 Epoch: 4   Global Step: 4550   Required: 4 hours
Training: 2025-04-05 18:55:11,845-Speed 389.62 samples/sec   Loss 1.1639 Epoch: 4   Global Step: 4600   Required: 4 hours
Training: 2025-04-05 18:55:28,265-Speed 389.79 samples/sec   Loss 1.1742 Epoch: 4   Global Step: 4650   Required: 4 hours
Training: 2025-04-05 18:56:01,685-[lfw][4685]XNorm: 20.052678
Training: 2025-04-05 18:56:01,685-[lfw][4685]Accuracy-Flip: 0.79983+-0.01379
Training: 2025-04-05 18:56:01,685-[lfw][4685]Accuracy-Highest: 0.80133
Training: 2025-04-05 18:56:27,210-[cfp_fp][4685]XNorm: 20.216679
Training: 2025-04-05 18:56:27,210-[cfp_fp][4685]Accuracy-Flip: 0.61371+-0.01989
Training: 2025-04-05 18:56:27,210-[cfp_fp][4685]Accuracy-Highest: 0.61771
Training: 2025-04-05 18:56:49,111-[agedb_30][4685]XNorm: 16.655096
Training: 2025-04-05 18:56:49,111-[agedb_30][4685]Accuracy-Flip: 0.50417+-0.01553
Training: 2025-04-05 18:56:49,111-[agedb_30][4685]Accuracy-Highest: 0.51667
Training: 2025-04-05 18:57:11,110-[calfw][4685]XNorm: 19.936597
Training: 2025-04-05 18:57:11,110-[calfw][4685]Accuracy-Flip: 0.64100+-0.01781
Training: 2025-04-05 18:57:11,110-[calfw][4685]Accuracy-Highest: 0.64100
Training: 2025-04-05 18:57:33,160-[cplfw][4685]XNorm: 17.698750
Training: 2025-04-05 18:57:33,160-[cplfw][4685]Accuracy-Flip: 0.62267+-0.02205
Training: 2025-04-05 18:57:33,160-[cplfw][4685]Accuracy-Highest: 0.62267
Training: 2025-04-05 18:57:38,226-Speed 49.25 samples/sec   Loss 1.0507 Epoch: 5   Global Step: 4700   Required: 4 hours
Training: 2025-04-05 18:57:54,635-Speed 390.05 samples/sec   Loss 0.8348 Epoch: 5   Global Step: 4750   Required: 4 hours
Training: 2025-04-05 18:58:11,039-Speed 390.14 samples/sec   Loss 0.8362 Epoch: 5   Global Step: 4800   Required: 4 hours
Training: 2025-04-05 18:58:27,447-Speed 390.06 samples/sec   Loss 0.8689 Epoch: 5   Global Step: 4850   Required: 4 hours
Training: 2025-04-05 18:58:43,859-Speed 389.95 samples/sec   Loss 0.8870 Epoch: 5   Global Step: 4900   Required: 4 hours
Training: 2025-04-05 18:59:00,268-Speed 390.03 samples/sec   Loss 0.9067 Epoch: 5   Global Step: 4950   Required: 4 hours
Training: 2025-04-05 18:59:16,684-Speed 389.89 samples/sec   Loss 0.8923 Epoch: 5   Global Step: 5000   Required: 4 hours
Training: 2025-04-05 18:59:33,098-Speed 389.91 samples/sec   Loss 0.9105 Epoch: 5   Global Step: 5050   Required: 4 hours
Training: 2025-04-05 18:59:49,509-Speed 389.98 samples/sec   Loss 0.8868 Epoch: 5   Global Step: 5100   Required: 4 hours
Training: 2025-04-05 19:00:05,921-Speed 389.96 samples/sec   Loss 0.8821 Epoch: 5   Global Step: 5150   Required: 4 hours
Training: 2025-04-05 19:00:22,336-Speed 389.89 samples/sec   Loss 0.8706 Epoch: 5   Global Step: 5200   Required: 4 hours
Training: 2025-04-05 19:00:38,751-Speed 389.89 samples/sec   Loss 0.8399 Epoch: 5   Global Step: 5250   Required: 4 hours
Training: 2025-04-05 19:00:55,168-Speed 389.85 samples/sec   Loss 0.8749 Epoch: 5   Global Step: 5300   Required: 4 hours
Training: 2025-04-05 19:01:11,593-Speed 389.65 samples/sec   Loss 0.9221 Epoch: 5   Global Step: 5350   Required: 4 hours
Training: 2025-04-05 19:01:28,015-Speed 389.74 samples/sec   Loss 0.8373 Epoch: 5   Global Step: 5400   Required: 4 hours
Training: 2025-04-05 19:01:44,438-Speed 389.70 samples/sec   Loss 0.8313 Epoch: 5   Global Step: 5450   Required: 4 hours
Training: 2025-04-05 19:02:00,863-Speed 389.66 samples/sec   Loss 0.8521 Epoch: 5   Global Step: 5500   Required: 4 hours
Training: 2025-04-05 19:02:17,284-Speed 389.74 samples/sec   Loss 0.8741 Epoch: 5   Global Step: 5550   Required: 4 hours
Training: 2025-04-05 19:02:33,708-Speed 389.69 samples/sec   Loss 0.8268 Epoch: 5   Global Step: 5600   Required: 4 hours
Training: 2025-04-05 19:03:02,837-[lfw][5622]XNorm: 20.488306
Training: 2025-04-05 19:03:02,838-[lfw][5622]Accuracy-Flip: 0.79400+-0.02142
Training: 2025-04-05 19:03:02,838-[lfw][5622]Accuracy-Highest: 0.80133
Training: 2025-04-05 19:03:28,351-[cfp_fp][5622]XNorm: 18.865250
Training: 2025-04-05 19:03:28,351-[cfp_fp][5622]Accuracy-Flip: 0.61786+-0.01824
Training: 2025-04-05 19:03:28,351-[cfp_fp][5622]Accuracy-Highest: 0.61786
Training: 2025-04-05 19:03:50,279-[agedb_30][5622]XNorm: 17.562677
Training: 2025-04-05 19:03:50,280-[agedb_30][5622]Accuracy-Flip: 0.50283+-0.01449
Training: 2025-04-05 19:03:50,280-[agedb_30][5622]Accuracy-Highest: 0.51667
Training: 2025-04-05 19:04:12,376-[calfw][5622]XNorm: 20.792527
Training: 2025-04-05 19:04:12,376-[calfw][5622]Accuracy-Flip: 0.62367+-0.01685
Training: 2025-04-05 19:04:12,376-[calfw][5622]Accuracy-Highest: 0.64100
Training: 2025-04-05 19:04:34,449-[cplfw][5622]XNorm: 17.902884
Training: 2025-04-05 19:04:34,449-[cplfw][5622]Accuracy-Flip: 0.61467+-0.01917
Training: 2025-04-05 19:04:34,449-[cplfw][5622]Accuracy-Highest: 0.62267
Training: 2025-04-05 19:04:43,851-Speed 49.18 samples/sec   Loss 0.7082 Epoch: 6   Global Step: 5650   Required: 4 hours
Training: 2025-04-05 19:05:00,251-Speed 390.24 samples/sec   Loss 0.6166 Epoch: 6   Global Step: 5700   Required: 4 hours
Training: 2025-04-05 19:05:16,656-Speed 390.12 samples/sec   Loss 0.6113 Epoch: 6   Global Step: 5750   Required: 4 hours
Training: 2025-04-05 19:05:33,069-Speed 389.94 samples/sec   Loss 0.6500 Epoch: 6   Global Step: 5800   Required: 4 hours
Training: 2025-04-05 19:05:49,481-Speed 389.97 samples/sec   Loss 0.6426 Epoch: 6   Global Step: 5850   Required: 4 hours
Training: 2025-04-05 19:06:05,898-Speed 389.85 samples/sec   Loss 0.6284 Epoch: 6   Global Step: 5900   Required: 4 hours
Training: 2025-04-05 19:06:22,314-Speed 389.86 samples/sec   Loss 0.6900 Epoch: 6   Global Step: 5950   Required: 4 hours
Training: 2025-04-05 19:06:38,733-Speed 389.80 samples/sec   Loss 0.6553 Epoch: 6   Global Step: 6000   Required: 4 hours
Training: 2025-04-05 19:06:55,154-Speed 389.76 samples/sec   Loss 0.6344 Epoch: 6   Global Step: 6050   Required: 4 hours
Training: 2025-04-05 19:07:11,581-Speed 389.60 samples/sec   Loss 0.6564 Epoch: 6   Global Step: 6100   Required: 4 hours
Training: 2025-04-05 19:07:28,005-Speed 389.68 samples/sec   Loss 0.6424 Epoch: 6   Global Step: 6150   Required: 4 hours
Training: 2025-04-05 19:07:44,428-Speed 389.70 samples/sec   Loss 0.6655 Epoch: 6   Global Step: 6200   Required: 4 hours
Training: 2025-04-05 19:08:00,853-Speed 389.65 samples/sec   Loss 0.6901 Epoch: 6   Global Step: 6250   Required: 4 hours
Training: 2025-04-05 19:08:17,275-Speed 389.72 samples/sec   Loss 0.6538 Epoch: 6   Global Step: 6300   Required: 4 hours
Training: 2025-04-05 19:08:33,693-Speed 389.83 samples/sec   Loss 0.6997 Epoch: 6   Global Step: 6350   Required: 4 hours
Training: 2025-04-05 19:08:50,113-Speed 389.76 samples/sec   Loss 0.6807 Epoch: 6   Global Step: 6400   Required: 4 hours
Training: 2025-04-05 19:09:06,530-Speed 389.84 samples/sec   Loss 0.6535 Epoch: 6   Global Step: 6450   Required: 4 hours
Training: 2025-04-05 19:09:22,949-Speed 389.79 samples/sec   Loss 0.6667 Epoch: 6   Global Step: 6500   Required: 4 hours
Training: 2025-04-05 19:09:39,367-Speed 389.82 samples/sec   Loss 0.6521 Epoch: 6   Global Step: 6550   Required: 4 hours
Training: 2025-04-05 19:10:04,264-[lfw][6559]XNorm: 19.335742
Training: 2025-04-05 19:10:04,264-[lfw][6559]Accuracy-Flip: 0.79400+-0.01705
Training: 2025-04-05 19:10:04,264-[lfw][6559]Accuracy-Highest: 0.80133
Training: 2025-04-05 19:10:29,821-[cfp_fp][6559]XNorm: 17.359542
Training: 2025-04-05 19:10:29,822-[cfp_fp][6559]Accuracy-Flip: 0.61343+-0.02219
Training: 2025-04-05 19:10:29,822-[cfp_fp][6559]Accuracy-Highest: 0.61786
Training: 2025-04-05 19:10:51,755-[agedb_30][6559]XNorm: 16.247019
Training: 2025-04-05 19:10:51,755-[agedb_30][6559]Accuracy-Flip: 0.51000+-0.01729
Training: 2025-04-05 19:10:51,755-[agedb_30][6559]Accuracy-Highest: 0.51667
Training: 2025-04-05 19:11:13,732-[calfw][6559]XNorm: 19.074601
Training: 2025-04-05 19:11:13,732-[calfw][6559]Accuracy-Flip: 0.64200+-0.01533
Training: 2025-04-05 19:11:13,732-[calfw][6559]Accuracy-Highest: 0.64200
Training: 2025-04-05 19:11:35,810-[cplfw][6559]XNorm: 16.656487
Training: 2025-04-05 19:11:35,811-[cplfw][6559]Accuracy-Flip: 0.62983+-0.01866
Training: 2025-04-05 19:11:35,811-[cplfw][6559]Accuracy-Highest: 0.62983
Training: 2025-04-05 19:11:49,413-Speed 49.21 samples/sec   Loss 0.5413 Epoch: 7   Global Step: 6600   Required: 4 hours
Training: 2025-04-05 19:12:05,812-Speed 390.27 samples/sec   Loss 0.4462 Epoch: 7   Global Step: 6650   Required: 4 hours
Training: 2025-04-05 19:12:22,215-Speed 390.17 samples/sec   Loss 0.4927 Epoch: 7   Global Step: 6700   Required: 4 hours
Training: 2025-04-05 19:12:38,621-Speed 390.11 samples/sec   Loss 0.4698 Epoch: 7   Global Step: 6750   Required: 4 hours
Training: 2025-04-05 19:12:55,033-Speed 389.96 samples/sec   Loss 0.5009 Epoch: 7   Global Step: 6800   Required: 4 hours
