Training: 2025-04-09 03:36:56,908-rank_id: 0
Training: 2025-04-09 03:50:22,843-Speed 388.92 samples/sec   Loss 8.0610 Epoch: 0   Global Step: 2350   Required: 10 hours
Training: 2025-04-09 03:50:39,299-Speed 388.92 samples/sec   Loss 7.8672 Epoch: 0   Global Step: 2400   Required: 10 hours
Training: 2025-04-09 03:50:55,756-Speed 388.89 samples/sec   Loss 7.6267 Epoch: 0   Global Step: 2450   Required: 10 hours
Training: 2025-04-09 03:51:12,219-Speed 388.76 samples/sec   Loss 7.4013 Epoch: 0   Global Step: 2500   Required: 10 hours
Training: 2025-04-09 03:51:28,678-Speed 388.83 samples/sec   Loss 7.2641 Epoch: 0   Global Step: 2550   Required: 10 hours
Training: 2025-04-09 03:51:45,134-Speed 388.94 samples/sec   Loss 7.1369 Epoch: 0   Global Step: 2600   Required: 10 hours
Training: 2025-04-09 03:52:01,587-Speed 388.98 samples/sec   Loss 6.8665 Epoch: 0   Global Step: 2650   Required: 10 hours
Training: 2025-04-09 03:52:18,046-Speed 388.85 samples/sec   Loss 6.5842 Epoch: 0   Global Step: 2700   Required: 10 hours
Training: 2025-04-09 03:52:34,501-Speed 388.94 samples/sec   Loss 6.4295 Epoch: 0   Global Step: 2750   Required: 10 hours
Training: 2025-04-09 03:52:50,953-Speed 389.02 samples/sec   Loss 6.3064 Epoch: 0   Global Step: 2800   Required: 10 hours
Training: 2025-04-09 03:53:17,429-[lfw][2812]XNorm: 21.583557
Training: 2025-04-09 03:53:17,430-[lfw][2812]Accuracy-Flip: 0.79167+-0.01376
Training: 2025-04-09 03:53:17,430-[lfw][2812]Accuracy-Highest: 0.79167
Training: 2025-04-09 03:53:42,932-[cfp_fp][2812]XNorm: 21.706640
Training: 2025-04-09 03:53:42,932-[cfp_fp][2812]Accuracy-Flip: 0.60786+-0.01929
Training: 2025-04-09 03:53:42,932-[cfp_fp][2812]Accuracy-Highest: 0.60786
Training: 2025-04-09 03:54:04,790-[agedb_30][2812]XNorm: 18.608334
Training: 2025-04-09 03:54:04,790-[agedb_30][2812]Accuracy-Flip: 0.50567+-0.01141
Training: 2025-04-09 03:54:04,790-[agedb_30][2812]Accuracy-Highest: 0.50567
Training: 2025-04-09 03:54:26,792-[calfw][2812]XNorm: 21.792224
Training: 2025-04-09 03:54:26,792-[calfw][2812]Accuracy-Flip: 0.63100+-0.01573
Training: 2025-04-09 03:54:26,792-[calfw][2812]Accuracy-Highest: 0.63100
Training: 2025-04-09 03:54:48,868-[cplfw][2812]XNorm: 19.411115
Training: 2025-04-09 03:54:48,868-[cplfw][2812]Accuracy-Flip: 0.60483+-0.01656
Training: 2025-04-09 03:54:48,868-[cplfw][2812]Accuracy-Highest: 0.60483
Training: 2025-04-09 03:55:01,564-Speed 49.00 samples/sec   Loss 5.5752 Epoch: 1   Global Step: 2850   Required: 11 hours
Training: 2025-04-09 03:55:17,995-Speed 389.52 samples/sec   Loss 5.5279 Epoch: 1   Global Step: 2900   Required: 11 hours
Training: 2025-04-09 03:55:34,431-Speed 389.39 samples/sec   Loss 5.3671 Epoch: 1   Global Step: 2950   Required: 11 hours
Training: 2025-04-09 03:55:50,872-Speed 389.25 samples/sec   Loss 5.4407 Epoch: 1   Global Step: 3000   Required: 11 hours
Training: 2025-04-09 03:56:07,316-Speed 389.21 samples/sec   Loss 5.3301 Epoch: 1   Global Step: 3050   Required: 11 hours
Training: 2025-04-09 03:56:23,761-Speed 389.17 samples/sec   Loss 5.2825 Epoch: 1   Global Step: 3100   Required: 11 hours
Training: 2025-04-09 03:56:40,205-Speed 389.21 samples/sec   Loss 5.0526 Epoch: 1   Global Step: 3150   Required: 11 hours
Training: 2025-04-09 03:56:56,650-Speed 389.18 samples/sec   Loss 5.0657 Epoch: 1   Global Step: 3200   Required: 11 hours
Training: 2025-04-09 03:57:13,092-Speed 389.26 samples/sec   Loss 4.9853 Epoch: 1   Global Step: 3250   Required: 11 hours
Training: 2025-04-09 03:57:29,535-Speed 389.23 samples/sec   Loss 4.8519 Epoch: 1   Global Step: 3300   Required: 11 hours
Training: 2025-04-09 03:57:45,980-Speed 389.17 samples/sec   Loss 4.7153 Epoch: 1   Global Step: 3350   Required: 11 hours
Training: 2025-04-09 03:58:02,420-Speed 389.29 samples/sec   Loss 4.5184 Epoch: 1   Global Step: 3400   Required: 11 hours
Training: 2025-04-09 03:58:18,865-Speed 389.19 samples/sec   Loss 4.4941 Epoch: 1   Global Step: 3450   Required: 11 hours
Training: 2025-04-09 03:58:35,309-Speed 389.20 samples/sec   Loss 4.5387 Epoch: 1   Global Step: 3500   Required: 11 hours
Training: 2025-04-09 03:58:51,753-Speed 389.20 samples/sec   Loss 4.4721 Epoch: 1   Global Step: 3550   Required: 11 hours
Training: 2025-04-09 03:59:08,196-Speed 389.22 samples/sec   Loss 4.3605 Epoch: 1   Global Step: 3600   Required: 11 hours
Training: 2025-04-09 03:59:24,640-Speed 389.21 samples/sec   Loss 4.1971 Epoch: 1   Global Step: 3650   Required: 11 hours
Training: 2025-04-09 03:59:41,084-Speed 389.19 samples/sec   Loss 4.1445 Epoch: 1   Global Step: 3700   Required: 11 hours
Training: 2025-04-09 03:59:57,527-Speed 389.24 samples/sec   Loss 4.0476 Epoch: 1   Global Step: 3750   Required: 11 hours
Training: 2025-04-09 04:00:13,967-Speed 389.29 samples/sec   Loss 4.1179 Epoch: 1   Global Step: 3800   Required: 11 hours
Training: 2025-04-09 04:00:30,410-Speed 389.21 samples/sec   Loss 4.0184 Epoch: 1   Global Step: 3850   Required: 11 hours
Training: 2025-04-09 04:00:46,849-Speed 389.33 samples/sec   Loss 3.9157 Epoch: 1   Global Step: 3900   Required: 11 hours
Training: 2025-04-09 04:01:03,291-Speed 389.25 samples/sec   Loss 3.8010 Epoch: 1   Global Step: 3950   Required: 11 hours
Training: 2025-04-09 04:01:19,734-Speed 389.21 samples/sec   Loss 3.8681 Epoch: 1   Global Step: 4000   Required: 11 hours
Training: 2025-04-09 04:01:36,175-Speed 389.29 samples/sec   Loss 3.7509 Epoch: 1   Global Step: 4050   Required: 11 hours
Training: 2025-04-09 04:01:52,615-Speed 389.28 samples/sec   Loss 3.6429 Epoch: 1   Global Step: 4100   Required: 11 hours
Training: 2025-04-09 04:02:09,055-Speed 389.30 samples/sec   Loss 3.6663 Epoch: 1   Global Step: 4150   Required: 11 hours
Training: 2025-04-09 04:02:25,495-Speed 389.30 samples/sec   Loss 3.5348 Epoch: 1   Global Step: 4200   Required: 11 hours
Training: 2025-04-09 04:02:41,936-Speed 389.27 samples/sec   Loss 3.3929 Epoch: 1   Global Step: 4250   Required: 11 hours
Training: 2025-04-09 04:02:58,374-Speed 389.34 samples/sec   Loss 3.4400 Epoch: 1   Global Step: 4300   Required: 11 hours
Training: 2025-04-09 04:03:14,812-Speed 389.36 samples/sec   Loss 3.4651 Epoch: 1   Global Step: 4350   Required: 11 hours
Training: 2025-04-09 04:03:31,249-Speed 389.36 samples/sec   Loss 3.3204 Epoch: 1   Global Step: 4400   Required: 11 hours
Training: 2025-04-09 04:03:47,688-Speed 389.32 samples/sec   Loss 3.2079 Epoch: 1   Global Step: 4450   Required: 11 hours
Training: 2025-04-09 04:04:04,122-Speed 389.45 samples/sec   Loss 3.1779 Epoch: 1   Global Step: 4500   Required: 11 hours
Training: 2025-04-09 04:04:20,557-Speed 389.40 samples/sec   Loss 3.1226 Epoch: 1   Global Step: 4550   Required: 11 hours
Training: 2025-04-09 04:04:36,993-Speed 389.39 samples/sec   Loss 3.0081 Epoch: 1   Global Step: 4600   Required: 11 hours
Training: 2025-04-09 04:04:53,430-Speed 389.37 samples/sec   Loss 2.9931 Epoch: 1   Global Step: 4650   Required: 11 hours
Training: 2025-04-09 04:05:09,865-Speed 389.42 samples/sec   Loss 2.9166 Epoch: 1   Global Step: 4700   Required: 11 hours
Training: 2025-04-09 04:05:26,299-Speed 389.45 samples/sec   Loss 3.0037 Epoch: 1   Global Step: 4750   Required: 11 hours
Training: 2025-04-09 04:05:42,734-Speed 389.41 samples/sec   Loss 2.9165 Epoch: 1   Global Step: 4800   Required: 11 hours
Training: 2025-04-09 04:05:59,164-Speed 389.52 samples/sec   Loss 2.9320 Epoch: 1   Global Step: 4850   Required: 11 hours
Training: 2025-04-09 04:06:15,599-Speed 389.42 samples/sec   Loss 2.8674 Epoch: 1   Global Step: 4900   Required: 11 hours
Training: 2025-04-09 04:06:32,033-Speed 389.44 samples/sec   Loss 2.8534 Epoch: 1   Global Step: 4950   Required: 11 hours
Training: 2025-04-09 04:06:48,468-Speed 389.41 samples/sec   Loss 2.7879 Epoch: 1   Global Step: 5000   Required: 11 hours
Training: 2025-04-09 04:07:04,901-Speed 389.47 samples/sec   Loss 2.7070 Epoch: 1   Global Step: 5050   Required: 11 hours
Training: 2025-04-09 04:07:21,330-Speed 389.56 samples/sec   Loss 2.7553 Epoch: 1   Global Step: 5100   Required: 10 hours
Training: 2025-04-09 04:07:37,766-Speed 389.38 samples/sec   Loss 2.6904 Epoch: 1   Global Step: 5150   Required: 10 hours
Training: 2025-04-09 04:07:54,197-Speed 389.51 samples/sec   Loss 2.6597 Epoch: 1   Global Step: 5200   Required: 10 hours
Training: 2025-04-09 04:08:10,630-Speed 389.48 samples/sec   Loss 2.6171 Epoch: 1   Global Step: 5250   Required: 10 hours
Training: 2025-04-09 04:08:27,069-Speed 389.31 samples/sec   Loss 2.6525 Epoch: 1   Global Step: 5300   Required: 10 hours
Training: 2025-04-09 04:08:43,510-Speed 389.27 samples/sec   Loss 2.5033 Epoch: 1   Global Step: 5350   Required: 10 hours
Training: 2025-04-09 04:08:59,953-Speed 389.22 samples/sec   Loss 2.4423 Epoch: 1   Global Step: 5400   Required: 10 hours
Training: 2025-04-09 04:09:16,395-Speed 389.27 samples/sec   Loss 2.4781 Epoch: 1   Global Step: 5450   Required: 10 hours
Training: 2025-04-09 04:09:32,829-Speed 389.42 samples/sec   Loss 2.4532 Epoch: 1   Global Step: 5500   Required: 10 hours
Training: 2025-04-09 04:09:49,260-Speed 389.51 samples/sec   Loss 2.4044 Epoch: 1   Global Step: 5550   Required: 10 hours
Training: 2025-04-09 04:10:05,692-Speed 389.49 samples/sec   Loss 2.3328 Epoch: 1   Global Step: 5600   Required: 10 hours
Training: 2025-04-09 04:10:35,524-[lfw][5624]XNorm: 22.033664
Training: 2025-04-09 04:10:35,524-[lfw][5624]Accuracy-Flip: 0.80783+-0.02277
Training: 2025-04-09 04:10:35,524-[lfw][5624]Accuracy-Highest: 0.80783
Training: 2025-04-09 04:11:01,087-[cfp_fp][5624]XNorm: 19.255827
Training: 2025-04-09 04:11:01,087-[cfp_fp][5624]Accuracy-Flip: 0.63386+-0.02058
Training: 2025-04-09 04:11:01,087-[cfp_fp][5624]Accuracy-Highest: 0.63386
Training: 2025-04-09 04:11:22,952-[agedb_30][5624]XNorm: 18.155552
Training: 2025-04-09 04:11:22,952-[agedb_30][5624]Accuracy-Flip: 0.51067+-0.01766
Training: 2025-04-09 04:11:22,952-[agedb_30][5624]Accuracy-Highest: 0.51067
Training: 2025-04-09 04:11:44,956-[calfw][5624]XNorm: 21.412237
Training: 2025-04-09 04:11:44,956-[calfw][5624]Accuracy-Flip: 0.64033+-0.01626
Training: 2025-04-09 04:11:44,956-[calfw][5624]Accuracy-Highest: 0.64033
Training: 2025-04-09 04:12:06,952-[cplfw][5624]XNorm: 18.962041
Training: 2025-04-09 04:12:06,952-[cplfw][5624]Accuracy-Flip: 0.61833+-0.01350
Training: 2025-04-09 04:12:06,952-[cplfw][5624]Accuracy-Highest: 0.61833
Training: 2025-04-09 04:12:15,671-Speed 49.24 samples/sec   Loss 2.2057 Epoch: 2   Global Step: 5650   Required: 11 hours
Training: 2025-04-09 04:12:32,085-Speed 389.92 samples/sec   Loss 1.9681 Epoch: 2   Global Step: 5700   Required: 11 hours
Training: 2025-04-09 04:12:48,506-Speed 389.75 samples/sec   Loss 1.9173 Epoch: 2   Global Step: 5750   Required: 11 hours
Training: 2025-04-09 04:13:04,931-Speed 389.65 samples/sec   Loss 1.9844 Epoch: 2   Global Step: 5800   Required: 11 hours
Training: 2025-04-09 04:13:21,362-Speed 389.50 samples/sec   Loss 1.9643 Epoch: 2   Global Step: 5850   Required: 11 hours
Training: 2025-04-09 04:13:37,793-Speed 389.51 samples/sec   Loss 2.0084 Epoch: 2   Global Step: 5900   Required: 11 hours
Training: 2025-04-09 04:13:54,228-Speed 389.42 samples/sec   Loss 1.9928 Epoch: 2   Global Step: 5950   Required: 11 hours
Training: 2025-04-09 04:14:10,663-Speed 389.42 samples/sec   Loss 1.9509 Epoch: 2   Global Step: 6000   Required: 11 hours
Training: 2025-04-09 04:14:27,096-Speed 389.47 samples/sec   Loss 1.9711 Epoch: 2   Global Step: 6050   Required: 11 hours
Training: 2025-04-09 04:14:43,526-Speed 389.54 samples/sec   Loss 1.9022 Epoch: 2   Global Step: 6100   Required: 11 hours
Training: 2025-04-09 04:14:59,955-Speed 389.54 samples/sec   Loss 1.9190 Epoch: 2   Global Step: 6150   Required: 11 hours
Training: 2025-04-09 04:15:16,389-Speed 389.44 samples/sec   Loss 1.9124 Epoch: 2   Global Step: 6200   Required: 11 hours
Training: 2025-04-09 04:15:32,826-Speed 389.37 samples/sec   Loss 1.8891 Epoch: 2   Global Step: 6250   Required: 11 hours
Training: 2025-04-09 04:15:49,268-Speed 389.25 samples/sec   Loss 1.8920 Epoch: 2   Global Step: 6300   Required: 11 hours
Training: 2025-04-09 04:16:05,707-Speed 389.32 samples/sec   Loss 1.8093 Epoch: 2   Global Step: 6350   Required: 11 hours
Training: 2025-04-09 04:16:22,145-Speed 389.36 samples/sec   Loss 1.9292 Epoch: 2   Global Step: 6400   Required: 11 hours
Training: 2025-04-09 04:16:38,582-Speed 389.36 samples/sec   Loss 1.8071 Epoch: 2   Global Step: 6450   Required: 11 hours
Training: 2025-04-09 04:16:55,021-Speed 389.33 samples/sec   Loss 1.8350 Epoch: 2   Global Step: 6500   Required: 11 hours
Training: 2025-04-09 04:17:11,461-Speed 389.29 samples/sec   Loss 1.8864 Epoch: 2   Global Step: 6550   Required: 11 hours
Training: 2025-04-09 04:17:27,899-Speed 389.35 samples/sec   Loss 1.8399 Epoch: 2   Global Step: 6600   Required: 11 hours
Training: 2025-04-09 04:17:44,338-Speed 389.33 samples/sec   Loss 1.8114 Epoch: 2   Global Step: 6650   Required: 11 hours
Training: 2025-04-09 04:18:00,783-Speed 389.18 samples/sec   Loss 1.8865 Epoch: 2   Global Step: 6700   Required: 11 hours
Training: 2025-04-09 04:18:17,219-Speed 389.39 samples/sec   Loss 1.7851 Epoch: 2   Global Step: 6750   Required: 11 hours
Training: 2025-04-09 04:18:33,652-Speed 389.46 samples/sec   Loss 1.7931 Epoch: 2   Global Step: 6800   Required: 11 hours
Training: 2025-04-09 04:18:50,084-Speed 389.48 samples/sec   Loss 1.7150 Epoch: 2   Global Step: 6850   Required: 11 hours
Training: 2025-04-09 04:19:06,519-Speed 389.42 samples/sec   Loss 1.7033 Epoch: 2   Global Step: 6900   Required: 11 hours
Training: 2025-04-09 04:19:22,952-Speed 389.46 samples/sec   Loss 1.8080 Epoch: 2   Global Step: 6950   Required: 11 hours
Training: 2025-04-09 04:19:39,385-Speed 389.46 samples/sec   Loss 1.6220 Epoch: 2   Global Step: 7000   Required: 11 hours
Training: 2025-04-09 04:19:55,819-Speed 389.45 samples/sec   Loss 1.7039 Epoch: 2   Global Step: 7050   Required: 11 hours
Training: 2025-04-09 04:20:12,254-Speed 389.43 samples/sec   Loss 1.7967 Epoch: 2   Global Step: 7100   Required: 11 hours
Training: 2025-04-09 04:20:28,687-Speed 389.45 samples/sec   Loss 1.6690 Epoch: 2   Global Step: 7150   Required: 11 hours
Training: 2025-04-09 04:20:45,121-Speed 389.44 samples/sec   Loss 1.7139 Epoch: 2   Global Step: 7200   Required: 11 hours
Training: 2025-04-09 04:21:01,558-Speed 389.36 samples/sec   Loss 1.6660 Epoch: 2   Global Step: 7250   Required: 11 hours
Training: 2025-04-09 04:21:17,995-Speed 389.38 samples/sec   Loss 1.6101 Epoch: 2   Global Step: 7300   Required: 11 hours
Training: 2025-04-09 04:21:34,436-Speed 389.27 samples/sec   Loss 1.6440 Epoch: 2   Global Step: 7350   Required: 11 hours
Training: 2025-04-09 04:21:50,872-Speed 389.39 samples/sec   Loss 1.6179 Epoch: 2   Global Step: 7400   Required: 11 hours
Training: 2025-04-09 04:22:07,306-Speed 389.43 samples/sec   Loss 1.6745 Epoch: 2   Global Step: 7450   Required: 10 hours
Training: 2025-04-09 04:22:23,744-Speed 389.36 samples/sec   Loss 1.5978 Epoch: 2   Global Step: 7500   Required: 10 hours
Training: 2025-04-09 04:22:40,177-Speed 389.45 samples/sec   Loss 1.5737 Epoch: 2   Global Step: 7550   Required: 10 hours
Training: 2025-04-09 04:22:56,611-Speed 389.44 samples/sec   Loss 1.5839 Epoch: 2   Global Step: 7600   Required: 10 hours
Training: 2025-04-09 04:23:13,046-Speed 389.42 samples/sec   Loss 1.5451 Epoch: 2   Global Step: 7650   Required: 10 hours
Training: 2025-04-09 04:23:29,480-Speed 389.44 samples/sec   Loss 1.6097 Epoch: 2   Global Step: 7700   Required: 10 hours
Training: 2025-04-09 04:23:45,912-Speed 389.49 samples/sec   Loss 1.5755 Epoch: 2   Global Step: 7750   Required: 10 hours
Training: 2025-04-09 04:24:02,349-Speed 389.36 samples/sec   Loss 1.5095 Epoch: 2   Global Step: 7800   Required: 10 hours
Training: 2025-04-09 04:24:18,785-Speed 389.40 samples/sec   Loss 1.5334 Epoch: 2   Global Step: 7850   Required: 10 hours
Training: 2025-04-09 04:24:35,217-Speed 389.49 samples/sec   Loss 1.5064 Epoch: 2   Global Step: 7900   Required: 10 hours
Training: 2025-04-09 04:24:51,652-Speed 389.41 samples/sec   Loss 1.5179 Epoch: 2   Global Step: 7950   Required: 10 hours
Training: 2025-04-09 04:25:08,083-Speed 389.53 samples/sec   Loss 1.5387 Epoch: 2   Global Step: 8000   Required: 10 hours
Training: 2025-04-09 04:25:24,514-Speed 389.50 samples/sec   Loss 1.4656 Epoch: 2   Global Step: 8050   Required: 10 hours
Training: 2025-04-09 04:25:40,946-Speed 389.49 samples/sec   Loss 1.5184 Epoch: 2   Global Step: 8100   Required: 10 hours
Training: 2025-04-09 04:25:57,374-Speed 389.58 samples/sec   Loss 1.4747 Epoch: 2   Global Step: 8150   Required: 10 hours
Training: 2025-04-09 04:26:13,807-Speed 389.48 samples/sec   Loss 1.5259 Epoch: 2   Global Step: 8200   Required: 10 hours
Training: 2025-04-09 04:26:30,239-Speed 389.47 samples/sec   Loss 1.4408 Epoch: 2   Global Step: 8250   Required: 10 hours
Training: 2025-04-09 04:26:46,671-Speed 389.51 samples/sec   Loss 1.3920 Epoch: 2   Global Step: 8300   Required: 10 hours
Training: 2025-04-09 04:27:03,103-Speed 389.47 samples/sec   Loss 1.4865 Epoch: 2   Global Step: 8350   Required: 10 hours
Training: 2025-04-09 04:27:19,538-Speed 389.44 samples/sec   Loss 1.4217 Epoch: 2   Global Step: 8400   Required: 10 hours
Training: 2025-04-09 04:27:53,278-[lfw][8436]XNorm: 17.639806
Training: 2025-04-09 04:27:53,278-[lfw][8436]Accuracy-Flip: 0.81133+-0.02233
Training: 2025-04-09 04:27:53,278-[lfw][8436]Accuracy-Highest: 0.81133
Training: 2025-04-09 04:28:18,761-[cfp_fp][8436]XNorm: 15.514046
Training: 2025-04-09 04:28:18,761-[cfp_fp][8436]Accuracy-Flip: 0.62371+-0.02341
Training: 2025-04-09 04:28:18,761-[cfp_fp][8436]Accuracy-Highest: 0.63386
Training: 2025-04-09 04:28:40,610-[agedb_30][8436]XNorm: 14.118147
Training: 2025-04-09 04:28:40,611-[agedb_30][8436]Accuracy-Flip: 0.51833+-0.01959
Training: 2025-04-09 04:28:40,611-[agedb_30][8436]Accuracy-Highest: 0.51833
Training: 2025-04-09 04:29:02,532-[calfw][8436]XNorm: 17.608771
Training: 2025-04-09 04:29:02,532-[calfw][8436]Accuracy-Flip: 0.64050+-0.01408
Training: 2025-04-09 04:29:02,532-[calfw][8436]Accuracy-Highest: 0.64050
Training: 2025-04-09 04:29:24,574-[cplfw][8436]XNorm: 15.173975
Training: 2025-04-09 04:29:24,574-[cplfw][8436]Accuracy-Flip: 0.62700+-0.01680
Training: 2025-04-09 04:29:24,574-[cplfw][8436]Accuracy-Highest: 0.62700
Training: 2025-04-09 04:29:29,331-Speed 49.31 samples/sec   Loss 1.3071 Epoch: 3   Global Step: 8450   Required: 11 hours
Training: 2025-04-09 04:29:45,741-Speed 390.03 samples/sec   Loss 1.1497 Epoch: 3   Global Step: 8500   Required: 11 hours
Training: 2025-04-09 04:30:02,163-Speed 389.72 samples/sec   Loss 1.1302 Epoch: 3   Global Step: 8550   Required: 11 hours
Training: 2025-04-09 04:30:18,591-Speed 389.59 samples/sec   Loss 1.1181 Epoch: 3   Global Step: 8600   Required: 11 hours
Training: 2025-04-09 04:30:35,020-Speed 389.55 samples/sec   Loss 1.1961 Epoch: 3   Global Step: 8650   Required: 11 hours
Training: 2025-04-09 04:30:51,450-Speed 389.52 samples/sec   Loss 1.1458 Epoch: 3   Global Step: 8700   Required: 11 hours
Training: 2025-04-09 04:31:07,881-Speed 389.52 samples/sec   Loss 1.1708 Epoch: 3   Global Step: 8750   Required: 11 hours
