Training: 2025-04-09 15:09:23,895-rank_id: 0
Training: 2025-04-09 15:16:47,286-Speed 388.97 samples/sec   Loss 15.3454 Epoch: 0   Global Step: 1250   Required: 10 hours
Training: 2025-04-09 15:17:03,738-Speed 389.01 samples/sec   Loss 14.8956 Epoch: 0   Global Step: 1300   Required: 10 hours
Training: 2025-04-09 15:17:20,192-Speed 388.98 samples/sec   Loss 14.5189 Epoch: 0   Global Step: 1350   Required: 10 hours
Training: 2025-04-09 15:17:36,640-Speed 389.10 samples/sec   Loss 13.9998 Epoch: 0   Global Step: 1400   Required: 10 hours
Training: 2025-04-09 15:17:53,091-Speed 389.05 samples/sec   Loss 13.7322 Epoch: 0   Global Step: 1450   Required: 10 hours
Training: 2025-04-09 15:18:09,539-Speed 389.11 samples/sec   Loss 13.1482 Epoch: 0   Global Step: 1500   Required: 10 hours
Training: 2025-04-09 15:18:25,986-Speed 389.12 samples/sec   Loss 12.6420 Epoch: 0   Global Step: 1550   Required: 10 hours
Training: 2025-04-09 15:18:42,434-Speed 389.10 samples/sec   Loss 12.4297 Epoch: 0   Global Step: 1600   Required: 10 hours
Training: 2025-04-09 15:18:58,884-Speed 389.07 samples/sec   Loss 11.8140 Epoch: 0   Global Step: 1650   Required: 10 hours
Training: 2025-04-09 15:19:15,331-Speed 389.14 samples/sec   Loss 11.5908 Epoch: 0   Global Step: 1700   Required: 10 hours
Training: 2025-04-09 15:19:31,779-Speed 389.10 samples/sec   Loss 11.3272 Epoch: 0   Global Step: 1750   Required: 10 hours
Training: 2025-04-09 15:19:48,229-Speed 389.06 samples/sec   Loss 10.8538 Epoch: 0   Global Step: 1800   Required: 10 hours
Training: 2025-04-09 15:20:04,686-Speed 388.90 samples/sec   Loss 10.5658 Epoch: 0   Global Step: 1850   Required: 10 hours
Training: 2025-04-09 15:20:21,137-Speed 389.03 samples/sec   Loss 10.2698 Epoch: 0   Global Step: 1900   Required: 10 hours
Training: 2025-04-09 15:20:37,587-Speed 389.07 samples/sec   Loss 10.0010 Epoch: 0   Global Step: 1950   Required: 10 hours
Training: 2025-04-09 15:20:54,036-Speed 389.08 samples/sec   Loss 9.8509 Epoch: 0   Global Step: 2000   Required: 10 hours
Training: 2025-04-09 15:21:10,484-Speed 389.12 samples/sec   Loss 9.3277 Epoch: 0   Global Step: 2050   Required: 10 hours
Training: 2025-04-09 15:21:26,935-Speed 389.04 samples/sec   Loss 8.9794 Epoch: 0   Global Step: 2100   Required: 10 hours
Training: 2025-04-09 15:21:43,388-Speed 388.99 samples/sec   Loss 8.7798 Epoch: 0   Global Step: 2150   Required: 10 hours
Training: 2025-04-09 15:21:59,842-Speed 388.96 samples/sec   Loss 8.5380 Epoch: 0   Global Step: 2200   Required: 10 hours
Training: 2025-04-09 15:22:16,293-Speed 389.03 samples/sec   Loss 8.2280 Epoch: 0   Global Step: 2250   Required: 10 hours
Training: 2025-04-09 15:22:32,740-Speed 389.13 samples/sec   Loss 8.1472 Epoch: 0   Global Step: 2300   Required: 10 hours
Training: 2025-04-09 15:22:49,183-Speed 389.23 samples/sec   Loss 7.7972 Epoch: 0   Global Step: 2350   Required: 10 hours
Training: 2025-04-09 15:23:05,631-Speed 389.10 samples/sec   Loss 7.7862 Epoch: 0   Global Step: 2400   Required: 10 hours
Training: 2025-04-09 15:23:22,081-Speed 389.07 samples/sec   Loss 7.4666 Epoch: 0   Global Step: 2450   Required: 10 hours
Training: 2025-04-09 15:23:38,529-Speed 389.11 samples/sec   Loss 7.3772 Epoch: 0   Global Step: 2500   Required: 10 hours
Training: 2025-04-09 15:23:54,975-Speed 389.16 samples/sec   Loss 7.0491 Epoch: 0   Global Step: 2550   Required: 10 hours
Training: 2025-04-09 15:24:11,421-Speed 389.16 samples/sec   Loss 6.8866 Epoch: 0   Global Step: 2600   Required: 10 hours
Training: 2025-04-09 15:24:27,869-Speed 389.11 samples/sec   Loss 6.7666 Epoch: 0   Global Step: 2650   Required: 10 hours
Training: 2025-04-09 15:24:44,321-Speed 389.03 samples/sec   Loss 6.4568 Epoch: 0   Global Step: 2700   Required: 10 hours
Training: 2025-04-09 15:25:00,772-Speed 389.04 samples/sec   Loss 6.3917 Epoch: 0   Global Step: 2750   Required: 10 hours
Training: 2025-04-09 15:25:17,222-Speed 389.05 samples/sec   Loss 6.2197 Epoch: 0   Global Step: 2800   Required: 10 hours
Training: 2025-04-09 15:25:43,435-[lfw][2812]XNorm: 20.961795
Training: 2025-04-09 15:25:43,435-[lfw][2812]Accuracy-Flip: 0.79383+-0.01493
Training: 2025-04-09 15:25:43,435-[lfw][2812]Accuracy-Highest: 0.79383
Training: 2025-04-09 15:26:08,978-[cfp_fp][2812]XNorm: 19.028382
Training: 2025-04-09 15:26:08,978-[cfp_fp][2812]Accuracy-Flip: 0.61057+-0.01879
Training: 2025-04-09 15:26:08,978-[cfp_fp][2812]Accuracy-Highest: 0.61057
Training: 2025-04-09 15:26:30,964-[agedb_30][2812]XNorm: 17.891858
Training: 2025-04-09 15:26:30,964-[agedb_30][2812]Accuracy-Flip: 0.50850+-0.01203
Training: 2025-04-09 15:26:30,964-[agedb_30][2812]Accuracy-Highest: 0.50850
Training: 2025-04-09 15:26:53,011-[calfw][2812]XNorm: 20.940587
Training: 2025-04-09 15:26:53,011-[calfw][2812]Accuracy-Flip: 0.64200+-0.01229
Training: 2025-04-09 15:26:53,011-[calfw][2812]Accuracy-Highest: 0.64200
Training: 2025-04-09 15:27:15,171-[cplfw][2812]XNorm: 18.697369
Training: 2025-04-09 15:27:15,171-[cplfw][2812]Accuracy-Flip: 0.60983+-0.01691
Training: 2025-04-09 15:27:15,171-[cplfw][2812]Accuracy-Highest: 0.60983
Training: 2025-04-09 15:27:27,868-Speed 48.99 samples/sec   Loss 5.6522 Epoch: 1   Global Step: 2850   Required: 11 hours
Training: 2025-04-09 15:27:44,301-Speed 389.47 samples/sec   Loss 5.3560 Epoch: 1   Global Step: 2900   Required: 11 hours
Training: 2025-04-09 15:28:00,735-Speed 389.44 samples/sec   Loss 5.4387 Epoch: 1   Global Step: 2950   Required: 11 hours
Training: 2025-04-09 15:28:17,174-Speed 389.31 samples/sec   Loss 5.2267 Epoch: 1   Global Step: 3000   Required: 11 hours
Training: 2025-04-09 15:28:33,618-Speed 389.20 samples/sec   Loss 5.1776 Epoch: 1   Global Step: 3050   Required: 11 hours
Training: 2025-04-09 15:28:50,061-Speed 389.23 samples/sec   Loss 5.0856 Epoch: 1   Global Step: 3100   Required: 11 hours
Training: 2025-04-09 15:29:06,507-Speed 389.16 samples/sec   Loss 4.9627 Epoch: 1   Global Step: 3150   Required: 11 hours
Training: 2025-04-09 15:29:22,950-Speed 389.23 samples/sec   Loss 4.9456 Epoch: 1   Global Step: 3200   Required: 11 hours
Training: 2025-04-09 15:29:39,388-Speed 389.33 samples/sec   Loss 4.8722 Epoch: 1   Global Step: 3250   Required: 11 hours
Training: 2025-04-09 15:29:55,837-Speed 389.09 samples/sec   Loss 4.6826 Epoch: 1   Global Step: 3300   Required: 11 hours
Training: 2025-04-09 15:30:12,289-Speed 389.02 samples/sec   Loss 4.7423 Epoch: 1   Global Step: 3350   Required: 11 hours
Training: 2025-04-09 15:30:28,735-Speed 389.13 samples/sec   Loss 4.5926 Epoch: 1   Global Step: 3400   Required: 11 hours
Training: 2025-04-09 15:30:45,184-Speed 389.11 samples/sec   Loss 4.4469 Epoch: 1   Global Step: 3450   Required: 11 hours
Training: 2025-04-09 15:31:01,627-Speed 389.21 samples/sec   Loss 4.4528 Epoch: 1   Global Step: 3500   Required: 11 hours
Training: 2025-04-09 15:31:18,074-Speed 389.15 samples/sec   Loss 4.4793 Epoch: 1   Global Step: 3550   Required: 11 hours
Training: 2025-04-09 15:31:34,523-Speed 389.08 samples/sec   Loss 4.0942 Epoch: 1   Global Step: 3600   Required: 11 hours
Training: 2025-04-09 15:31:50,972-Speed 389.09 samples/sec   Loss 4.1248 Epoch: 1   Global Step: 3650   Required: 11 hours
Training: 2025-04-09 15:32:07,415-Speed 389.21 samples/sec   Loss 4.1689 Epoch: 1   Global Step: 3700   Required: 11 hours
Training: 2025-04-09 15:32:23,866-Speed 389.05 samples/sec   Loss 4.0407 Epoch: 1   Global Step: 3750   Required: 11 hours
Training: 2025-04-09 15:32:40,316-Speed 389.07 samples/sec   Loss 3.9627 Epoch: 1   Global Step: 3800   Required: 11 hours
Training: 2025-04-09 15:32:56,762-Speed 389.14 samples/sec   Loss 3.8824 Epoch: 1   Global Step: 3850   Required: 11 hours
Training: 2025-04-09 15:33:13,207-Speed 389.19 samples/sec   Loss 3.8217 Epoch: 1   Global Step: 3900   Required: 11 hours
Training: 2025-04-09 15:33:29,649-Speed 389.24 samples/sec   Loss 3.7690 Epoch: 1   Global Step: 3950   Required: 11 hours
Training: 2025-04-09 15:33:46,086-Speed 389.38 samples/sec   Loss 3.6381 Epoch: 1   Global Step: 4000   Required: 11 hours
Training: 2025-04-09 15:34:02,525-Speed 389.32 samples/sec   Loss 3.6715 Epoch: 1   Global Step: 4050   Required: 11 hours
Training: 2025-04-09 15:34:18,965-Speed 389.30 samples/sec   Loss 3.5629 Epoch: 1   Global Step: 4100   Required: 11 hours
Training: 2025-04-09 15:34:35,398-Speed 389.45 samples/sec   Loss 3.5591 Epoch: 1   Global Step: 4150   Required: 11 hours
Training: 2025-04-09 15:34:51,835-Speed 389.37 samples/sec   Loss 3.5032 Epoch: 1   Global Step: 4200   Required: 11 hours
Training: 2025-04-09 15:35:08,271-Speed 389.39 samples/sec   Loss 3.4252 Epoch: 1   Global Step: 4250   Required: 11 hours
Training: 2025-04-09 15:35:24,715-Speed 389.21 samples/sec   Loss 3.4558 Epoch: 1   Global Step: 4300   Required: 11 hours
Training: 2025-04-09 15:35:41,163-Speed 389.10 samples/sec   Loss 3.2714 Epoch: 1   Global Step: 4350   Required: 11 hours
Training: 2025-04-09 15:35:57,608-Speed 389.18 samples/sec   Loss 3.2787 Epoch: 1   Global Step: 4400   Required: 11 hours
Training: 2025-04-09 15:36:14,056-Speed 389.11 samples/sec   Loss 3.2142 Epoch: 1   Global Step: 4450   Required: 11 hours
Training: 2025-04-09 15:36:30,505-Speed 389.08 samples/sec   Loss 3.1703 Epoch: 1   Global Step: 4500   Required: 11 hours
Training: 2025-04-09 15:36:46,951-Speed 389.15 samples/sec   Loss 3.1697 Epoch: 1   Global Step: 4550   Required: 11 hours
Training: 2025-04-09 15:37:03,398-Speed 389.12 samples/sec   Loss 3.1102 Epoch: 1   Global Step: 4600   Required: 11 hours
Training: 2025-04-09 15:37:19,846-Speed 389.12 samples/sec   Loss 3.0120 Epoch: 1   Global Step: 4650   Required: 11 hours
Training: 2025-04-09 15:37:36,290-Speed 389.19 samples/sec   Loss 3.0800 Epoch: 1   Global Step: 4700   Required: 11 hours
Training: 2025-04-09 15:37:52,736-Speed 389.16 samples/sec   Loss 2.9295 Epoch: 1   Global Step: 4750   Required: 11 hours
Training: 2025-04-09 15:38:09,179-Speed 389.24 samples/sec   Loss 2.9589 Epoch: 1   Global Step: 4800   Required: 11 hours
Training: 2025-04-09 15:38:25,622-Speed 389.23 samples/sec   Loss 2.8741 Epoch: 1   Global Step: 4850   Required: 11 hours
Training: 2025-04-09 15:38:42,064-Speed 389.24 samples/sec   Loss 2.8748 Epoch: 1   Global Step: 4900   Required: 11 hours
Training: 2025-04-09 15:38:58,507-Speed 389.22 samples/sec   Loss 2.8376 Epoch: 1   Global Step: 4950   Required: 11 hours
Training: 2025-04-09 15:39:14,955-Speed 389.13 samples/sec   Loss 2.7353 Epoch: 1   Global Step: 5000   Required: 11 hours
Training: 2025-04-09 15:39:31,401-Speed 389.15 samples/sec   Loss 2.7015 Epoch: 1   Global Step: 5050   Required: 11 hours
Training: 2025-04-09 15:39:47,847-Speed 389.15 samples/sec   Loss 2.6677 Epoch: 1   Global Step: 5100   Required: 10 hours
Training: 2025-04-09 15:40:04,290-Speed 389.25 samples/sec   Loss 2.6238 Epoch: 1   Global Step: 5150   Required: 10 hours
Training: 2025-04-09 15:40:20,732-Speed 389.24 samples/sec   Loss 2.6285 Epoch: 1   Global Step: 5200   Required: 10 hours
Training: 2025-04-09 15:40:37,179-Speed 389.14 samples/sec   Loss 2.5589 Epoch: 1   Global Step: 5250   Required: 10 hours
Training: 2025-04-09 15:40:53,626-Speed 389.13 samples/sec   Loss 2.5498 Epoch: 1   Global Step: 5300   Required: 10 hours
Training: 2025-04-09 15:41:10,073-Speed 389.13 samples/sec   Loss 2.4861 Epoch: 1   Global Step: 5350   Required: 10 hours
Training: 2025-04-09 15:41:26,522-Speed 389.08 samples/sec   Loss 2.5150 Epoch: 1   Global Step: 5400   Required: 10 hours
Training: 2025-04-09 15:41:42,966-Speed 389.22 samples/sec   Loss 2.4577 Epoch: 1   Global Step: 5450   Required: 10 hours
Training: 2025-04-09 15:41:59,409-Speed 389.22 samples/sec   Loss 2.3880 Epoch: 1   Global Step: 5500   Required: 10 hours
Training: 2025-04-09 15:42:15,860-Speed 389.04 samples/sec   Loss 2.4281 Epoch: 1   Global Step: 5550   Required: 10 hours
Training: 2025-04-09 15:42:32,305-Speed 389.17 samples/sec   Loss 2.3262 Epoch: 1   Global Step: 5600   Required: 10 hours
Training: 2025-04-09 15:43:02,201-[lfw][5624]XNorm: 19.211605
Training: 2025-04-09 15:43:02,201-[lfw][5624]Accuracy-Flip: 0.79883+-0.01677
Training: 2025-04-09 15:43:02,201-[lfw][5624]Accuracy-Highest: 0.79883
Training: 2025-04-09 15:43:27,972-[cfp_fp][5624]XNorm: 17.105365
Training: 2025-04-09 15:43:27,972-[cfp_fp][5624]Accuracy-Flip: 0.62671+-0.02406
Training: 2025-04-09 15:43:27,972-[cfp_fp][5624]Accuracy-Highest: 0.62671
Training: 2025-04-09 15:43:49,993-[agedb_30][5624]XNorm: 16.370908
Training: 2025-04-09 15:43:49,994-[agedb_30][5624]Accuracy-Flip: 0.51783+-0.02180
Training: 2025-04-09 15:43:49,994-[agedb_30][5624]Accuracy-Highest: 0.51783
Training: 2025-04-09 15:44:12,100-[calfw][5624]XNorm: 19.322801
Training: 2025-04-09 15:44:12,100-[calfw][5624]Accuracy-Flip: 0.64450+-0.01478
Training: 2025-04-09 15:44:12,100-[calfw][5624]Accuracy-Highest: 0.64450
Training: 2025-04-09 15:44:34,105-[cplfw][5624]XNorm: 16.732360
Training: 2025-04-09 15:44:34,105-[cplfw][5624]Accuracy-Flip: 0.61767+-0.00972
Training: 2025-04-09 15:44:34,105-[cplfw][5624]Accuracy-Highest: 0.61767
Training: 2025-04-09 15:44:42,825-Speed 49.03 samples/sec   Loss 2.1036 Epoch: 2   Global Step: 5650   Required: 11 hours
Training: 2025-04-09 15:44:59,251-Speed 389.61 samples/sec   Loss 1.9835 Epoch: 2   Global Step: 5700   Required: 11 hours
Training: 2025-04-09 15:45:15,680-Speed 389.57 samples/sec   Loss 1.9947 Epoch: 2   Global Step: 5750   Required: 11 hours
Training: 2025-04-09 15:45:32,115-Speed 389.41 samples/sec   Loss 1.9413 Epoch: 2   Global Step: 5800   Required: 11 hours
Training: 2025-04-09 15:45:48,554-Speed 389.32 samples/sec   Loss 1.9319 Epoch: 2   Global Step: 5850   Required: 11 hours
Training: 2025-04-09 15:46:04,995-Speed 389.27 samples/sec   Loss 1.9647 Epoch: 2   Global Step: 5900   Required: 11 hours
Training: 2025-04-09 15:46:21,436-Speed 389.27 samples/sec   Loss 1.9832 Epoch: 2   Global Step: 5950   Required: 11 hours
Training: 2025-04-09 15:46:37,881-Speed 389.18 samples/sec   Loss 1.9187 Epoch: 2   Global Step: 6000   Required: 11 hours
Training: 2025-04-09 15:46:54,322-Speed 389.28 samples/sec   Loss 1.8807 Epoch: 2   Global Step: 6050   Required: 11 hours
Training: 2025-04-09 15:47:10,760-Speed 389.34 samples/sec   Loss 1.9426 Epoch: 2   Global Step: 6100   Required: 11 hours
Training: 2025-04-09 15:47:27,198-Speed 389.36 samples/sec   Loss 1.9006 Epoch: 2   Global Step: 6150   Required: 11 hours
Training: 2025-04-09 15:47:43,633-Speed 389.40 samples/sec   Loss 1.8843 Epoch: 2   Global Step: 6200   Required: 11 hours
Training: 2025-04-09 15:48:00,078-Speed 389.18 samples/sec   Loss 1.7970 Epoch: 2   Global Step: 6250   Required: 11 hours
Training: 2025-04-09 15:48:16,523-Speed 389.18 samples/sec   Loss 1.8348 Epoch: 2   Global Step: 6300   Required: 11 hours
Training: 2025-04-09 15:48:32,968-Speed 389.18 samples/sec   Loss 1.8662 Epoch: 2   Global Step: 6350   Required: 11 hours
Training: 2025-04-09 15:48:49,410-Speed 389.24 samples/sec   Loss 1.8611 Epoch: 2   Global Step: 6400   Required: 11 hours
Training: 2025-04-09 15:49:05,855-Speed 389.20 samples/sec   Loss 1.7769 Epoch: 2   Global Step: 6450   Required: 11 hours
Training: 2025-04-09 15:49:22,301-Speed 389.14 samples/sec   Loss 1.8328 Epoch: 2   Global Step: 6500   Required: 11 hours
Training: 2025-04-09 15:49:38,744-Speed 389.23 samples/sec   Loss 1.8207 Epoch: 2   Global Step: 6550   Required: 11 hours
Training: 2025-04-09 15:49:55,186-Speed 389.26 samples/sec   Loss 1.7476 Epoch: 2   Global Step: 6600   Required: 11 hours
Training: 2025-04-09 15:50:11,624-Speed 389.33 samples/sec   Loss 1.7341 Epoch: 2   Global Step: 6650   Required: 11 hours
Training: 2025-04-09 15:50:28,068-Speed 389.20 samples/sec   Loss 1.7744 Epoch: 2   Global Step: 6700   Required: 11 hours
Training: 2025-04-09 15:50:44,514-Speed 389.17 samples/sec   Loss 1.7939 Epoch: 2   Global Step: 6750   Required: 11 hours
Training: 2025-04-09 15:51:00,953-Speed 389.33 samples/sec   Loss 1.7624 Epoch: 2   Global Step: 6800   Required: 11 hours
Training: 2025-04-09 15:51:17,391-Speed 389.34 samples/sec   Loss 1.6819 Epoch: 2   Global Step: 6850   Required: 11 hours
Training: 2025-04-09 15:51:33,828-Speed 389.36 samples/sec   Loss 1.7098 Epoch: 2   Global Step: 6900   Required: 11 hours
Training: 2025-04-09 15:51:50,268-Speed 389.31 samples/sec   Loss 1.7562 Epoch: 2   Global Step: 6950   Required: 11 hours
Training: 2025-04-09 15:52:06,709-Speed 389.26 samples/sec   Loss 1.6699 Epoch: 2   Global Step: 7000   Required: 11 hours
Training: 2025-04-09 15:52:23,148-Speed 389.32 samples/sec   Loss 1.6401 Epoch: 2   Global Step: 7050   Required: 11 hours
Training: 2025-04-09 15:52:39,589-Speed 389.27 samples/sec   Loss 1.6275 Epoch: 2   Global Step: 7100   Required: 11 hours
Training: 2025-04-09 15:52:56,032-Speed 389.25 samples/sec   Loss 1.6029 Epoch: 2   Global Step: 7150   Required: 11 hours
Training: 2025-04-09 15:53:12,470-Speed 389.34 samples/sec   Loss 1.6513 Epoch: 2   Global Step: 7200   Required: 11 hours
Training: 2025-04-09 15:53:28,911-Speed 389.28 samples/sec   Loss 1.6659 Epoch: 2   Global Step: 7250   Required: 11 hours
Training: 2025-04-09 15:53:45,348-Speed 389.36 samples/sec   Loss 1.6763 Epoch: 2   Global Step: 7300   Required: 11 hours
Training: 2025-04-09 15:54:01,790-Speed 389.24 samples/sec   Loss 1.6793 Epoch: 2   Global Step: 7350   Required: 11 hours
Training: 2025-04-09 15:54:18,231-Speed 389.28 samples/sec   Loss 1.6241 Epoch: 2   Global Step: 7400   Required: 11 hours
Training: 2025-04-09 15:54:34,675-Speed 389.21 samples/sec   Loss 1.6407 Epoch: 2   Global Step: 7450   Required: 11 hours
Training: 2025-04-09 15:54:51,119-Speed 389.20 samples/sec   Loss 1.5826 Epoch: 2   Global Step: 7500   Required: 10 hours
Training: 2025-04-09 15:55:07,566-Speed 389.14 samples/sec   Loss 1.4814 Epoch: 2   Global Step: 7550   Required: 10 hours
Training: 2025-04-09 15:55:24,007-Speed 389.26 samples/sec   Loss 1.5700 Epoch: 2   Global Step: 7600   Required: 10 hours
Training: 2025-04-09 15:55:40,449-Speed 389.26 samples/sec   Loss 1.5083 Epoch: 2   Global Step: 7650   Required: 10 hours
Training: 2025-04-09 15:55:56,890-Speed 389.26 samples/sec   Loss 1.4703 Epoch: 2   Global Step: 7700   Required: 10 hours
Training: 2025-04-09 15:56:13,331-Speed 389.27 samples/sec   Loss 1.4877 Epoch: 2   Global Step: 7750   Required: 10 hours
Training: 2025-04-09 15:56:29,772-Speed 389.27 samples/sec   Loss 1.5677 Epoch: 2   Global Step: 7800   Required: 10 hours
Training: 2025-04-09 15:56:46,213-Speed 389.28 samples/sec   Loss 1.5483 Epoch: 2   Global Step: 7850   Required: 10 hours
Training: 2025-04-09 15:57:02,651-Speed 389.36 samples/sec   Loss 1.5223 Epoch: 2   Global Step: 7900   Required: 10 hours
Training: 2025-04-09 15:57:19,094-Speed 389.21 samples/sec   Loss 1.4728 Epoch: 2   Global Step: 7950   Required: 10 hours
Training: 2025-04-09 15:57:35,534-Speed 389.30 samples/sec   Loss 1.5284 Epoch: 2   Global Step: 8000   Required: 10 hours
Training: 2025-04-09 15:57:51,973-Speed 389.32 samples/sec   Loss 1.4984 Epoch: 2   Global Step: 8050   Required: 10 hours
Training: 2025-04-09 15:58:08,413-Speed 389.29 samples/sec   Loss 1.4556 Epoch: 2   Global Step: 8100   Required: 10 hours
Training: 2025-04-09 15:58:24,860-Speed 389.13 samples/sec   Loss 1.4723 Epoch: 2   Global Step: 8150   Required: 10 hours
Training: 2025-04-09 15:58:41,301-Speed 389.29 samples/sec   Loss 1.4717 Epoch: 2   Global Step: 8200   Required: 10 hours
Training: 2025-04-09 15:58:57,739-Speed 389.35 samples/sec   Loss 1.4165 Epoch: 2   Global Step: 8250   Required: 10 hours
Training: 2025-04-09 15:59:14,181-Speed 389.24 samples/sec   Loss 1.4509 Epoch: 2   Global Step: 8300   Required: 10 hours
Training: 2025-04-09 15:59:30,618-Speed 389.38 samples/sec   Loss 1.4055 Epoch: 2   Global Step: 8350   Required: 10 hours
Training: 2025-04-09 15:59:47,056-Speed 389.34 samples/sec   Loss 1.3840 Epoch: 2   Global Step: 8400   Required: 10 hours
Training: 2025-04-09 16:00:20,858-[lfw][8436]XNorm: 22.231205
Training: 2025-04-09 16:00:20,858-[lfw][8436]Accuracy-Flip: 0.81383+-0.01493
Training: 2025-04-09 16:00:20,858-[lfw][8436]Accuracy-Highest: 0.81383
Training: 2025-04-09 16:00:46,361-[cfp_fp][8436]XNorm: 19.408780
Training: 2025-04-09 16:00:46,361-[cfp_fp][8436]Accuracy-Flip: 0.63729+-0.01759
Training: 2025-04-09 16:00:46,361-[cfp_fp][8436]Accuracy-Highest: 0.63729
Training: 2025-04-09 16:01:08,430-[agedb_30][8436]XNorm: 18.365469
Training: 2025-04-09 16:01:08,430-[agedb_30][8436]Accuracy-Flip: 0.51283+-0.01985
Training: 2025-04-09 16:01:08,430-[agedb_30][8436]Accuracy-Highest: 0.51783
Training: 2025-04-09 16:01:30,570-[calfw][8436]XNorm: 21.411467
Training: 2025-04-09 16:01:30,570-[calfw][8436]Accuracy-Flip: 0.66350+-0.01814
Training: 2025-04-09 16:01:30,570-[calfw][8436]Accuracy-Highest: 0.66350
Training: 2025-04-09 16:01:52,690-[cplfw][8436]XNorm: 18.582541
Training: 2025-04-09 16:01:52,690-[cplfw][8436]Accuracy-Flip: 0.63933+-0.00854
Training: 2025-04-09 16:01:52,690-[cplfw][8436]Accuracy-Highest: 0.63933
Training: 2025-04-09 16:01:57,466-Speed 49.08 samples/sec   Loss 1.2860 Epoch: 3   Global Step: 8450   Required: 11 hours
Training: 2025-04-09 16:02:13,887-Speed 389.75 samples/sec   Loss 1.1309 Epoch: 3   Global Step: 8500   Required: 11 hours
Training: 2025-04-09 16:02:30,316-Speed 389.56 samples/sec   Loss 1.1584 Epoch: 3   Global Step: 8550   Required: 11 hours
Training: 2025-04-09 16:02:46,741-Speed 389.67 samples/sec   Loss 1.1055 Epoch: 3   Global Step: 8600   Required: 11 hours
Training: 2025-04-09 16:03:03,177-Speed 389.38 samples/sec   Loss 1.1271 Epoch: 3   Global Step: 8650   Required: 11 hours
Training: 2025-04-09 16:03:19,617-Speed 389.30 samples/sec   Loss 1.1137 Epoch: 3   Global Step: 8700   Required: 11 hours
Training: 2025-04-09 16:03:36,059-Speed 389.25 samples/sec   Loss 1.1332 Epoch: 3   Global Step: 8750   Required: 11 hours
